agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Hastings Police Department,2023,Minnesota,21492,MN01903,0,0,0,0,0,9,9,0,3,0,0,0,3,115,1,7,6,6,95,27,6,19,2,208,20,17,0,3,382,0,20,32,255,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hastings Police Department,2022,Minnesota,21772,MN01903,0,0,0,0,0,7,7,0,4,3,0,0,1,123,4,4,9,9,97,35,23,10,2,240,14,12,1,1,423,0,26,37,289,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hastings Police Department,2021,Minnesota,22955,MN01903,0,0,0,1,0,11,11,0,1,0,0,0,1,116,1,2,4,2,107,43,23,18,2,264,23,22,1,0,459,0,9,22,330,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hastings Police Department,2020,Minnesota,22959,MN01903,0,0,1,0,0,4,4,0,3,2,0,0,1,159,8,3,9,10,129,44,23,21,0,310,37,30,3,4,557,0,30,37,391,428,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,2,0,2,0,0,2,2,0,0,9,0,0,0,4,4
Hastings Police Department,2019,Minnesota,22774,MN01903,0,0,4,0,0,10,10,0,2,0,0,2,0,169,3,5,3,16,142,58,30,28,0,360,33,25,1,7,632,0,27,39,451,490,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,1,3,0,11,0,0,0,0,18,0,0,0,15,15
Hastings Police Department,2018,Minnesota,22799,MN01903,0,0,5,0,0,6,6,0,3,0,1,1,1,162,4,3,2,24,129,49,23,26,0,331,32,30,0,2,583,0,33,42,412,454,1,0,0,0,0,1,1,0,0,0,5,0,0,0,0,5,3,0,3,0,7,3,3,0,0,20,0,0,2,13,15
Hastings Police Department,2017,Minnesota,22671,MN01903,0,0,3,0,0,9,9,0,3,1,0,1,1,194,4,7,6,7,170,53,19,34,0,416,25,23,0,2,700,0,24,36,494,530,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,3,0,8,3,3,0,0,16,0,0,0,14,14
Hastings Police Department,2016,Minnesota,22627,MN01903,0,0,7,1,0,10,10,0,6,0,1,2,3,169,1,0,5,23,140,53,30,23,0,412,30,24,5,1,681,0,29,46,495,541,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,1,1,0,0,8,0,0,0,6,6
Hastings Police Department,2015,Minnesota,22661,MN01903,0,0,1,0,0,17,17,0,4,2,2,0,0,135,1,3,6,12,113,61,21,40,0,483,22,17,1,4,722,0,22,43,566,609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,1,1,0,7,0,0,0,6,6
Hastings Police Department,2014,Minnesota,22484,MN01903,0,0,1,1,0,12,12,0,9,1,3,2,3,136,4,3,4,7,118,54,20,33,1,534,16,13,1,2,762,0,18,40,604,644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,2,0,0,8,0,0,0,7,7
Hastings Police Department,2013,Minnesota,22365,MN01903,0,0,2,0,0,10,10,0,5,1,2,1,1,115,0,4,4,9,98,57,27,28,2,428,22,18,4,0,637,0,17,32,507,539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,11,0,0,0,10,10
Hastings Police Department,2012,Minnesota,22502,MN01903,0,0,0,0,0,9,9,0,4,0,0,2,2,169,2,1,4,13,149,106,52,53,1,570,26,25,0,1,884,0,20,33,702,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,0,0,3,3
Hastings Police Department,2011,Minnesota,22343,MN01903,0,0,0,0,0,3,3,0,2,2,0,0,0,116,0,3,4,17,92,88,24,61,3,450,25,17,0,8,684,0,24,29,563,592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,2,2
Hastings Police Department,2010,Minnesota,22172,MN01903,0,0,0,0,0,3,3,0,4,1,1,0,2,92,0,4,2,10,76,60,19,39,2,439,26,8,0,18,624,0,16,23,525,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,6,0,0,0,6,6
Hastings Police Department,2009,Minnesota,22600,MN01903,0,0,2,0,0,8,7,1,2,0,0,1,1,99,0,1,4,6,88,84,27,55,2,504,19,10,1,8,716,0,11,21,607,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,0,0,0,3,3
Hastings Police Department,2008,Minnesota,22125,MN01903,0,0,0,1,0,0,0,0,5,3,0,2,0,93,0,3,0,9,81,90,32,57,1,552,28,21,2,5,773,0,12,18,670,688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,0,1,6,0,0,0,5,5
Hastings Police Department,2007,Minnesota,21839,MN01903,0,0,0,0,0,0,0,0,2,0,0,1,1,112,0,2,5,5,100,113,46,67,0,569,34,28,1,5,839,0,12,14,716,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,8,0,0,0,7,7
Hastings Police Department,2006,Minnesota,21050,MN01903,0,0,0,0,0,0,0,0,1,0,0,0,1,89,1,4,6,4,74,56,26,28,2,435,22,16,2,4,606,0,15,16,513,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,2
Hastings Police Department,2005,Minnesota,20480,MN01903,0,0,0,2,0,7,7,0,1,0,1,0,0,93,2,1,6,3,81,59,25,31,3,445,32,25,2,5,639,0,12,22,536,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,7,0,0,0,7,7
Hastings Police Department,2004,Minnesota,19867,MN01903,0,0,0,0,0,2,2,0,3,1,0,1,1,63,0,1,1,3,58,42,19,21,2,319,17,12,3,2,446,0,5,10,378,388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,0,0,0,0,7,0,1,1,6,7
Hastings Police Department,2003,Minnesota,19244,MN01903,0,0,0,0,0,9,9,0,2,1,0,0,1,98,1,2,3,5,87,61,30,31,0,466,33,24,2,7,669,0,11,22,560,582,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,11,2,2,0,0,15,0,0,0,13,13
Hastings Police Department,2002,Minnesota,18575,MN01903,0,0,1,0,0,4,4,0,2,1,0,1,0,100,3,3,11,4,79,63,32,31,0,410,21,18,0,3,600,0,21,27,494,521,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,1,0,0,11,0,0,2,9,11
Hastings Police Department,2001,Minnesota,18399,MN01903,0,0,0,0,0,11,11,0,0,0,0,0,0,97,1,2,2,2,90,63,35,26,2,531,25,18,4,3,727,0,7,18,619,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,1,10,0,0,0,10,10
Hastings Police Department,2000,Minnesota,18204,MN01903,0,0,0,0,0,5,5,0,3,1,1,1,0,108,0,3,5,13,87,55,16,34,5,570,31,23,3,5,772,0,21,29,656,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,5,0,0,0,5,5
Hastings Police Department,1999,Minnesota,17639,MN01903,0,0,0,0,0,9,9,0,4,0,0,1,3,134,3,6,7,5,110,64,30,29,3,398,31,16,3,8,640,0,24,37,493,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,0,0,0,6,6
Hastings Police Department,1998,Minnesota,17349,MN01903,0,0,0,0,0,3,3,0,5,3,0,1,1,125,0,4,5,5,111,94,41,49,4,528,42,31,1,10,797,0,14,22,664,686,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,1,0,0,9,0,0,1,4,5
Hastings Police Department,1997,Minnesota,16796,MN01903,0,0,0,2,0,7,6,0,2,1,0,1,0,127,2,4,6,5,110,92,45,34,4,538,43,33,2,4,811,0,17,28,673,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,4,0,0,0,4,4
Hastings Police Department,1996,Minnesota,16696,MN01903,0,0,1,0,0,4,3,0,4,2,1,0,0,143,3,5,4,3,128,66,40,20,0,472,29,16,6,2,718,0,15,23,567,590,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,2,0,0,6,0,0,0,4,4
Hastings Police Department,1995,Minnesota,16525,MN01903,0,0,2,0,0,7,7,0,2,0,1,0,1,141,7,3,11,3,117,70,41,22,7,582,41,32,3,6,843,0,24,33,693,726,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,1,0,7,0,0,1,5,6
Hastings Police Department,1994,Minnesota,16323,MN01903,0,0,0,0,0,14,14,0,3,2,1,0,0,144,3,4,7,1,129,96,63,25,8,447,24,17,1,6,728,0,15,32,567,599,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,4,2,2,0,0,8,0,0,0,7,7
Hastings Police Department,1993,Minnesota,16145,MN01903,0,0,0,0,0,0,0,0,2,0,1,0,1,133,0,3,9,4,117,120,60,48,12,369,40,20,2,18,672,0,16,18,529,547,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,5,3,1,2,0,4,5,5,0,0,19,0,1,1,12,13
Hastings Police Department,1992,Minnesota,15814,MN01903,0,0,0,0,0,3,3,0,1,0,0,1,0,118,6,3,7,5,97,115,66,40,9,434,26,17,2,7,697,0,21,25,575,600,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,0,0,2,9,0,0,1,8,9
