agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
University Of North Carolina - Chapel Hill Public,2023,North Carolina,0,NC06804,0,0,0,1,0,4,4,0,2,0,0,0,2,67,2,0,3,0,62,13,4,9,0,207,68,9,1,58,362,0,5,12,288,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of North Carolina - Chapel Hill Public,2022,North Carolina,0,NC06804,0,0,0,0,0,7,7,0,2,0,0,0,2,52,1,5,3,0,43,27,2,19,6,157,24,2,0,22,269,0,9,18,208,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of North Carolina - Chapel Hill Public,2021,North Carolina,0,NC06804,0,0,0,0,0,6,6,0,0,0,0,0,0,41,1,2,4,1,33,12,5,6,1,123,8,2,3,3,190,0,8,14,143,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of North Carolina - Chapel Hill Public,2020,North Carolina,0,NC06804,0,0,0,0,0,4,4,0,0,0,0,0,0,30,1,2,0,0,27,17,9,7,1,53,6,3,1,2,110,0,3,7,76,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of North Carolina - Chapel Hill Public,2019,North Carolina,0,NC06804,0,0,0,0,0,4,3,1,3,0,0,0,3,46,2,0,0,0,44,13,4,7,2,137,1,1,0,0,204,0,2,9,151,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of North Carolina - Chapel Hill Public,2018,North Carolina,0,NC06804,0,0,9,0,0,5,5,0,4,0,0,0,4,43,0,0,0,0,43,18,6,12,0,133,3,3,0,0,206,0,0,9,154,163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,12,0,0,0,0,14,0,0,0,13,13
University Of North Carolina - Chapel Hill Public,2017,North Carolina,0,NC06804,0,0,3,1,0,2,2,0,3,0,0,0,3,27,0,0,1,0,26,25,5,19,1,204,5,2,0,3,267,0,1,7,234,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,22,2,1,0,1,26,0,0,0,26,26
University Of North Carolina - Chapel Hill Public,2016,North Carolina,0,NC06804,0,0,5,0,0,4,4,0,7,1,0,1,5,47,0,0,0,1,46,14,5,8,1,187,3,1,0,2,262,0,1,12,204,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,23,2,2,0,0,29,0,0,0,29,29
University Of North Carolina - Chapel Hill Public,2015,North Carolina,0,NC06804,0,0,0,0,0,2,2,0,4,2,0,1,1,28,0,0,0,0,28,20,12,5,3,219,21,2,0,19,294,0,0,6,260,266,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,33,2,2,0,0,37,0,0,1,36,37
University Of North Carolina - Chapel Hill Public,2014,North Carolina,0,NC06804,0,0,2,0,0,6,6,0,2,1,0,1,0,39,0,2,1,0,36,45,10,29,6,262,9,1,1,7,363,0,3,11,316,327,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,38,2,1,0,1,43,0,0,1,42,43
