agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Sebring Police Department,2020,Florida,10664,FL02803,0,0,7,3,0,8,7,1,15,8,2,1,4,402,18,11,24,0,349,69,24,45,0,302,18,14,3,1,817,0,53,79,389,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2019,Florida,11008,FL02803,0,0,2,6,0,9,9,0,13,4,0,0,9,225,15,5,7,2,196,131,66,64,1,339,11,6,2,3,734,0,29,57,481,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2018,Florida,,FL02803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebring Police Department,2017,Florida,10679,FL02803,0,0,4,2,0,5,5,0,12,6,0,0,6,262,11,16,15,7,213,129,67,55,7,395,14,10,1,3,819,0,49,68,538,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2016,Florida,10516,FL02803,0,0,1,3,0,4,3,1,7,1,0,1,5,222,14,6,11,0,191,110,63,44,3,369,20,12,3,5,735,0,31,45,499,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2015,Florida,10363,FL02803,0,0,3,1,0,5,5,0,15,6,0,2,7,223,4,5,1,3,210,104,52,50,2,416,12,9,3,0,776,0,13,34,532,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2014,Florida,10312,FL02803,0,0,2,1,0,1,1,0,17,6,4,5,2,219,5,8,11,0,195,100,48,48,4,363,15,7,6,2,716,0,24,43,478,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2013,Florida,10318,FL02803,0,0,3,2,0,2,2,0,9,2,1,2,4,243,13,12,19,0,199,123,65,57,1,378,12,5,1,6,769,0,44,57,513,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2012,Florida,10617,FL02803,0,0,1,0,0,4,4,0,22,11,2,2,7,218,4,6,10,5,193,136,69,61,6,318,7,5,0,2,705,0,25,51,461,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2011,Florida,10634,FL02803,0,0,3,0,0,1,1,0,3,1,0,0,2,267,4,12,13,2,236,147,82,61,4,358,13,9,1,3,789,0,31,35,518,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2010,Florida,10491,FL02803,0,0,0,1,0,4,4,0,15,6,0,4,5,254,10,12,7,10,215,129,70,58,1,323,10,3,3,4,736,0,39,59,462,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2009,Florida,10796,FL02803,0,0,2,1,0,5,5,0,19,10,2,1,6,224,9,7,13,9,186,161,95,65,1,348,9,5,1,3,767,0,38,63,518,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebring Police Department,2008,Florida,10746,FL02803,0,0,6,0,0,5,5,0,17,8,1,0,8,233,11,18,25,9,170,282,160,121,1,376,24,13,4,7,937,0,63,85,682,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
