agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
Sp: St. Mary's County,2018,Maryland,0,MD318SP,0,0,0,0,0,7,7,0,3,1,1,0,1,107,7,4,2,2,92,20,12,4,4,127,13,7,3,3,285,15,25,168,193,2,0,1,0,0,1,0,4,4,0,4,0,8,0,0,5,5,0,1,0,1,0,0,104,5,3,2,2,92,1,1,0,0,69,7,5,0,2,190,12,18,80,98,1,0,1,0,0,1,0,3,0,0,0,0,3,0,0,2,2,0,1,0,1,0,0,21,1,0,1,0,19,0,0,0,0,6,0,0,0,0,32,2,5,8,13,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: St. Mary's County,2017,Maryland,0,MD318SP,0,0,0,0,0,1,1,0,3,1,1,1,0,122,1,5,1,9,106,26,9,7,10,165,5,3,0,2,341,16,20,215,235,3,1,0,0,1,3,0,8,6,1,7,4,19,0,0,0,0,0,1,0,0,1,0,94,1,4,1,8,80,12,6,2,4,85,2,2,0,0,199,14,15,104,119,0,0,0,0,0,2,0,2,2,0,2,1,5,0,0,0,0,0,1,0,0,1,0,17,0,0,1,1,15,2,2,0,0,2,0,0,0,0,25,2,3,7,10,0,0,0,0,0,2,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,0,0,0,0,1,0,0,0,0,7,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: St. Mary's County,2016,Maryland,0,MD318SP,0,0,0,0,0,5,5,0,3,3,0,0,0,181,2,5,6,1,167,27,14,10,3,160,5,3,0,2,406,14,22,217,239,6,2,0,1,0,8,0,17,6,0,6,2,25,0,0,0,0,0,1,1,0,0,0,93,0,3,4,0,86,8,6,1,1,63,1,1,0,0,173,7,8,79,87,4,1,0,0,0,2,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,1,0,0,1,7,0,0,0,0,33,0,0,11,11,1,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,1,0,4,0,0,0,0,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: St. Mary's County,2015,Maryland,0,MD318SP,0,0,0,0,0,2,2,0,8,4,2,0,2,179,3,4,3,26,143,30,21,9,0,198,8,7,1,0,435,36,46,246,292,5,1,0,0,0,0,0,6,2,0,2,2,10,0,0,0,0,0,2,1,1,0,0,112,1,3,1,8,99,6,5,1,0,94,4,4,0,0,222,13,15,108,123,3,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,18,0,0,0,0,10,0,0,0,0,34,3,3,13,16,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,2,1,1,0,2,0,0,0,0,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: St. Mary's County,2014,Maryland,0,MD318SP,0,0,0,0,0,5,5,0,6,5,0,0,1,127,2,9,6,0,110,34,19,15,0,178,10,4,1,5,382,17,28,244,272,7,0,2,0,0,4,0,13,4,0,4,5,22,0,0,1,1,0,4,3,0,0,1,99,1,4,5,0,89,20,10,10,0,138,8,3,1,4,279,10,15,175,190,2,0,0,0,0,4,0,6,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,12,1,0,1,0,2,0,0,0,0,21,1,1,8,9,1,0,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,1,0,1,0,0,0,0,0,0,8,1,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,1
Sp: St. Mary's County,2013,Maryland,0,MD318SP,0,0,6,1,0,0,0,0,7,2,0,1,4,157,3,1,7,9,137,49,38,10,1,219,13,5,1,7,457,20,28,292,320,6,0,0,0,0,0,0,6,4,0,4,1,11,1,0,0,0,0,3,0,0,0,3,142,3,2,4,5,128,25,18,7,0,130,8,6,0,2,312,14,18,166,184,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,10,3,1,2,0,22,0,0,0,0,36,1,1,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0,4,1,1,0,0,2,0,0,0,0,9,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: St. Mary's County,2012,Maryland,0,MD318SP,0,0,3,0,0,1,1,0,3,1,0,1,1,236,6,9,10,18,193,59,31,27,1,225,10,4,0,6,546,43,47,306,353,4,0,0,0,0,0,1,5,4,1,5,2,12,0,0,0,0,0,2,0,0,1,1,190,6,6,4,16,158,13,5,8,0,133,3,1,0,2,347,32,34,155,189,1,0,1,0,0,0,0,2,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,14,3,2,1,0,16,0,0,0,0,35,1,1,20,21,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,1,0,0,0,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1
Sp: St. Mary's County,2011,Maryland,0,MD318SP,0,0,3,0,0,5,3,2,6,3,0,0,3,225,11,3,5,10,196,51,27,21,3,157,15,9,1,5,477,29,40,241,281,6,1,2,0,0,1,0,10,7,0,7,1,18,0,0,4,2,2,3,3,0,0,0,210,8,4,4,8,186,23,12,11,0,88,6,3,1,2,340,24,31,123,154,5,0,0,0,0,0,0,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,26,2,0,0,1,23,0,0,0,0,6,1,0,0,1,34,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,4,0,0,0,0,4,1,0,1,0,2,1,0,0,1,11,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,1,1
Sp: St. Mary's County,2010,Maryland,0,MD318SP,0,0,4,0,0,1,1,0,2,1,0,0,1,223,6,7,7,20,183,50,22,23,5,169,8,4,0,4,475,40,43,249,292,9,2,2,0,0,1,0,14,4,1,5,3,22,0,0,0,0,0,1,0,0,0,1,205,5,5,6,14,175,18,8,9,1,92,8,5,0,3,335,30,31,129,160,3,2,0,0,0,1,0,6,3,1,4,1,11,0,0,0,0,0,0,0,0,0,0,22,0,2,0,2,18,3,0,3,0,6,0,0,0,0,34,4,4,12,16,1,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,12,0,0,0,0,0,0,0,0,0,15,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: St. Mary's County,2009,Maryland,0,MD318SP,0,0,2,0,0,2,2,0,1,1,0,0,0,192,4,9,8,13,158,35,18,12,5,153,18,13,1,4,419,34,37,224,261,8,2,1,0,0,0,0,11,3,0,3,4,18,0,0,2,2,0,0,0,0,0,0,171,4,3,6,6,152,13,7,5,1,71,9,9,0,0,274,19,21,101,122,6,0,1,0,0,0,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,29,1,0,0,1,27,2,0,1,1,12,1,1,0,0,44,2,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,1,0,1,0,3,2,2,0,0,20,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
