agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Beatrice Police Department,2023,Nebraska,12221,NB03401,0,0,0,0,0,10,10,0,0,0,0,0,0,118,1,3,0,2,112,12,4,7,1,94,7,6,0,1,241,0,6,16,113,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2022,Nebraska,12164,NB03401,0,0,0,0,0,11,11,0,1,0,0,0,1,105,1,3,14,2,85,19,7,11,1,92,11,10,0,1,239,0,20,32,122,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2021,Nebraska,12225,NB03401,0,0,0,0,0,10,10,0,0,0,0,0,0,117,1,3,3,6,104,17,9,8,0,118,14,14,0,0,276,0,13,23,149,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2020,Nebraska,12238,NB03401,0,0,0,1,0,14,14,0,3,0,1,1,1,121,0,5,4,12,100,24,12,11,1,139,9,9,0,0,311,0,21,39,172,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2019,Nebraska,12227,NB03401,0,0,0,0,0,12,12,0,0,0,0,0,0,113,2,2,2,4,103,28,13,15,0,150,16,16,0,0,319,0,10,22,194,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2018,Nebraska,12244,NB03401,0,0,0,0,0,26,25,1,3,0,1,0,2,121,1,3,1,3,113,47,19,28,0,222,24,24,0,0,443,0,8,37,293,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2017,Nebraska,12311,NB03401,0,0,0,0,0,17,17,0,2,0,0,0,2,124,6,2,4,5,107,56,23,33,0,250,19,18,1,0,468,0,17,36,325,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2016,Nebraska,12340,NB03401,0,0,0,0,0,23,23,0,3,0,0,0,3,152,2,2,4,18,126,62,23,39,0,261,15,15,0,0,516,0,26,52,338,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2015,Nebraska,11965,NB03401,0,0,0,0,0,20,20,0,2,1,0,1,0,134,2,2,4,2,124,60,29,31,0,315,13,12,1,0,544,0,10,32,388,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2014,Nebraska,12092,NB03401,0,0,0,0,0,32,32,0,6,3,1,0,2,171,8,6,8,31,118,75,34,40,1,328,9,9,0,0,621,0,53,91,412,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2013,Nebraska,12055,NB03401,0,0,0,0,0,21,20,1,2,0,0,1,1,171,1,7,25,10,128,76,30,44,2,308,8,8,0,0,586,0,43,66,392,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2012,Nebraska,12388,NB03401,0,0,0,0,0,9,9,0,2,1,1,0,0,176,2,4,14,4,152,104,60,43,1,343,6,6,0,0,640,0,24,35,453,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2011,Nebraska,12570,NB03401,0,0,0,0,0,21,21,0,2,1,0,0,1,237,10,7,26,5,189,81,47,31,3,326,5,5,0,0,672,0,48,71,412,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2010,Nebraska,12459,NB03401,0,0,0,0,0,8,8,0,1,0,0,1,0,216,4,6,13,3,190,116,60,53,3,361,11,9,0,2,713,0,26,35,488,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2009,Nebraska,12793,NB03401,0,0,0,0,0,12,12,0,2,0,0,1,1,145,6,2,10,4,123,114,58,55,1,432,6,6,0,0,711,0,22,36,552,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2008,Nebraska,12913,NB03401,0,0,0,0,0,24,23,1,2,0,0,2,0,192,1,5,15,9,162,97,41,52,4,451,21,21,0,0,787,0,30,56,569,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2007,Nebraska,12972,NB03401,0,0,0,1,0,17,17,0,1,0,0,0,1,233,1,9,11,9,203,106,39,61,6,386,19,19,0,0,763,0,30,49,511,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2006,Nebraska,12960,NB03401,0,0,0,0,0,16,16,0,1,1,0,0,0,235,4,6,12,7,206,118,65,49,4,476,17,15,1,1,863,0,29,46,611,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2005,Nebraska,13049,NB03401,0,0,0,1,0,8,8,0,4,0,0,0,4,246,2,6,11,11,216,106,45,51,10,589,23,21,1,1,977,0,30,43,718,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2004,Nebraska,13004,NB03401,0,0,0,0,0,16,15,1,2,1,0,0,1,238,3,6,12,3,214,111,46,51,14,608,18,16,0,2,993,0,24,42,737,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2003,Nebraska,12880,NB03401,0,0,0,0,0,6,4,2,4,0,1,0,3,227,5,4,1,5,212,78,37,31,10,475,15,15,0,0,805,0,15,25,568,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2002,Nebraska,12627,NB03401,0,0,0,0,0,3,3,0,2,0,1,0,1,258,1,3,14,3,237,160,96,49,15,593,46,45,1,0,1062,0,21,26,799,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2001,Nebraska,12510,NB03401,0,0,0,0,0,3,3,0,1,0,1,0,0,155,1,6,3,8,137,89,51,28,10,492,52,50,2,0,792,0,18,22,633,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,2000,Nebraska,,NB03401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrice Police Department,1999,Nebraska,12401,NB03401,0,0,0,0,0,1,1,0,2,1,0,1,0,257,0,1,2,3,251,73,36,27,10,581,36,36,0,0,950,0,6,9,690,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1998,Nebraska,12552,NB03401,0,0,0,0,0,2,2,0,2,0,0,0,2,208,1,4,6,1,196,86,40,32,14,661,19,17,1,1,978,0,12,16,766,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1997,Nebraska,12586,NB03401,0,0,0,0,0,4,4,0,0,0,0,0,0,241,1,1,0,1,238,98,48,41,9,679,24,24,0,0,1046,0,3,7,801,808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
Beatrice Police Department,1996,Nebraska,12548,NB03401,0,0,0,0,0,5,5,0,3,1,0,1,1,298,7,4,4,2,281,90,50,36,4,651,32,29,3,0,1079,0,17,25,773,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Beatrice Police Department,1995,Nebraska,12435,NB03401,0,0,3,0,0,4,4,0,1,0,0,0,1,258,1,2,6,0,249,71,36,28,7,644,28,25,3,0,1006,0,9,14,743,757,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,9,1,0,0,1,16,0,0,3,11,14
Beatrice Police Department,1994,Nebraska,12467,NB03401,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,1,0,165,61,39,16,6,565,31,23,7,1,823,0,1,1,657,658,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,1,0,10,2,2,0,0,17,0,0,0,13,13
Beatrice Police Department,1993,Nebraska,12345,NB03401,0,0,1,0,0,5,3,2,3,1,0,0,2,142,1,1,0,2,138,54,29,16,9,442,22,17,3,2,668,0,4,12,518,530,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,3,1,2,0,15,4,3,1,0,26,0,0,1,22,23
Beatrice Police Department,1992,Nebraska,12569,NB03401,0,0,0,1,0,5,5,0,0,0,0,0,0,97,2,0,1,0,94,66,47,19,0,440,11,6,3,2,620,0,3,9,517,526,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,19,4,3,1,0,29,0,0,2,24,26
Beatrice Police Department,1991,Nebraska,12468,NB03401,0,0,1,0,0,2,2,0,1,1,0,0,0,128,1,0,2,0,125,67,43,16,8,523,20,15,4,1,741,0,3,6,610,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,31,4,3,1,0,40,0,0,0,40,40
Beatrice Police Department,1990,Nebraska,12354,NB03401,0,0,2,1,1,2,2,0,2,2,0,0,0,118,0,2,1,5,110,100,66,18,16,567,15,6,6,3,806,0,8,13,682,695,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,7,4,4,0,0,15,0,0,1,14,15
Beatrice Police Department,1989,Nebraska,12156,NB03401,0,0,2,0,0,0,0,0,2,1,0,1,0,64,1,2,1,5,55,91,48,26,17,423,21,17,2,2,601,0,9,11,535,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,5,0,0,0,5,5
Beatrice Police Department,1988,Nebraska,12124,NB03401,0,0,2,0,0,3,2,1,1,1,0,0,0,55,0,2,0,0,53,67,41,16,10,329,9,8,0,1,464,0,2,6,405,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Beatrice Police Department,1987,Nebraska,12201,NB03401,0,0,1,0,0,0,0,0,1,0,0,0,1,61,0,4,0,2,55,57,42,9,6,420,18,12,4,2,557,0,6,7,495,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,4,4
Beatrice Police Department,1986,Nebraska,12558,NB03401,0,0,1,3,0,1,1,0,1,1,0,0,0,32,0,0,2,4,26,42,24,10,8,385,11,7,0,4,475,0,6,11,438,449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,4,4
Beatrice Police Department,1985,Nebraska,12749,NB03401,0,0,0,1,0,1,1,0,1,0,1,0,0,60,0,1,0,4,55,48,26,13,9,398,13,6,6,1,522,0,5,8,459,467,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,14,3,2,1,0,21,0,0,0,18,18
Beatrice Police Department,1984,Nebraska,12942,NB03401,0,0,1,1,0,3,2,1,1,0,1,0,0,52,0,1,1,0,50,38,21,10,7,395,14,9,2,3,504,0,2,7,447,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,1,0,0,12,0,0,0,12,12
Beatrice Police Department,1983,Nebraska,13143,NB03401,0,0,3,0,0,0,0,0,0,0,0,0,0,60,0,2,0,1,57,33,23,7,3,430,9,6,1,2,532,0,3,3,472,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5
Beatrice Police Department,1982,Nebraska,13053,NB03401,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,38,69,42,11,16,471,15,10,4,1,596,0,3,3,555,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1981,Nebraska,12970,NB03401,0,0,2,2,0,1,0,1,0,0,0,0,0,56,2,0,2,7,45,112,67,30,15,402,15,9,4,2,588,0,11,14,529,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1980,Nebraska,12871,NB03401,0,0,1,0,0,2,2,0,1,1,0,0,0,64,1,6,6,6,45,103,63,19,21,430,13,9,4,0,613,0,19,22,546,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1979,Nebraska,11451,NB03401,0,0,1,0,0,1,0,1,0,0,0,0,0,55,3,2,1,17,32,94,45,37,12,429,20,10,3,7,599,0,23,24,543,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1978,Nebraska,12397,NB03401,0,0,1,0,0,2,2,0,1,0,0,0,1,30,1,1,0,17,11,96,38,52,6,382,23,18,2,3,534,0,19,22,501,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1977,Nebraska,,NB03401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrice Police Department,1976,Nebraska,12300,NB03401,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,1,2,15,50,23,21,6,263,7,5,1,1,341,0,6,6,320,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1975,Nebraska,12503,NB03401,0,0,0,0,0,1,0,1,0,0,0,0,0,11,1,1,0,6,3,35,15,9,11,238,1,0,1,0,286,0,8,9,274,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1974,Nebraska,12488,NB03401,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,1,6,3,33,15,14,4,232,9,8,0,1,285,0,7,8,274,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1973,Nebraska,12463,NB03401,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,0,0,5,2,30,22,6,2,187,2,2,0,0,226,117,6,7,219,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1972,Nebraska,12439,NB03401,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,2,8,18,14,4,0,206,8,8,0,0,235,136,3,3,232,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1971,Nebraska,12546,NB03401,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,2,1,7,32,24,7,1,237,8,8,0,0,281,173,3,4,277,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice Police Department,1970,Nebraska,12389,NB03401,0,0,0,1,0,0,0,0,0,0,0,0,0,17,2,1,0,13,1,36,22,11,3,220,10,10,0,0,283,159,16,17,266,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
