agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Utah State Parks And Recreation,2023,Utah,0,UTLED02,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,14,0,0,0,0,38,2,1,1,0,57,0,3,3,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2022,Utah,0,UTLED02,0,0,0,0,0,0,0,0,2,1,0,0,1,12,1,1,0,2,8,0,0,0,0,20,2,1,1,0,36,0,4,6,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2021,Utah,0,UTLED02,0,0,0,0,0,2,1,1,0,0,0,0,0,10,1,0,0,0,9,4,1,1,2,15,3,1,2,0,34,0,1,3,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2020,Utah,0,UTLED02,0,0,0,0,0,1,1,0,0,0,0,0,0,26,3,0,4,0,19,5,2,3,0,26,10,3,2,5,68,0,7,8,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2019,Utah,0,UTLED02,0,0,0,1,0,1,1,0,0,0,0,0,0,8,0,0,1,0,7,3,2,1,0,19,3,1,0,2,35,0,1,3,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2018,Utah,0,UTLED02,0,0,0,0,0,1,0,1,0,0,0,0,0,23,0,3,0,0,20,3,1,2,0,19,2,0,0,2,48,0,3,4,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2017,Utah,0,UTLED02,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,13,1,1,0,0,19,2,0,0,2,36,0,1,1,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2016,Utah,0,UTLED02,0,0,0,0,0,1,0,1,1,0,0,0,1,10,0,0,0,1,9,2,0,2,0,27,3,1,1,1,44,0,1,3,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2015,Utah,0,UTLED02,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,9,1,1,0,0,165,4,1,0,3,180,0,1,1,170,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State Parks And Recreation,2014,Utah,0,UTLED02,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,10,1,0,1,0,27,3,2,0,1,43,0,2,2,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
