agency,year,state,population,ORI,act_all_crimes,clr_18_all_crimes,clr_all_crimes,unfound_all_crimes,act_aggravated_assault,clr_18_aggravated_assault,clr_aggravated_assault,unfound_aggravated_assault,act_assault_total,clr_18_assault_total,clr_assault_total,unfound_assault_total,act_gun_assault,clr_18_gun_assault,clr_gun_assault,unfound_gun_assault,act_knife_assault,clr_18_knife_assault,clr_knife_assault,unfound_knife_assault,act_other_weapon_assault,clr_18_other_weapon_assault,clr_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,clr_18_simple_assault,clr_simple_assault,unfound_simple_assault,act_hand_feet_assault,clr_18_hand_feet_assault,clr_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,clr_18_burglary_total,clr_burglary_total,unfound_burglary_total,act_attempted_burglary,clr_18_attempted_burglary,clr_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,clr_18_burg_force_entry,clr_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,clr_18_burg_no_force_entry,clr_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,clr_18_manslaughter,clr_manslaughter,unfound_manslaughter,act_murder,clr_18_murder,clr_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,clr_18_rape_total,clr_rape_total,unfound_rape_total,act_attempted_rape,clr_18_attempted_rape,clr_attempted_rape,unfound_attempted_rape,act_force_rape,clr_18_force_rape,clr_force_rape,unfound_force_rape,act_robbery_total,clr_18_robbery_total,clr_robbery_total,unfound_robbery_total,act_gun_robbery,clr_18_gun_robbery,clr_gun_robbery,unfound_gun_robbery,act_knife_robbery,clr_18_knife_robbery,clr_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,clr_18_other_weapon_robbery,clr_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,clr_18_strong_arm_robbery,clr_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,clr_18_theft_total,clr_theft_total,unfound_theft_total,act_auto_theft,clr_18_auto_theft,clr_auto_theft,unfound_auto_theft,act_other_vhc_theft,clr_18_other_vhc_theft,clr_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,clr_18_truck_bus_theft,clr_truck_bus_theft,unfound_truck_bus_theft
Morris-cooper Regional Police Department,1983,Pennsylvania,5839,PA01716,95,12,53,6,13,1,11,0,17,1,15,1,1,0,0,0,1,0,1,0,1,0,1,0,4,0,4,1,10,1,9,0,36,8,8,3,6,0,0,2,17,7,7,1,13,1,1,0,7,1,7,1,0,0,0,0,0,0,0,0,2,0,0,6,0,6,1,4,0,4,0,2,0,2,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,26,2,17,0,4,1,3,0,1,0,2,1,2,0,2,0
Morris-cooper Regional Police Department,1984,Pennsylvania,5745,PA01716,123,9,61,11,12,1,11,2,26,1,26,2,2,1,1,1,2,0,2,0,1,0,1,0,14,0,15,0,7,0,7,1,26,4,6,3,8,2,2,1,13,1,2,1,5,1,2,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,64,2,24,5,3,1,2,1,0,0,1,0,0,0,0,0
Morris-cooper Regional Police Department,2002,Pennsylvania,5819,PA01716,8,2,4,0,3,2,2,0,7,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Morris-cooper Regional Police Department,2004,Pennsylvania,5811,PA01716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris-cooper Regional Police Department,2009,Pennsylvania,5625,PA01716,7,1,7,0,1,0,1,0,7,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris-cooper Regional Police Department,2010,Pennsylvania,5642,PA01716,52,6,49,4,6,1,4,0,36,6,34,2,1,0,1,0,0,0,0,0,0,0,0,0,30,5,30,2,5,1,3,0,7,0,6,0,1,0,1,0,4,0,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,1,0,1,0,0,0,0,0,0,0,0,0
Morris-cooper Regional Police Department,2011,Pennsylvania,5660,PA01716,66,7,62,2,3,0,3,0,36,0,36,0,0,0,0,0,0,0,0,0,1,0,1,0,33,0,33,0,2,0,2,0,6,0,5,0,0,0,0,0,1,0,0,0,5,0,5,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,18,0,1,0,1,2,2,0,2,0,0,0,0,0
Morris-cooper Regional Police Department,2012,Pennsylvania,5631,PA01716,47,4,30,4,2,0,2,0,9,2,8,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,6,0,1,0,1,0,7,0,4,1,0,0,0,0,1,0,0,0,6,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,16,3,1,0,1,0,0,0,0,0,0,0,0,0
Morris-cooper Regional Police Department,2013,Pennsylvania,5609,PA01716,38,1,25,0,5,1,5,0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,1,5,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris-cooper Regional Police Department,2014,Pennsylvania,5607,PA01716,41,0,38,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,28,1,1,0,0,0,1,0,1,0,0,0,0,0
