agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Washtenaw County,2023,Michigan,0,MI81081,0,0,0,3,0,22,22,0,0,0,0,0,0,246,12,3,12,19,200,36,32,4,0,81,17,15,0,2,405,0,46,71,134,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2022,Michigan,0,MI81081,0,0,0,0,1,24,24,0,0,0,0,0,0,196,15,5,23,7,146,59,58,1,0,70,21,17,1,3,371,0,50,74,150,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2021,Michigan,0,MI81081,0,0,0,2,0,30,30,0,1,0,0,0,1,198,17,3,16,10,152,43,42,0,1,43,25,21,1,3,342,0,46,79,111,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2020,Michigan,0,MI81081,0,0,0,1,3,23,23,0,1,0,0,0,1,191,20,8,10,17,136,30,26,2,2,67,12,9,0,3,328,0,55,80,109,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2019,Michigan,0,MI81081,0,0,0,0,0,35,34,1,1,0,0,0,1,174,24,3,17,11,119,59,57,2,0,74,15,14,0,1,358,0,55,91,148,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2018,Michigan,0,MI81081,0,0,0,0,0,35,35,0,2,0,1,1,0,175,15,4,4,9,143,57,56,1,0,67,24,23,1,0,360,0,32,69,148,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2017,Michigan,0,MI81081,0,0,0,0,0,15,15,0,3,1,1,0,1,128,6,1,9,9,103,43,40,2,1,56,24,24,0,0,269,0,25,43,123,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2016,Michigan,0,MI81081,0,0,0,1,1,11,11,0,4,3,0,0,1,158,11,3,18,3,123,42,42,0,0,63,11,10,1,0,291,0,35,51,116,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2015,Michigan,0,MI81081,0,0,0,2,1,20,20,0,1,0,0,1,0,197,11,4,21,5,156,53,50,3,0,54,17,15,1,1,345,0,41,64,124,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2014,Michigan,0,MI81081,0,0,0,0,1,19,19,0,0,0,0,0,0,175,14,9,18,7,127,48,46,1,1,61,21,16,4,1,325,0,48,67,130,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2013,Michigan,0,MI81081,0,0,0,0,0,16,16,0,0,0,0,0,0,133,9,4,6,14,100,45,44,1,0,68,16,12,3,1,278,0,33,49,129,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2012,Michigan,0,MI81081,0,0,0,0,0,10,10,0,2,0,0,0,2,146,7,8,18,6,107,68,64,3,1,72,17,15,2,0,315,0,39,51,157,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2011,Michigan,0,MI81081,0,0,0,1,0,11,11,0,5,0,0,0,5,124,7,5,16,8,88,87,81,2,4,66,14,10,0,4,308,0,36,53,167,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2010,Michigan,0,MI81081,0,0,0,1,0,7,7,0,2,2,0,0,0,197,10,4,14,12,157,139,134,3,2,115,22,16,3,3,483,0,40,50,276,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2009,Michigan,0,MI81081,0,0,0,2,0,17,16,1,0,0,0,0,0,171,14,0,15,10,132,83,73,5,5,91,16,10,3,3,380,0,39,58,190,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2008,Michigan,0,MI81081,0,0,0,1,2,7,7,0,4,1,0,0,3,179,3,7,13,21,135,109,97,5,7,102,15,10,3,2,419,0,44,56,226,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2007,Michigan,0,MI81081,0,0,0,0,0,11,11,0,1,1,0,0,0,136,16,0,15,8,97,99,91,4,4,136,31,27,3,1,414,0,39,51,266,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2006,Michigan,0,MI81081,0,0,0,1,0,6,6,0,4,4,0,0,0,136,10,2,15,5,104,117,106,6,5,157,29,21,8,0,450,0,32,43,303,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2005,Michigan,0,MI81081,0,0,0,0,1,9,9,0,1,0,1,0,0,149,6,1,13,3,126,151,147,4,0,116,29,22,2,5,456,0,23,33,296,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2004,Michigan,0,MI81081,0,0,0,3,0,7,7,0,9,7,0,1,1,134,8,8,15,0,103,116,110,5,1,149,43,35,1,7,461,0,31,50,308,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2003,Michigan,0,MI81081,0,0,0,0,0,12,12,0,2,1,0,1,0,108,5,0,18,8,77,97,92,4,1,101,31,22,6,3,351,0,31,45,229,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2002,Michigan,0,MI81081,0,0,0,2,0,9,9,0,2,0,0,0,2,117,0,2,15,9,91,86,82,3,1,118,23,12,4,7,357,0,26,39,227,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2001,Michigan,0,MI81081,0,0,0,3,0,8,6,2,4,3,0,1,0,157,9,3,21,9,115,120,112,5,3,147,37,19,9,9,476,0,42,57,304,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,2000,Michigan,0,MI81081,0,0,0,0,1,8,8,0,3,1,0,1,1,148,17,8,10,17,96,94,92,2,0,100,40,25,2,13,394,0,52,63,234,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,1999,Michigan,0,MI81081,0,0,0,2,0,13,13,0,8,1,4,0,3,142,14,7,13,9,99,87,83,4,0,96,38,30,1,7,386,0,43,66,221,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,1998,Michigan,0,MI81081,0,0,0,2,0,23,23,0,7,3,1,1,2,124,8,3,12,5,96,78,76,1,1,74,22,19,1,2,330,0,28,60,174,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Washtenaw County,1997,Michigan,0,MI81081,0,0,0,1,0,28,28,0,0,0,0,0,0,121,4,2,19,6,90,69,62,2,5,66,22,20,1,1,307,0,31,60,157,217,0,0,5,5,0,1,0,0,1,0,6,1,0,0,0,5,33,32,0,1,5,3,3,0,0,53,0,1,7,41,48
State Police: Washtenaw County,1996,Michigan,0,MI81081,0,0,0,1,1,14,14,0,9,4,0,5,0,205,16,8,15,8,158,78,64,5,9,121,36,30,2,4,465,0,47,71,235,306,1,0,2,1,1,0,0,0,0,0,19,0,0,2,0,17,20,14,0,6,4,8,8,0,0,54,0,2,5,32,37
State Police: Washtenaw County,1995,Michigan,0,MI81081,0,0,0,0,0,17,17,0,11,9,0,0,2,302,27,8,19,11,237,135,124,0,11,164,28,27,0,1,657,0,65,93,327,420,2,0,2,2,0,0,0,0,0,0,23,0,1,4,0,18,45,28,0,17,6,7,7,0,0,85,0,5,9,58,67
State Police: Washtenaw County,1994,Michigan,0,MI81081,0,0,2,1,0,34,34,0,11,3,3,3,2,229,11,10,24,7,177,123,103,3,17,114,34,25,6,3,546,0,52,98,271,369,0,0,3,3,0,4,1,0,3,0,15,0,0,3,0,12,42,27,0,15,7,8,8,0,0,79,0,3,10,57,67
State Police: Washtenaw County,1993,Michigan,0,MI81081,0,0,0,1,0,0,0,0,11,3,2,5,1,164,10,6,15,14,119,97,90,2,5,154,23,17,2,4,487,0,45,57,274,331,0,0,0,0,0,0,0,0,0,0,18,0,0,4,1,13,50,30,1,19,9,5,5,0,0,85,0,5,5,64,69
State Police: Washtenaw County,1992,Michigan,0,MI81081,0,0,7,0,0,51,51,0,18,9,1,5,3,229,11,9,23,15,171,174,166,2,6,287,49,35,9,5,808,0,58,127,510,637,0,0,2,2,0,1,0,0,1,0,12,1,0,2,0,9,42,23,0,19,3,0,0,0,0,60,0,3,6,45,51
State Police: Washtenaw County,1991,Michigan,0,MI81081,0,0,2,2,0,57,57,0,22,3,0,11,8,292,26,11,43,8,204,192,177,1,14,879,78,63,6,9,1522,0,88,169,1149,1318,0,0,5,5,0,1,0,0,1,0,11,0,0,2,1,8,192,192,0,0,6,4,4,0,0,219,0,3,9,202,211
State Police: Washtenaw County,1990,Michigan,0,MI81081,0,0,7,1,0,72,72,0,15,5,1,1,8,190,9,6,21,6,148,111,100,2,9,266,142,114,22,6,797,0,42,130,519,649,0,0,6,6,0,1,0,0,1,0,8,0,0,1,0,7,64,60,1,3,2,11,11,0,0,92,0,1,8,77,85
State Police: Washtenaw County,1989,Michigan,0,MI81081,0,0,1,0,0,58,58,0,14,3,3,5,3,224,37,4,22,6,155,105,101,1,3,323,109,80,27,2,833,0,69,141,537,678,2,0,4,4,0,6,0,0,6,0,17,0,0,5,1,11,170,99,0,71,9,8,8,0,0,216,0,6,18,187,205
State Police: Washtenaw County,1988,Michigan,0,MI81081,0,0,0,0,0,80,80,0,24,16,1,6,1,299,26,13,22,8,230,127,121,2,4,444,98,75,19,4,1072,0,69,173,669,842,1,0,4,4,0,12,0,0,12,0,14,0,1,2,0,11,181,179,1,1,12,10,9,1,0,234,0,3,20,203,223
State Police: Washtenaw County,1987,Michigan,0,MI81081,0,0,0,4,0,38,38,0,18,9,1,6,2,303,21,21,36,24,201,149,138,7,4,468,153,129,17,7,1133,0,102,162,770,932,0,0,10,9,1,17,1,0,15,1,29,2,2,4,2,19,203,202,1,0,16,12,11,0,1,287,0,10,37,231,268
State Police: Washtenaw County,1986,Michigan,0,MI81081,0,0,0,2,1,67,63,4,47,7,2,34,4,370,9,22,90,11,238,218,204,5,9,480,146,135,8,3,1331,0,132,248,844,1092,0,0,4,4,0,19,0,0,19,0,15,1,0,4,0,10,150,149,1,0,16,19,18,1,0,223,0,5,28,185,213
