agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
Omaha Police Dept,2018,Nebraska,469351,NB02802,0,0,55,22,0,403,400,3,456,235,37,39,145,8221,605,385,651,106,6474,1848,1136,567,145,11343,3123,2723,301,99,25416,1747,2628,16314,18942,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,288,288,0,260,148,17,19,76,6886,344,303,475,95,5669,395,244,117,34,3598,734,686,31,17,12182,1217,1785,4727,6512,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,27,0,50,31,2,1,16,401,30,18,24,3,326,26,16,7,3,457,84,78,2,4,1048,75,155,567,722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,28,2,9,3,1,1,4,217,12,3,17,1,184,33,9,23,1,266,230,217,11,2,786,33,73,529,602,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2017,Nebraska,449388,NB02802,0,0,36,31,1,410,402,8,625,378,42,34,171,8447,703,363,647,130,6604,2088,1146,783,159,11849,3500,3069,320,111,26961,1843,2909,17447,20356,4,0,0,0,0,1,0,5,4,0,4,1,10,23,1,252,248,4,298,165,26,21,86,7166,431,274,507,109,5845,348,215,110,23,3955,708,668,25,15,12752,1321,1894,5012,6906,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,33,32,1,43,25,3,0,15,412,29,11,27,4,341,50,34,13,3,659,81,74,2,5,1280,71,148,790,938,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,25,1,4,4,0,0,0,228,16,7,18,3,184,27,6,19,2,219,216,201,15,0,722,44,76,462,538,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2016,Nebraska,446163,NB02802,0,0,44,29,0,245,236,9,610,357,43,36,174,8374,580,363,592,112,6727,2111,1229,789,93,11571,3125,2709,257,159,26128,1647,2531,16870,19401,21,3,2,0,3,2,1,32,23,0,23,8,63,25,0,166,157,9,324,161,27,27,109,6311,324,300,415,96,5176,305,191,99,15,4226,696,637,33,26,12069,1135,1650,5243,6893,7,3,0,0,2,1,0,13,1,0,1,2,16,0,0,19,18,1,11,5,1,0,5,228,11,9,12,1,195,45,28,13,4,697,31,29,0,2,1032,33,63,774,837,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,10,10,0,6,2,0,2,2,148,16,3,14,1,114,31,12,17,2,255,175,164,4,7,629,34,54,461,515,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2015,Nebraska,452252,NB02802,1,0,44,48,0,174,155,19,655,356,58,45,196,6722,524,285,470,173,5270,2160,1272,722,166,11558,2543,2109,311,123,23941,1452,2329,16342,18671,21,10,2,0,2,0,3,38,34,0,34,9,81,38,0,102,91,11,311,165,23,22,101,3851,199,154,252,106,3140,310,197,102,11,3333,633,544,65,24,8594,711,1162,4292,5454,7,1,0,0,1,0,3,12,2,0,2,2,16,3,0,8,8,0,18,10,0,2,6,100,6,1,6,3,84,27,26,1,0,430,20,20,0,0,607,16,45,478,523,1,0,0,0,0,0,0,1,0,0,0,0,1,8,0,13,13,0,8,3,1,0,4,85,8,1,9,1,66,5,3,2,0,160,175,157,15,3,455,19,48,341,389,0,1,0,0,0,0,0,1,0,0,0,0,1
Omaha Police Dept,2014,Nebraska,438465,NB02802,0,0,68,32,1,180,152,28,723,351,42,48,282,5640,459,245,623,196,4117,2997,2051,809,137,12910,3146,2369,640,137,25666,1523,2458,19090,21548,14,2,0,0,1,1,0,18,18,0,18,1,37,21,0,91,76,15,300,143,20,16,121,4153,216,167,449,147,3174,335,229,91,15,3030,449,372,58,19,8396,979,1391,3831,5222,9,2,0,0,1,1,0,13,3,0,3,1,17,2,0,6,5,1,12,7,3,0,2,146,8,5,21,4,108,33,25,8,0,210,13,13,0,0,422,38,58,256,314,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,9,1,3,1,0,0,2,34,5,3,8,0,18,12,5,6,1,75,123,111,10,2,284,16,35,231,266,4,1,0,0,0,1,0,6,14,0,14,1,21
Omaha Police Dept,2013,Nebraska,425076,NB02802,0,0,68,42,0,184,156,28,718,337,42,55,284,5435,500,221,572,212,3930,3509,2429,904,176,12519,3080,2363,607,110,25570,1505,2449,19191,21640,33,6,2,1,0,3,1,46,34,1,35,2,83,33,0,108,88,20,303,144,9,23,127,4088,176,168,390,154,3200,261,154,88,19,3484,383,332,42,9,8675,888,1332,4143,5475,9,1,0,0,0,3,1,14,1,0,1,0,15,0,0,10,8,2,14,9,0,1,4,155,3,3,14,7,128,19,10,7,2,220,13,10,2,1,436,27,51,257,308,2,1,0,0,0,1,1,5,0,0,0,0,5,8,0,15,14,1,6,1,1,0,4,40,4,3,4,3,26,14,3,11,0,88,162,138,24,0,333,14,43,264,307,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2012,Nebraska,417970,NB02802,0,0,60,41,0,187,156,31,815,424,58,54,279,5369,492,222,532,196,3927,3311,2278,890,143,13120,2747,2112,503,132,25663,1442,2485,19251,21736,28,7,1,0,6,4,0,46,21,0,21,6,73,19,0,97,80,17,291,156,15,15,105,4035,161,146,377,125,3226,314,230,72,12,3677,417,340,70,7,8876,809,1216,4434,5650,12,3,0,0,2,4,0,21,2,0,2,3,26,1,0,13,9,4,15,13,0,0,2,147,7,3,9,5,123,33,22,11,0,328,18,15,1,2,567,24,53,391,444,5,0,0,0,1,4,0,10,0,0,0,2,12,1,0,6,5,1,13,6,0,0,7,34,3,1,5,3,22,12,4,7,1,115,143,122,18,3,324,12,32,270,302,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2011,Nebraska,412608,NB02802,0,0,74,43,0,220,180,40,696,340,51,34,271,5444,443,222,436,249,4094,3321,2329,853,139,12793,2650,1952,596,102,25258,1350,2309,18855,21164,30,14,0,0,3,12,0,59,20,1,21,11,91,23,0,123,96,27,250,101,15,13,121,4207,133,170,320,161,3423,390,273,93,24,4270,397,324,63,10,9692,784,1180,5089,6269,14,9,0,0,0,5,0,28,0,0,0,4,32,0,0,8,6,2,7,4,0,0,3,158,4,4,14,9,127,20,11,6,3,364,10,9,0,1,580,31,46,407,453,3,5,0,0,0,5,0,13,0,0,0,0,13,1,0,8,8,0,4,3,0,0,1,37,0,2,6,0,29,22,6,15,1,92,156,137,19,0,320,8,21,270,291,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2010,Nebraska,408958,NB02802,0,0,50,34,1,205,164,41,723,356,43,52,272,5312,403,195,501,213,4000,3046,2122,786,138,12091,2197,1739,401,57,23728,1312,2274,17453,19727,37,7,6,0,1,9,0,60,44,1,45,14,119,11,1,93,69,24,245,99,18,17,111,4373,152,142,384,144,3551,284,180,90,14,3776,369,312,46,11,9179,822,1171,4456,5627,9,3,1,0,0,6,0,19,3,1,4,4,27,0,0,11,8,3,22,12,1,3,6,235,8,6,18,2,201,15,11,4,0,502,15,13,2,0,810,34,67,542,609,2,1,0,0,0,6,0,9,0,0,0,1,10,6,0,13,13,0,10,5,0,1,4,30,4,0,6,2,18,19,9,10,0,91,176,157,17,2,345,12,41,286,327,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha Police Dept,2009,Nebraska,443037,NB02802,0,0,43,30,0,192,165,27,892,480,60,52,300,5482,374,204,518,153,4233,3228,2206,831,191,12938,2125,1696,356,73,25018,1249,2363,18422,20785,31,15,4,1,2,8,1,62,59,0,59,10,131,15,0,91,78,13,282,133,13,22,114,4356,137,152,374,102,3591,346,234,97,15,4168,400,340,50,10,9683,765,1153,4939,6092,9,5,1,0,0,5,0,20,4,0,4,1,25,0,0,15,13,2,28,17,2,2,7,215,7,8,19,4,177,33,23,7,3,506,19,17,1,1,827,38,81,569,650,2,2,1,0,0,4,0,9,1,0,1,1,11,3,0,15,13,2,13,4,0,5,4,24,2,1,2,0,19,17,5,9,3,167,150,134,14,2,389,5,36,334,370,0,0,0,0,0,0,0,0,0,0,0,0,0
