agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Sp: Hancock County,2016,Maine,0,ME005SP,0,0,4,4,0,1,1,0,0,0,62,2,0,0,7,53,55,34,21,0,66,5,1,4,0,193,9,0,0,4,4,0,0,0,0,0,0,56,2,0,0,6,48,4,2,2,0,27,2,1,1,0,93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,4,1,3,0,6,0,0,0,0,13,1
Sp: Hancock County,2015,Maine,0,ME005SP,0,0,1,1,0,0,0,0,0,0,44,0,5,0,3,36,58,28,27,3,73,8,2,4,2,184,8,0,0,1,1,0,0,0,0,0,0,41,0,4,0,3,34,10,5,5,0,23,4,1,3,0,79,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,3,2,0,9,0,0,0,0,19,0
Sp: Hancock County,2014,Maine,0,ME005SP,0,0,1,1,0,0,0,0,0,0,48,3,2,3,4,36,47,21,22,4,87,6,2,2,2,189,12,0,0,1,1,0,0,0,0,0,0,46,3,2,3,3,35,6,2,3,1,24,1,0,0,1,78,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,4,0,11,1,1,0,0,18,0
Sp: Hancock County,2013,Maine,0,ME005SP,1,0,0,0,0,0,0,0,0,0,59,1,2,3,2,51,84,42,41,1,103,8,7,0,1,255,8,1,0,1,1,0,0,0,0,0,0,57,1,1,3,2,50,10,8,2,0,33,5,5,0,0,107,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,1,3,0,7,0,0,0,0,16,0
Sp: Hancock County,2012,Maine,0,ME005SP,3,0,2,2,0,0,0,0,0,0,82,7,0,1,2,72,77,58,15,4,118,16,4,9,3,298,10,3,0,1,1,0,0,0,0,0,0,75,7,0,1,1,66,15,10,5,0,32,6,2,4,0,132,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,3,0,7,1,1,0,0,19,0
Sp: Hancock County,2011,Maine,0,ME005SP,0,0,0,0,0,0,0,0,0,0,87,4,1,2,0,80,75,52,19,4,128,11,3,5,3,301,7,0,0,0,0,0,0,0,0,0,0,84,4,1,2,0,77,9,8,0,1,37,6,2,2,2,136,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,2,2,0,0,1,2,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,14,1,0,1,0,19,0
Sp: Hancock County,2010,Maine,0,ME005SP,0,0,2,2,0,2,0,0,1,1,71,0,2,6,2,61,117,57,57,3,131,10,8,0,2,333,10,0,0,0,0,0,2,0,0,1,1,69,0,2,6,2,59,23,12,11,0,34,3,3,0,0,131,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,2,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,12,3,0,0,0,9,2,1,1,0,14,5,5,0,0,34,3
Sp: Hancock County,2009,Maine,0,ME005SP,0,0,3,3,0,1,0,0,0,1,84,0,2,2,3,77,70,48,18,4,119,12,5,4,3,289,7,0,0,0,0,0,0,0,0,0,0,72,0,0,2,1,69,9,6,2,1,13,3,1,2,0,97,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,1,0,1,0,16,2,1,1,0,27,0
Sp: Hancock County,2008,Maine,0,ME005SP,0,0,2,2,0,0,0,0,0,0,64,1,3,2,2,56,46,32,13,1,138,7,2,0,5,257,8,0,0,2,2,0,0,0,0,0,0,62,1,3,2,2,54,5,2,3,0,19,3,0,0,3,91,8,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,2,0,2,0,21,2,1,0,1,30,0
Sp: Hancock County,2007,Maine,0,ME005SP,1,0,2,2,0,0,0,0,0,0,45,1,0,0,0,44,56,43,13,0,113,8,7,0,1,225,1,1,0,0,0,0,0,0,0,0,0,40,1,0,0,0,39,12,8,4,0,33,5,4,0,1,91,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,5,0,21,1,0,0,1,37,0
