agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Broomfield Police Department,2023,Colorado,77072,CO06401,0,0,0,4,6,25,25,0,15,6,2,2,5,352,5,6,55,14,272,183,111,61,11,1310,263,231,30,2,2158,0,80,124,1756,1880,4,6,16,16,0,3,0,1,0,2,288,3,6,48,12,219,19,11,4,4,233,39,34,5,0,608,0,69,92,291,383,0,0,8,8,0,0,0,0,0,0,39,2,0,2,0,35,1,0,1,0,20,0,0,0,0,68,0,4,12,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2022,Colorado,76137,CO06401,0,0,0,3,0,23,22,1,13,6,1,2,4,309,13,4,38,11,243,200,101,80,19,1421,350,304,39,7,2319,0,66,105,1971,2076,3,0,23,23,0,9,3,0,1,5,228,8,3,33,8,176,39,25,8,6,167,65,61,3,1,534,0,52,87,271,358,1,0,4,4,0,1,0,0,0,1,15,0,0,0,1,14,2,1,1,0,23,0,0,0,0,46,0,1,7,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2021,Colorado,73077,CO06401,0,0,0,2,3,17,17,0,31,11,5,11,4,248,1,4,29,2,212,246,81,127,38,1719,360,297,55,8,2626,0,36,86,2325,2411,2,1,11,11,0,10,3,1,4,2,211,1,4,23,3,180,66,25,21,20,207,76,62,11,3,584,0,31,54,349,403,0,0,5,5,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,22,3,3,0,0,45,0,0,5,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2020,Colorado,71795,CO06401,0,0,0,0,0,18,18,0,11,5,0,2,4,293,1,3,39,5,245,226,83,124,19,1676,273,241,26,6,2497,0,48,77,2175,2252,0,0,11,11,0,1,1,0,0,0,244,1,2,34,3,204,28,4,20,4,277,49,43,5,1,610,0,40,52,354,406,0,0,4,4,0,0,0,0,0,0,19,0,0,0,1,18,1,0,1,0,22,1,1,0,0,47,0,1,5,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2019,Colorado,70798,CO06401,0,0,0,2,0,13,12,1,9,3,1,3,2,275,3,6,34,8,224,205,59,125,21,1710,131,100,26,5,2345,0,51,75,2046,2121,2,0,12,11,1,8,2,1,3,2,221,4,5,30,6,176,39,7,28,4,433,35,25,8,2,750,0,45,67,507,574,0,0,3,3,0,0,0,0,0,0,32,1,0,1,0,30,0,0,0,0,82,3,3,0,0,120,0,2,5,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2018,Colorado,70307,CO06401,0,0,0,0,0,21,21,0,14,8,1,1,4,290,3,2,30,16,239,159,48,96,15,1424,149,124,19,6,2057,0,51,86,1732,1818,0,0,10,10,0,7,7,0,0,0,253,0,2,28,14,209,18,6,7,5,379,58,48,9,1,725,0,44,61,455,516,0,0,3,3,0,1,1,0,0,0,41,0,0,2,4,35,2,0,2,0,100,4,4,0,0,151,0,6,10,106,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2017,Colorado,68158,CO06401,0,0,0,1,0,30,30,0,7,4,0,0,3,286,1,3,36,15,231,190,85,77,28,1430,195,167,22,6,2139,0,55,93,1815,1908,1,0,14,14,0,2,0,0,0,2,212,1,3,24,11,173,32,19,9,4,343,57,50,6,1,661,0,39,56,432,488,0,0,3,3,0,0,0,0,0,0,37,0,1,2,5,29,1,0,1,0,60,4,4,0,0,105,0,8,11,65,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2016,Colorado,66953,CO06401,0,0,0,0,0,14,13,1,2,1,0,1,0,230,0,8,7,3,212,217,63,107,47,1238,158,126,24,8,1859,0,18,34,1613,1647,0,0,9,8,1,1,0,0,1,0,182,0,7,6,3,166,23,8,10,5,347,45,36,8,1,607,0,16,26,415,441,0,0,2,2,0,0,0,0,0,0,32,0,1,0,0,31,1,0,1,0,110,3,3,0,0,148,0,1,3,114,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2015,Colorado,63935,CO06401,0,0,0,1,0,18,18,0,7,5,0,0,2,182,0,4,5,2,171,130,58,60,12,989,78,62,9,7,1405,0,11,37,1197,1234,1,0,9,9,0,2,2,0,0,0,132,0,3,2,2,125,12,5,7,0,350,19,15,3,1,525,0,7,19,381,400,0,0,2,2,0,0,0,0,0,0,24,0,1,0,1,22,1,1,0,0,115,6,6,0,0,148,0,2,4,122,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2014,Colorado,60693,CO06401,0,0,0,0,0,15,15,0,5,1,1,0,3,152,0,4,2,5,141,115,46,61,8,888,37,28,5,4,1212,0,11,31,1040,1071,0,0,15,15,0,2,1,1,0,0,138,0,3,1,5,129,23,9,11,3,363,18,16,1,1,559,0,9,26,404,430,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,27,1,1,0,0,112,2,2,0,0,143,0,1,1,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broomfield Police Department,2013,Colorado,59424,CO06401,0,0,0,1,0,12,12,0,6,3,0,1,2,209,1,3,4,6,195,106,44,56,6,1058,44,30,10,4,1436,0,14,33,1208,1241,1,0,10,10,0,3,1,0,1,1,181,1,3,3,6,168,17,10,6,1,389,17,11,5,1,618,0,13,27,423,450,0,0,2,2,0,1,0,0,0,1,18,0,0,0,1,17,2,0,1,1,123,1,1,0,0,147,0,1,4,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
