agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Rindge Police Department,2017,New Hampshire,5883,NH00328,0,0,2,2,0,0,0,0,0,0,27,2,0,2,0,23,13,3,7,3,45,2,1,1,0,89,4,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,9,0,0,0,0,8,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2016,New Hampshire,5822,NH00328,0,0,1,1,0,1,0,0,1,0,26,1,0,0,0,25,9,3,6,0,70,2,2,0,0,109,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,1,1,0,0,20,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2015,New Hampshire,5943,NH00328,0,0,3,3,0,1,0,0,1,0,36,0,3,1,0,32,17,5,10,2,86,2,2,0,0,145,4,0,0,1,1,0,0,0,0,0,0,20,0,2,0,0,18,1,0,1,0,36,1,1,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2014,New Hampshire,5865,NH00328,0,0,4,4,0,0,0,0,0,0,32,1,0,0,1,30,14,4,7,3,77,1,1,0,0,128,2,0,0,0,0,0,0,0,0,0,0,23,1,0,0,1,21,0,0,0,0,32,1,1,0,0,56,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2013,New Hampshire,5998,NH00328,0,0,4,4,0,0,0,0,0,0,36,2,0,1,1,32,7,2,3,2,113,1,1,0,0,161,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,20,3,2,1,0,46,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2012,New Hampshire,6011,NH00328,0,0,2,2,0,1,0,0,0,1,30,0,1,1,3,25,12,8,4,0,45,3,3,0,0,93,5,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,20,1,1,0,0,10,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2011,New Hampshire,6022,NH00328,0,0,1,1,0,2,2,0,0,0,42,0,0,2,1,39,19,9,5,5,60,2,2,0,0,126,3,0,0,0,0,0,2,2,0,0,0,27,0,0,2,1,24,0,0,0,0,11,1,1,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2010,New Hampshire,6014,NH00328,0,0,1,1,0,2,1,0,1,0,32,1,1,3,0,27,26,14,10,2,40,4,3,0,1,105,5,0,0,0,0,0,1,0,0,1,0,21,1,0,3,0,17,6,2,3,1,3,1,1,0,0,32,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2009,New Hampshire,6669,NH00328,0,0,2,2,0,0,0,0,0,0,48,0,1,3,0,44,16,10,5,1,98,3,2,0,1,167,4,0,0,0,0,0,0,0,0,0,0,24,0,1,4,0,19,1,1,0,0,41,0,0,0,0,66,5,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,3,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindge Police Department,2008,New Hampshire,6688,NH00328,0,0,2,2,0,0,0,0,0,0,68,2,0,1,2,63,27,15,8,4,64,2,2,0,0,163,5,0,0,1,1,0,0,0,0,0,0,40,0,0,0,1,39,5,3,1,1,12,1,1,0,0,59,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,8,1,1,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
