agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Mansfield Township Police,2017,New Jersey,8593,NJ00319,0,0,1,1,0,1,0,1,0,0,15,0,0,0,3,12,12,9,2,1,49,11,11,0,0,89,3,0,0,0,0,0,1,0,1,0,0,16,0,0,0,3,13,1,1,0,0,7,5,5,0,0,30,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0
Mansfield Township Police,2016,New Jersey,8578,NJ00319,1,0,3,3,0,0,0,0,0,0,11,0,0,1,0,10,14,7,7,0,57,12,10,1,1,98,1,1,0,1,1,0,0,0,0,0,0,8,0,0,1,0,7,0,0,0,0,9,3,3,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Mansfield Township Police,2015,New Jersey,8567,NJ00319,0,0,3,3,0,0,0,0,0,0,35,0,0,3,0,32,19,10,9,0,84,8,8,0,0,149,3,0,0,1,1,0,0,0,0,0,0,36,0,0,3,1,32,6,5,1,0,19,3,3,0,0,65,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mansfield Township Police,2014,New Jersey,8568,NJ00319,0,0,0,0,0,2,1,0,0,1,3,0,1,0,0,2,13,7,5,1,72,6,6,0,0,96,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,12,3,3,0,0,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansfield Township Police,2013,New Jersey,8652,NJ00319,0,0,0,0,0,1,1,0,0,0,7,0,0,2,0,5,27,14,13,0,70,5,5,0,0,110,2,0,0,0,0,0,1,1,0,0,0,5,0,0,2,0,3,6,3,3,0,4,2,2,0,0,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,3,0,1,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansfield Township Police,2012,New Jersey,8603,NJ00319,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,3,12,6,5,1,92,4,1,0,3,113,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansfield Township Police,2011,New Jersey,8572,NJ00319,0,0,0,0,0,1,0,0,1,0,16,0,1,1,3,11,15,6,3,6,81,2,1,0,1,115,5,0,0,0,0,0,0,0,0,0,0,14,0,1,1,3,9,1,1,0,0,1,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansfield Township Police,2010,New Jersey,8544,NJ00319,0,0,1,1,0,1,0,0,0,1,18,0,0,0,0,18,13,8,4,1,105,1,0,1,0,139,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,16,3,2,1,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansfield Township Police,2009,New Jersey,8373,NJ00319,3,0,0,0,0,1,0,0,1,0,8,0,0,0,3,5,16,13,3,0,106,7,4,2,1,141,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,1,1,0,0,7,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
Mansfield Township Police,2008,New Jersey,8359,NJ00319,1,0,1,1,0,0,0,0,0,0,13,0,0,0,1,12,7,5,2,0,93,9,7,0,2,124,1,1,0,1,1,0,0,0,0,0,0,12,0,0,0,1,11,3,2,1,0,6,1,1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
