agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Portland Police Department,2023,Texas,20345,TX20503,0,0,0,0,1,3,3,0,2,1,1,0,0,221,1,3,5,10,202,24,10,14,0,268,15,13,0,2,534,0,19,24,307,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2022,Texas,20742,TX20503,0,0,0,0,0,7,6,1,4,3,0,0,1,200,4,4,4,5,183,18,7,10,1,245,13,11,1,1,487,0,17,28,276,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2021,Texas,17938,TX20503,0,0,0,2,0,5,4,1,8,7,0,0,1,213,7,2,4,3,197,38,18,16,4,295,17,16,0,1,578,0,16,31,350,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2020,Texas,17468,TX20503,0,0,0,1,0,4,4,0,5,1,0,0,4,196,6,9,3,10,168,20,6,13,1,272,27,25,2,0,525,0,28,38,319,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2019,Texas,17604,TX20503,0,0,0,0,0,1,1,0,5,1,0,1,3,187,1,4,3,6,173,33,11,15,7,269,16,15,1,0,511,0,14,20,318,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2018,Texas,17547,TX20503,0,0,0,0,0,8,7,1,5,5,0,0,0,192,3,2,4,3,180,33,12,20,1,324,20,19,0,1,582,0,12,25,377,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2017,Texas,16849,TX20503,0,0,0,1,0,7,6,1,8,2,3,0,3,185,3,3,2,2,175,41,15,26,0,365,10,6,4,0,617,0,10,26,416,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2016,Texas,16340,TX20503,0,0,0,1,0,5,5,0,3,0,1,0,2,183,1,4,2,5,171,56,27,26,3,466,26,10,14,2,740,0,12,21,548,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Police Department,2015,Texas,16140,TX20503,0,0,2,0,0,2,2,0,7,1,0,1,5,187,2,1,3,1,180,60,22,35,3,449,15,13,2,0,720,0,7,16,524,540,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,3,0,0,0,0,6,0,1,1,3,4
Portland Police Department,2014,Texas,15879,TX20503,0,0,2,0,0,1,1,0,5,0,1,0,4,137,4,4,1,7,121,74,28,46,0,450,12,9,1,2,679,0,16,22,536,558,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,1,1,0,0,9,0,0,0,7,7
Portland Police Department,2013,Texas,15572,TX20503,0,0,1,0,0,6,5,1,5,2,0,2,1,150,0,4,2,5,139,89,39,46,4,469,12,7,1,4,731,0,11,22,570,592,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3
Portland Police Department,2012,Texas,15306,TX20503,0,0,0,1,0,4,4,0,6,2,0,2,2,105,0,1,2,1,101,56,18,38,0,424,14,7,4,3,610,0,4,15,494,509,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,4,1,1,0,0,11,0,0,0,6,6
Portland Police Department,2011,Texas,15417,TX20503,0,0,0,0,0,4,4,0,4,1,0,2,1,182,3,2,3,5,169,63,29,32,2,373,16,11,4,1,642,0,13,21,452,473,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,1,0,8,0,0,1,6,7
Portland Police Department,2010,Texas,15099,TX20503,0,0,1,0,0,2,2,0,4,0,1,1,2,159,0,5,1,6,147,62,26,36,0,407,11,7,4,0,645,0,12,18,480,498,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,2,1,1,0,11,0,0,2,8,10
Portland Police Department,2009,Texas,16675,TX20503,0,0,1,0,0,8,8,0,2,1,0,1,0,157,1,3,3,1,149,45,14,31,0,422,12,2,7,3,646,0,8,18,479,497,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,3,1,2,0,15,0,0,0,8,8
Portland Police Department,2008,Texas,16604,TX20503,0,0,0,0,0,4,4,0,2,2,0,0,0,167,0,8,1,2,156,71,46,23,2,337,10,2,7,1,591,0,11,17,418,435,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,1,1,0,0,7,0,0,0,3,3
Portland Police Department,2007,Texas,16645,TX20503,0,0,0,1,0,6,6,0,2,1,0,0,1,151,0,3,3,5,140,68,18,48,2,317,11,7,2,2,556,0,11,20,396,416,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,1,5,6
Portland Police Department,2006,Texas,16679,TX20503,0,0,1,0,0,9,9,0,0,0,0,0,0,161,0,4,4,3,150,32,7,24,1,302,11,7,2,2,515,0,11,20,345,365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,8,1,1,0,0,11,0,0,0,10,10
Portland Police Department,2005,Texas,15840,TX20503,0,0,0,0,0,5,5,0,3,1,1,0,1,184,0,3,2,2,177,50,10,39,1,290,25,9,10,6,557,0,7,15,365,380,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,4,0,0,0,0,4,1,0,1,0,11,0,1,2,5,7
Portland Police Department,2004,Texas,15749,TX20503,0,0,0,0,0,11,10,1,2,0,0,0,2,159,0,1,1,17,140,90,28,54,8,289,15,4,8,3,566,0,19,32,394,426,0,0,3,3,0,1,0,1,0,0,11,0,0,0,5,6,0,0,0,0,2,0,0,0,0,17,0,5,9,2,11
Portland Police Department,2003,Texas,15662,TX20503,0,0,0,0,0,11,10,1,4,1,1,1,1,182,1,2,2,11,166,83,23,60,0,363,21,11,9,1,664,0,16,31,467,498,0,0,1,1,0,0,0,0,0,0,4,0,1,0,1,2,0,0,0,0,5,3,1,2,0,13,0,2,3,8,11
Portland Police Department,2002,Texas,15487,TX20503,0,0,1,0,0,7,7,0,1,0,0,0,1,165,0,4,3,17,141,76,29,43,4,361,15,12,3,0,625,0,24,32,452,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Portland Police Department,2001,Texas,15163,TX20503,0,0,0,0,0,4,4,0,5,0,1,0,4,198,3,1,3,17,174,72,23,46,3,359,20,9,10,1,658,0,24,33,451,484,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,1,1,0,1,0,6,0,1,1,2,3
Portland Police Department,2000,Texas,14827,TX20503,0,0,0,0,0,5,2,3,4,0,1,0,3,189,2,6,3,7,171,84,41,38,5,532,22,13,6,3,836,0,18,27,638,665,0,0,2,1,1,1,0,1,0,0,5,0,0,0,1,4,2,0,2,0,5,0,0,0,0,15,0,1,4,7,11
Portland Police Department,1999,Texas,14893,TX20503,0,0,0,0,0,13,6,7,1,0,0,0,1,134,0,3,1,5,125,61,22,36,3,404,16,7,6,3,629,0,9,23,481,504,0,0,7,2,5,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,7,1,0,0,1,23,0,0,7,8,15
Portland Police Department,1998,Texas,14136,TX20503,0,0,0,0,0,3,2,1,2,1,1,0,0,211,0,4,7,31,169,117,60,56,1,469,21,9,12,0,823,0,42,47,607,654,0,0,4,4,0,1,0,0,0,1,20,0,0,0,7,13,2,2,0,0,7,10,8,2,0,44,0,7,12,19,31
Portland Police Department,1997,Texas,14427,TX20503,0,0,1,0,0,5,4,1,5,2,0,0,3,206,1,5,10,9,181,118,27,80,11,390,7,6,0,1,731,0,25,35,515,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,1,1,0,0,7,0,0,0,7,7
Portland Police Department,1996,Texas,14197,TX20503,0,0,2,0,0,1,1,0,2,0,1,0,1,160,1,3,1,1,154,73,32,39,2,279,15,14,1,0,530,0,6,9,367,376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Portland Police Department,1995,Texas,13898,TX20503,0,0,3,0,0,2,2,0,0,0,0,0,0,165,0,6,2,2,155,78,26,47,5,337,14,12,1,1,596,0,10,12,429,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Portland Police Department,1994,Texas,13363,TX20503,0,0,0,0,0,2,1,1,1,0,1,0,0,152,2,3,1,2,144,95,26,60,9,390,10,10,0,0,650,0,8,11,495,506,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1,0,1,0,0,0,0,5,0,1,1,2,3
Portland Police Department,1993,Texas,13111,TX20503,0,0,2,2,0,0,0,0,0,0,0,0,0,127,0,4,2,4,117,90,32,45,13,334,11,10,0,1,564,0,10,12,435,447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,2,2
