agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
South Tucson Police Dept.,2015,Arizona,5749,AZ01001,3,0,5,5,0,26,10,3,4,9,308,9,26,25,5,243,46,3,43,0,837,22,17,5,0,1247,65,1,0,2,2,0,14,3,0,4,7,127,2,6,3,1,115,3,1,2,0,279,1,1,0,0,427,12,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,5,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2014,Arizona,5707,AZ01001,4,0,7,7,0,40,5,6,5,24,378,17,20,43,8,290,101,6,95,0,907,17,11,6,0,1454,88,2,0,0,0,0,8,1,3,1,3,170,2,4,11,6,147,9,0,9,0,356,1,1,0,0,546,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,0,1,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2013,Arizona,5694,AZ01001,5,0,16,15,1,40,12,6,8,14,388,34,20,29,6,299,104,7,97,0,714,31,26,5,0,1298,89,2,0,2,2,0,6,3,1,0,2,159,3,4,6,3,143,3,0,3,0,236,1,1,0,0,409,16,0,0,0,0,0,0,0,0,0,0,9,2,0,1,0,6,0,0,0,0,8,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2012,Arizona,5757,AZ01001,0,0,5,5,0,40,11,8,5,16,394,48,39,13,14,280,140,64,68,8,829,34,25,8,1,1442,114,1,0,0,0,0,5,1,2,1,1,172,4,14,3,5,146,6,0,2,4,303,1,1,0,0,488,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2011,Arizona,5732,AZ01001,3,0,4,4,0,55,6,9,13,27,361,48,16,10,13,274,101,74,20,7,801,24,18,3,3,1349,87,1,0,0,0,0,5,0,1,3,1,136,4,5,0,5,122,9,8,1,0,214,1,0,0,1,366,14,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,19,1,1,0,0,6,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2010,Arizona,5652,AZ01001,0,0,4,4,0,51,10,3,10,28,344,37,25,14,18,250,83,52,16,15,725,46,35,8,3,1253,94,0,0,0,0,0,7,2,0,3,2,152,3,10,6,8,125,8,7,1,0,235,1,1,0,0,403,27,0,0,0,0,0,1,1,0,0,0,25,0,1,0,1,23,2,1,1,0,1,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2009,Arizona,6071,AZ01001,2,0,8,8,0,83,17,6,22,38,411,34,18,17,16,326,116,85,27,4,736,69,50,18,1,1425,85,2,0,0,0,0,13,3,1,3,6,153,5,3,3,9,133,6,4,2,0,204,1,1,0,0,379,20,0,0,0,0,0,1,0,0,0,1,8,0,0,0,1,7,1,1,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2008,Arizona,5606,AZ01001,1,0,4,3,1,80,15,10,9,46,472,33,29,39,25,346,116,75,30,11,665,73,48,21,4,1411,126,0,0,1,1,0,8,1,2,2,3,165,5,10,5,8,137,8,5,3,0,226,2,2,0,0,410,28,0,0,0,0,0,0,0,0,0,0,18,0,1,0,1,16,0,0,0,0,5,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2007,Arizona,5579,AZ01001,0,0,3,3,0,88,10,13,15,50,406,31,21,26,17,311,145,93,38,14,705,89,68,18,3,1436,95,0,0,0,0,0,14,2,3,2,7,195,12,8,10,10,155,15,9,5,1,249,2,1,1,0,475,40,0,0,0,0,0,0,0,0,0,0,18,0,0,2,2,14,0,0,0,0,5,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
South Tucson Police Dept.,2006,Arizona,5775,AZ01001,1,0,3,2,1,55,8,13,14,20,375,16,32,23,26,278,134,97,19,18,733,93,76,17,0,1394,97,1,0,1,1,0,10,2,4,2,2,172,0,17,7,13,135,12,9,2,1,247,4,1,3,0,447,37,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,13,4,4,0,0,3,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
South Tucson Police Dept.,2005,Arizona,5753,AZ01001,1,0,4,2,2,52,8,9,10,25,414,31,27,26,16,314,112,77,28,7,630,83,62,19,2,1296,100,2,0,1,0,1,7,1,1,2,3,197,8,11,7,8,163,8,5,2,1,234,5,3,1,1,454,34,0,0,0,0,0,0,0,0,0,0,36,1,2,2,3,28,1,1,0,0,7,1,1,0,0,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2004,Arizona,5680,AZ01001,2,0,7,5,2,38,7,7,4,20,383,22,28,22,27,284,70,48,14,8,533,89,68,16,5,1122,99,0,0,3,3,0,9,0,2,0,7,250,16,14,13,18,189,6,6,0,0,184,6,6,0,0,458,61,0,0,0,0,0,1,0,0,0,1,42,6,0,3,7,26,3,3,0,0,9,1,1,0,0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2003,Arizona,5657,AZ01001,0,0,-2,-1,-1,26,2,5,7,12,319,24,11,24,24,236,62,44,12,6,446,71,61,10,0,922,83,0,0,0,0,0,5,1,1,0,3,221,14,6,15,20,166,13,9,4,0,145,4,4,0,0,388,55,0,0,0,0,0,1,0,0,0,1,23,0,0,3,3,17,0,0,0,0,6,0,0,0,0,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Tucson Police Dept.,2002,Arizona,5839,AZ01001,1,0,5,3,2,41,9,4,3,25,344,10,29,14,17,274,117,75,27,15,528,65,55,9,1,1101,70,1,0,1,1,0,9,3,0,1,5,240,2,20,5,13,200,21,14,2,5,283,12,11,1,0,567,40,0,0,0,0,0,0,0,0,0,0,45,2,1,0,4,38,0,0,0,0,17,3,3,0,0,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,2001,Arizona,5679,AZ01001,2,0,3,2,1,31,8,5,3,15,396,16,14,31,11,324,99,75,14,10,478,93,63,29,1,1102,72,2,0,0,0,0,10,2,1,1,6,282,2,11,17,8,244,36,23,3,10,288,22,15,7,0,640,38,0,0,0,0,0,0,0,0,0,0,54,0,2,0,3,49,0,0,0,0,25,2,1,1,0,81,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
South Tucson Police Dept.,2000,Arizona,5490,AZ01001,2,0,6,3,3,26,6,3,2,15,341,23,15,16,33,254,84,59,19,6,408,75,54,19,2,942,87,0,0,2,2,0,6,1,2,0,3,266,6,12,12,22,214,24,14,4,6,243,14,12,2,0,555,52,0,0,0,0,0,0,0,0,0,0,53,0,0,0,16,37,2,1,1,0,12,3,3,0,0,70,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
South Tucson Police Dept.,1999,Arizona,5733,AZ01001,0,0,8,7,1,37,3,3,1,30,339,34,7,29,40,229,110,75,27,8,356,67,53,12,2,917,110,0,0,3,2,1,6,0,0,0,6,239,14,4,17,29,175,26,12,8,6,240,22,19,3,0,536,64,0,0,0,0,0,0,0,0,0,0,35,1,1,3,6,24,6,4,2,0,6,6,5,1,0,53,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,1998,Arizona,6170,AZ01001,3,0,6,3,3,57,20,6,4,27,395,39,24,40,31,261,168,126,24,18,477,98,70,28,0,1204,134,2,0,0,0,0,26,9,3,2,12,226,6,12,19,20,169,54,27,10,17,357,31,21,10,0,696,57,0,0,0,0,0,1,1,0,0,0,31,1,0,2,4,24,0,0,0,0,6,1,0,1,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0
South Tucson Police Dept.,1997,Arizona,6556,AZ01001,4,0,14,13,1,91,16,12,9,54,511,63,28,51,38,331,225,197,19,9,587,123,101,20,2,1555,180,3,0,4,4,0,25,5,3,3,14,304,22,14,18,21,229,56,38,11,7,474,37,31,6,0,903,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
South Tucson Police Dept.,1996,Arizona,6374,AZ01001,3,0,8,6,2,68,17,2,1,48,505,59,31,22,35,358,189,152,27,10,646,104,84,19,1,1523,147,1,0,7,5,2,16,5,2,1,8,318,22,18,15,23,240,56,28,18,10,517,31,23,7,1,946,78,0,0,2,2,0,0,0,0,0,0,26,0,1,0,3,22,3,1,2,0,10,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tucson Police Dept.,1995,Arizona,6072,AZ01001,3,0,13,11,2,60,9,5,4,42,499,43,23,17,26,390,175,136,33,6,662,98,77,17,4,1510,109,3,0,6,5,1,30,3,2,1,24,363,21,14,9,19,300,88,58,24,6,545,17,12,3,2,1052,63,0,0,0,0,0,1,0,0,0,1,63,5,3,2,6,47,2,1,1,0,13,2,2,0,0,81,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
South Tucson Police Dept.,1994,Arizona,5743,AZ01001,6,0,9,7,2,50,1,7,3,39,492,30,22,14,36,390,141,104,30,7,617,62,47,14,1,1377,102,2,0,4,2,2,25,0,3,2,20,350,11,15,11,13,300,54,32,15,7,487,19,17,1,1,941,50,0,0,0,0,0,2,0,0,0,2,57,0,2,1,0,54,2,0,2,0,19,3,3,0,0,83,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
South Tucson Police Dept.,1993,Arizona,5548,AZ01001,2,0,9,8,1,54,12,5,1,36,513,35,28,23,51,376,155,120,23,12,670,74,53,20,1,1477,137,1,0,3,2,1,31,7,1,1,22,344,7,16,13,32,276,97,69,17,11,594,26,20,6,0,1096,68,0,0,0,0,0,2,0,0,0,2,40,0,1,2,5,32,1,1,0,0,15,4,2,2,0,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
South Tucson Police Dept.,1992,Arizona,5323,AZ01001,2,0,16,9,7,56,10,7,1,38,414,29,15,25,38,307,183,147,27,9,509,50,38,10,2,1230,107,1,0,9,5,4,33,3,2,0,28,310,11,11,14,28,246,115,82,24,9,440,8,6,2,0,916,64,0,0,1,1,0,1,0,0,0,1,32,1,0,1,4,26,6,5,1,0,20,0,0,0,0,60,6,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
