agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Bald Knob Police Department,2023,Arkansas,2546,AR07302,0,0,0,0,0,3,3,0,0,0,0,0,0,48,0,0,3,0,45,4,3,1,0,35,2,2,0,0,92,0,3,6,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2022,Arkansas,2534,AR07302,0,0,0,0,0,8,7,1,1,0,0,0,1,68,0,2,6,0,60,14,10,3,1,49,2,1,1,0,142,0,8,17,65,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2021,Arkansas,2864,AR07302,0,0,0,0,0,7,7,0,0,0,0,0,0,85,0,1,3,2,79,9,6,2,1,58,3,3,0,0,162,0,6,13,70,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2020,Arkansas,2864,AR07302,0,0,0,1,0,3,3,0,0,0,0,0,0,94,3,4,2,1,84,34,22,6,6,67,4,4,0,0,203,0,10,14,105,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2019,Arkansas,2872,AR07302,0,0,0,0,0,9,9,0,2,0,0,0,2,122,1,3,6,2,110,23,16,4,3,89,6,6,0,0,251,0,12,23,118,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2018,Arkansas,2879,AR07302,0,0,0,0,0,3,3,0,0,0,0,0,0,92,3,0,1,5,83,29,20,7,2,61,5,3,0,2,190,0,9,12,95,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2017,Arkansas,2908,AR07302,0,0,0,0,0,2,2,0,1,0,0,0,1,88,3,0,0,5,80,38,27,11,0,81,3,3,0,0,213,0,8,11,122,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2016,Arkansas,2910,AR07302,0,0,0,0,0,7,7,0,0,0,0,0,0,77,0,0,2,6,69,40,30,9,1,78,8,8,0,0,210,0,8,15,126,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2015,Arkansas,2890,AR07302,0,0,0,0,0,1,1,0,3,1,0,0,2,62,0,0,0,4,58,17,12,5,0,73,2,1,1,0,158,0,4,8,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2014,Arkansas,2906,AR07302,0,0,0,1,0,1,1,0,1,0,0,0,1,57,0,0,0,7,50,20,15,5,0,90,2,2,0,0,172,0,7,10,112,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2013,Arkansas,2931,AR07302,0,0,0,0,0,1,1,0,0,0,0,0,0,51,0,0,0,2,49,29,22,5,2,119,9,7,2,0,209,0,2,3,157,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2012,Arkansas,2950,AR07302,0,0,0,0,0,0,0,0,1,1,0,0,0,73,0,1,1,10,61,37,25,12,0,85,10,6,2,2,206,0,12,13,132,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2011,Arkansas,2919,AR07302,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,2,20,29,22,7,0,47,12,9,3,0,115,0,7,7,88,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Knob Police Department,2010,Arkansas,2897,AR07302,0,0,0,0,0,2,2,0,1,0,0,0,1,30,0,0,1,5,24,43,23,17,3,82,6,3,2,1,164,0,6,9,131,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
