agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Madison State Police,1976,New York,0,NY327SP,0,0,0,2,9,5,5,0,2,1,0,1,0,80,3,1,5,1,70,307,280,23,4,254,45,40,3,2,704,0,10,19,606,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1975,New York,0,NY327SP,0,0,0,0,3,3,2,0,3,0,0,1,0,82,6,1,2,0,73,278,152,12,5,211,32,18,0,1,612,0,9,15,521,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1974,New York,0,NY327SP,0,0,0,1,2,8,4,0,7,1,0,0,2,93,0,0,3,6,84,333,155,6,5,196,32,10,0,0,672,0,9,25,561,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1973,New York,0,NY327SP,0,0,0,3,3,2,2,0,5,4,0,0,1,63,2,2,0,1,58,260,239,20,1,202,30,30,0,0,510,91,5,15,492,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1972,New York,0,NY327SP,0,0,0,0,3,1,0,1,4,3,0,0,1,90,0,3,2,2,83,222,203,17,2,164,41,41,0,0,442,77,7,12,427,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1971,New York,0,NY327SP,0,0,0,0,4,2,2,0,2,1,0,0,1,95,4,0,2,3,86,225,198,27,0,148,33,33,0,0,423,72,9,13,406,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1970,New York,0,NY327SP,0,0,0,1,3,0,0,0,2,2,0,0,0,92,1,0,0,1,90,230,199,24,7,138,30,30,0,0,406,79,2,5,398,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1969,New York,0,NY327SP,0,0,0,2,3,0,0,0,3,2,0,0,1,62,0,1,0,5,56,195,174,17,4,200,22,22,0,0,431,120,6,11,417,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1968,New York,0,NY327SP,0,0,0,0,4,1,1,0,3,1,0,0,2,87,1,1,1,2,82,198,180,12,6,183,19,19,0,0,413,112,5,9,400,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1967,New York,0,NY327SP,0,0,0,5,1,0,0,0,0,0,0,0,0,80,1,1,0,2,76,187,183,1,3,190,17,17,0,0,404,127,4,9,394,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1966,New York,0,NY327SP,0,0,0,0,10,2,2,0,1,1,0,0,0,81,0,2,0,4,75,179,176,0,3,198,35,35,0,0,431,117,6,9,412,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1965,New York,0,NY327SP,0,0,0,1,12,4,1,3,0,0,0,0,0,78,5,0,2,0,71,131,128,0,3,174,15,15,0,0,344,102,7,12,320,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison State Police,1964,New York,0,NY327SP,0,0,0,0,2,5,4,1,2,1,0,0,1,73,0,4,1,3,65,101,74,3,24,180,12,12,0,0,310,139,8,15,293,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
