agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Whitehouse Police Department,2023,Texas,9609,TX21205,0,0,0,0,0,8,8,0,1,0,0,0,1,30,0,1,3,0,26,7,3,3,1,40,3,3,0,0,89,0,4,13,50,63,0,0,0,0,0,1,0,0,0,1,22,0,2,3,0,17,1,1,0,0,10,0,0,0,0,34,0,5,6,11,17,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2022,Texas,9175,TX21205,0,0,0,0,0,4,4,0,0,0,0,0,0,58,1,5,1,0,51,13,7,4,2,58,9,7,1,1,142,0,7,11,80,91,0,0,1,1,0,0,0,0,0,0,25,1,3,1,0,20,1,0,1,0,10,4,3,0,1,41,0,5,6,15,21,0,0,1,1,0,0,0,0,0,0,7,0,1,0,0,6,0,0,0,0,2,2,1,0,1,12,0,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2021,Texas,9260,TX21205,0,0,0,0,0,7,7,0,0,0,0,0,0,56,1,6,0,1,48,7,2,5,0,48,2,2,0,0,120,0,8,15,57,72,0,0,2,2,0,0,0,0,0,0,25,0,3,0,1,21,0,0,0,0,3,0,0,0,0,30,0,4,6,3,9,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2020,Texas,9047,TX21205,0,0,0,1,0,1,1,0,0,0,0,0,0,52,4,4,2,3,39,12,7,5,0,46,6,6,0,0,118,0,13,15,64,79,0,0,0,0,0,0,0,0,0,0,29,3,3,3,0,20,3,1,2,0,3,0,0,0,0,35,0,9,9,6,15,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,1,0,1,0,1,0,0,0,0,8,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2019,Texas,8945,TX21205,0,0,0,0,0,1,1,0,2,0,1,1,0,54,1,1,5,2,45,11,8,3,0,59,2,2,0,0,129,0,9,12,72,84,0,0,0,0,0,0,0,0,0,0,22,0,0,1,2,19,2,2,0,0,5,0,0,0,0,29,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3,1,1,0,0,3,0,0,0,0,9,0,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2018,Texas,8406,TX21205,0,0,0,0,0,1,1,0,0,0,0,0,0,49,1,1,4,3,40,10,6,4,0,40,3,0,2,1,103,0,9,10,53,63,0,0,0,0,0,0,0,0,0,0,23,1,1,1,3,17,4,1,3,0,3,1,0,0,1,31,0,6,6,8,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2017,Texas,8366,TX21205,0,0,0,0,0,3,3,0,0,0,0,0,0,53,2,1,2,27,21,20,8,12,0,60,2,1,1,0,138,0,32,35,82,117,0,0,1,1,0,0,0,0,0,0,20,0,1,1,14,4,1,0,1,0,4,0,0,0,0,26,0,16,17,5,22,0,0,1,1,0,0,0,0,0,0,7,0,0,1,6,0,1,0,1,0,1,0,0,0,0,10,0,7,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehouse Police Department,2016,Texas,8286,TX21205,0,0,1,0,0,11,9,2,1,0,0,0,1,41,1,1,0,20,19,18,11,7,0,71,2,2,0,0,144,0,22,34,91,125,0,0,8,8,0,0,0,0,0,0,19,1,1,0,9,8,3,2,1,0,9,1,1,0,0,40,0,11,19,13,32,0,0,6,6,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,2,0,0,0,0,11,0,1,7,3,10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1,2
Whitehouse Police Department,2015,Texas,8131,TX21205,0,0,0,0,0,4,4,0,0,0,0,0,0,48,1,2,1,6,38,9,2,4,3,84,0,0,0,0,145,0,10,14,93,107,0,0,0,0,0,0,0,0,0,0,23,0,2,0,6,15,1,1,0,0,7,0,0,0,0,31,0,8,8,8,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Whitehouse Police Department,2014,Texas,8009,TX21205,0,0,1,1,0,5,5,0,0,0,0,0,0,32,1,1,0,10,20,21,9,11,1,66,5,4,0,1,130,0,12,18,92,110,1,0,2,2,0,0,0,0,0,0,16,1,0,0,9,6,2,1,1,0,1,1,1,0,0,23,0,10,13,4,17,0,0,2,2,0,0,0,0,0,0,4,0,0,0,1,3,1,1,0,0,0,1,1,0,0,8,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,2,0,0,0,0,6,0,1,1,2,3
