agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
Bethel Police Dept.,2021,Alaska,6717,AK00113,0,0,0,3,0,17,17,0,4,0,0,0,4,417,17,15,15,12,358,11,8,3,0,24,16,11,4,1,493,59,83,52,135,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,6,6,0,0,0,0,0,0,284,12,11,13,8,240,3,2,1,0,8,3,2,1,0,306,44,52,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,4,1,1,0,0,0,0,0,0,0,7,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2020,Alaska,6642,AK00113,0,0,2,0,0,43,33,10,2,1,0,0,1,438,9,19,14,6,390,21,17,4,0,35,15,4,4,7,559,48,93,76,169,0,1,0,0,0,0,1,2,3,0,3,1,5,0,0,23,17,6,2,1,0,0,1,342,9,15,11,5,302,10,7,3,0,10,4,1,2,1,392,40,65,25,90,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,11,0,1,1,0,9,5,5,0,0,1,2,1,0,1,21,2,3,9,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,10,7,1,0,0,0,1,114,1,2,3,2,106,11,5,4,2,28,18,5,7,6,190,8,26,58,84,0,0,0,0,0,0,0,0,1,0,1,0,1
Bethel Police Dept.,2019,Alaska,6544,AK00113,0,0,4,1,0,47,28,19,3,0,0,0,3,591,3,10,34,32,512,20,11,8,1,84,28,7,7,14,786,79,130,144,274,0,7,0,0,0,0,0,7,4,0,4,0,12,1,0,3,3,0,1,0,0,0,1,411,2,8,26,29,346,5,2,3,0,11,6,1,4,1,442,65,70,26,96,0,2,0,0,0,0,0,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,8,0,0,0,0,1,0,0,0,0,13,2,2,3,5,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,10,4,6,0,0,0,0,0,138,0,0,1,0,137,4,2,2,0,21,16,5,4,7,189,1,11,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2018,Alaska,6509,AK00113,0,0,2,0,0,31,20,11,6,0,0,0,6,382,2,8,27,25,320,15,11,4,0,30,12,5,0,7,480,62,99,61,160,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,2,1,1,0,0,0,0,0,25,0,0,1,2,22,2,2,0,0,1,4,2,0,2,34,3,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,6,0,0,0,0,6,2,2,0,0,0,4,2,0,2,14,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,2,1,0,0,4,0,0,0,0,4,9,3,6,0,5,4,2,0,2,30,0,8,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2017,Alaska,6426,AK00113,0,0,4,1,0,31,30,1,14,2,1,1,10,274,5,10,16,14,229,35,23,11,1,28,12,8,0,4,396,45,91,76,167,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,34,0,0,2,0,32,0,0,0,0,2,2,2,0,0,41,2,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,1,11,0,2,1,0,8,11,5,6,0,6,3,1,0,2,41,3,13,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2016,Alaska,6522,AK00113,0,0,15,0,0,37,35,2,13,1,2,0,10,742,18,31,32,10,651,49,36,13,0,116,52,30,0,22,1012,91,141,220,361,0,0,0,0,0,1,0,1,2,0,2,0,3,0,0,5,4,1,5,1,0,0,4,311,17,17,15,7,255,20,14,6,0,21,6,3,0,3,369,56,66,48,114,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,4,0,0,0,0,0,0,17,3,8,1,0,5,3,3,0,0,4,1,0,0,1,29,12,16,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,183,1,9,6,0,167,6,4,2,0,4,3,1,0,2,199,16,19,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2015,Alaska,6497,AK00113,0,0,8,2,0,20,18,2,9,0,0,0,9,673,13,20,21,9,610,58,42,13,3,76,38,23,0,15,883,63,94,179,273,1,0,0,0,2,1,0,4,0,1,1,2,7,2,0,6,5,1,0,0,0,0,0,285,8,11,9,6,251,11,8,2,1,21,7,7,0,0,338,34,42,45,87,1,0,0,0,1,1,0,3,0,1,1,2,6,0,0,1,1,0,0,0,0,0,0,12,1,2,0,1,8,5,4,0,1,7,3,3,0,0,31,4,5,18,23,0,0,0,0,0,1,0,1,0,1,1,1,3,0,0,16,12,4,2,0,0,0,2,243,5,1,4,3,230,3,1,2,0,10,2,1,0,1,276,13,31,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2014,Alaska,6431,AK00113,0,0,3,0,0,22,20,2,1,0,0,0,1,244,1,5,14,13,211,37,22,15,0,77,37,11,4,22,419,33,56,152,208,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,9,1,0,0,0,0,0,192,1,3,11,12,165,5,2,3,0,22,8,0,2,6,238,27,37,36,73,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,8,3,2,1,0,2,4,0,2,2,18,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,8,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2013,Alaska,6463,AK00113,0,0,16,0,0,10,9,1,2,0,0,0,2,271,7,9,14,14,227,26,21,5,0,78,45,12,8,25,449,44,56,166,222,1,2,0,0,0,1,2,6,9,1,10,1,17,0,0,5,5,0,1,0,0,0,1,239,7,9,13,10,200,7,5,2,0,34,12,5,4,3,308,39,45,63,108,0,1,0,0,0,0,0,1,9,0,9,0,10,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,8,3,2,1,0,0,5,3,2,0,19,2,2,9,11,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,2,0,0,0,0,9,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Police Dept.,2012,Alaska,6294,AK00113,0,0,0,1,0,14,11,3,2,0,0,0,2,191,3,12,9,8,159,39,23,16,0,58,38,12,0,26,347,32,49,139,188,0,0,1,0,0,1,0,2,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,122,2,8,7,5,100,4,3,1,0,21,4,4,0,0,153,22,23,30,53,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,1,1,0,0,5,0,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
