agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Garza County Sheriff's Office,2023,Texas,6514,TX08500,0,0,0,1,0,2,2,0,0,0,0,0,0,33,2,1,1,0,29,5,2,3,0,18,0,0,0,0,59,0,4,7,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2022,Texas,5969,TX08500,0,0,0,0,0,3,3,0,0,0,0,0,0,35,1,3,1,1,29,13,11,2,0,23,0,0,0,0,74,0,6,9,36,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2021,Texas,6138,TX08500,0,0,0,0,0,3,3,0,0,0,0,0,0,28,0,2,0,0,26,9,6,3,0,15,0,0,0,0,55,0,2,5,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2020,Texas,6184,TX08500,0,0,1,0,0,10,7,3,0,0,0,0,0,22,0,0,0,12,10,9,2,7,0,7,2,1,1,0,50,0,12,22,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2019,Texas,6551,TX08500,0,0,1,0,0,5,5,0,0,0,0,0,0,36,2,2,0,6,26,17,9,8,0,11,2,1,1,0,71,0,10,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2018,Texas,6520,TX08500,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,6,24,15,10,5,0,17,3,3,0,0,66,0,7,7,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2017,Texas,6431,TX08500,0,0,1,0,0,2,2,0,0,0,0,0,0,28,0,1,1,9,17,14,7,7,0,44,3,3,0,0,91,0,11,13,61,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2016,Texas,6386,TX08500,0,0,2,0,0,4,3,1,1,0,0,0,1,24,1,1,1,2,19,13,7,6,0,37,3,3,0,0,82,0,5,10,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,2,2
Garza County Sheriff's Office,2015,Texas,6443,TX08500,0,0,3,0,0,2,2,0,0,0,0,0,0,24,0,2,0,0,22,30,18,12,0,38,4,4,0,0,98,0,2,4,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garza County Sheriff's Office,2014,Texas,6329,TX08500,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,0,2,0,9,23,8,15,0,36,0,0,0,0,73,0,4,5,59,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
