agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Hatboro Borough Police Department,2023,Pennsylvania,8247,PA04609,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,2,8,9,7,2,0,36,2,2,0,0,60,0,5,5,47,52,0,0,0,0,0,0,0,0,0,0,12,0,1,1,3,7,4,3,1,0,5,0,0,0,0,21,0,5,5,9,14,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1,0,0,8,0,0,0,8,8
Hatboro Borough Police Department,2022,Pennsylvania,8228,PA04609,0,0,0,0,0,2,2,0,1,0,0,0,1,9,0,0,0,1,8,9,6,2,1,43,3,2,1,0,67,0,1,4,55,59,0,0,1,1,0,1,0,0,0,1,12,0,0,0,1,11,6,5,0,1,7,1,0,1,0,28,0,1,3,14,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatboro Borough Police Department,2021,Pennsylvania,,PA04609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatboro Borough Police Department,2020,Pennsylvania,7516,PA04609,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,1,0,0,5,4,3,1,0,40,6,5,1,0,58,0,1,3,50,53,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,5,3,1,2,0,8,1,1,0,0,20,0,0,3,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
Hatboro Borough Police Department,2019,Pennsylvania,,PA04609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatboro Borough Police Department,2018,Pennsylvania,7446,PA04609,0,0,0,0,0,2,2,0,0,0,0,0,0,22,1,3,0,1,17,4,1,3,0,30,0,0,0,0,58,0,5,7,34,41,0,0,0,0,0,0,0,0,0,0,23,1,3,0,1,18,1,0,1,0,10,1,1,0,0,35,0,5,5,12,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,4,4
Hatboro Borough Police Department,2017,Pennsylvania,7445,PA04609,0,0,0,0,0,1,0,1,2,0,1,0,1,31,0,0,1,0,30,8,1,7,0,49,6,5,0,1,97,0,1,4,63,67,0,0,1,0,1,2,1,0,0,1,29,0,0,1,0,28,1,0,1,0,10,1,1,0,0,44,0,1,4,12,16,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Hatboro Borough Police Department,2016,Pennsylvania,7420,PA04609,0,0,0,0,0,0,0,0,2,1,1,0,0,23,0,2,0,0,21,11,1,10,0,46,3,2,1,0,85,0,2,4,60,64,0,0,0,0,0,1,0,1,0,0,16,0,1,0,0,15,3,0,3,0,11,1,1,0,0,32,0,1,2,15,17,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,2,1,3,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,1,0,0,1,7,1,0,0,1,13,0,0,1,9,10
Hatboro Borough Police Department,2015,Pennsylvania,7441,PA04609,0,0,0,0,0,0,0,0,1,0,0,1,0,16,0,0,0,0,16,14,2,11,1,60,1,1,0,0,92,0,0,1,75,76,0,0,1,0,1,2,1,0,1,0,12,0,0,0,0,12,4,0,4,0,13,1,1,0,0,33,0,0,3,18,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,2,0,0,9,0,0,3,6,9
Hatboro Borough Police Department,2014,Pennsylvania,7417,PA04609,0,0,0,0,0,0,0,0,4,2,1,0,1,22,0,2,2,0,18,9,0,9,0,75,4,1,2,1,114,0,4,8,88,96,0,0,0,0,0,5,3,1,0,1,18,0,2,2,0,14,0,0,0,0,20,1,0,0,1,44,0,4,9,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3
