agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Baker County Sheriff's Office,2008,Georgia,2943,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2007,Georgia,3242,GA00400,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,2,3,0,0,0,0,0,0,0,0,0,7,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2006,Georgia,3392,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2005,Georgia,,GA00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker County Sheriff's Office,2004,Georgia,3467,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,4,3,0,3,0,0,0,0,0,0,9,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2003,Georgia,3232,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,5,5,3,2,0,0,0,0,0,0,16,0,6,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2002,Georgia,3370,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,2,1,0,1,0,0,0,0,0,0,6,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2001,Georgia,3300,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,1,0,0,0,0,0,0,0,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,2000,Georgia,3223,GA00400,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,2,1,9,8,1,0,0,2,1,0,1,16,0,3,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1999,Georgia,3001,GA00400,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,2,3,2,1,0,0,0,0,0,0,7,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1998,Georgia,3060,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,13,7,6,1,0,16,2,2,0,0,40,0,2,2,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,3,3
Baker County Sheriff's Office,1997,Georgia,3186,GA00400,0,0,0,0,0,0,0,0,1,1,0,0,0,17,1,0,0,0,16,12,4,8,0,20,3,2,1,0,53,0,1,2,35,37,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,6,0,0,1,2,3
Baker County Sheriff's Office,1996,Georgia,3130,GA00400,0,0,0,0,0,1,1,0,0,0,0,0,0,19,4,0,1,1,13,7,2,5,0,7,0,0,0,0,34,0,6,7,14,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Baker County Sheriff's Office,1995,Georgia,3066,GA00400,0,0,0,0,0,2,2,0,0,0,0,0,0,13,5,0,1,0,7,1,1,0,0,0,0,0,0,0,16,0,6,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1994,Georgia,3064,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,14,9,5,0,1,2,1,1,0,20,0,3,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1993,Georgia,3005,GA00400,0,0,0,3,0,2,1,1,0,0,0,0,0,7,1,0,1,2,3,3,1,2,0,3,0,0,0,0,18,0,4,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1992,Georgia,3034,GA00400,0,0,0,0,0,0,0,0,1,0,1,0,0,8,3,1,0,1,3,4,3,1,0,2,3,3,0,0,18,0,5,6,9,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Baker County Sheriff's Office,1991,Georgia,,GA00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker County Sheriff's Office,1990,Georgia,,GA00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker County Sheriff's Office,1989,Georgia,3045,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1988,Georgia,3075,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1987,Georgia,3047,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,1,1,0,0,5,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1986,Georgia,3009,GA00400,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,1,0,0,1,18,17,0,1,29,1,1,0,0,53,0,3,4,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1985,Georgia,2875,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,7,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1984,Georgia,,GA00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker County Sheriff's Office,1983,Georgia,,GA00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker County Sheriff's Office,1982,Georgia,,GA00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker County Sheriff's Office,1981,Georgia,3170,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,4,1,2,8,7,1,0,8,3,1,1,1,28,0,7,7,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1980,Georgia,3074,GA00400,0,0,2,1,0,1,1,0,0,0,0,0,0,6,0,0,3,0,3,18,12,6,0,18,1,0,0,1,45,0,3,5,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1979,Georgia,3284,GA00400,0,0,0,0,0,2,1,1,1,1,0,0,0,7,1,0,2,1,3,10,7,2,1,27,2,0,1,1,49,0,4,7,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1978,Georgia,3248,GA00400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,2,9,5,4,0,11,1,1,0,0,26,0,3,3,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County Sheriff's Office,1977,Georgia,3650,GA00400,0,0,2,1,0,0,0,0,0,0,0,0,0,8,3,1,0,1,3,13,12,1,0,17,2,0,1,1,41,0,5,6,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
