agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Monona Police Department,2023,Wisconsin,8574,WI01303,0,0,0,0,0,3,3,0,2,1,1,0,0,36,1,0,3,3,29,6,0,6,0,270,10,8,0,2,327,0,7,12,286,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2022,Wisconsin,8920,WI01303,0,0,0,0,0,3,3,0,4,3,0,0,1,31,1,1,1,4,24,14,0,12,2,267,16,16,0,0,335,0,7,14,297,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2021,Wisconsin,8226,WI01303,0,0,0,1,0,2,2,0,3,2,0,0,1,31,3,1,0,6,21,17,3,14,0,340,20,20,0,0,414,0,10,16,377,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2020,Wisconsin,8245,WI01303,0,0,0,0,0,1,1,0,5,4,0,0,1,20,0,0,0,4,16,15,8,4,3,388,26,23,1,2,455,0,4,10,429,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2019,Wisconsin,8106,WI01303,0,0,0,0,0,1,1,0,4,1,0,2,1,21,0,0,0,4,17,11,6,5,0,594,19,16,0,3,650,0,4,9,624,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
Monona Police Department,2018,Wisconsin,8183,WI01303,0,0,0,0,0,0,0,0,6,4,1,1,0,18,0,1,0,2,15,9,3,6,0,478,8,5,1,2,519,0,3,9,495,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Monona Police Department,2017,Wisconsin,8285,WI01303,0,0,1,0,0,1,1,0,4,4,0,0,0,18,0,1,0,3,14,14,8,6,0,498,22,20,0,2,557,0,4,9,534,543,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2
Monona Police Department,2016,Wisconsin,8288,WI01303,0,0,1,0,0,4,4,0,1,0,0,0,1,15,0,0,0,2,13,28,12,14,2,616,10,10,0,0,674,0,2,7,654,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2015,Wisconsin,7933,WI01303,0,0,0,0,0,2,2,0,11,4,4,0,3,14,1,0,1,2,10,14,8,6,0,648,7,7,0,0,696,0,4,17,669,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2014,Wisconsin,7789,WI01303,0,0,3,0,0,0,0,0,6,4,1,0,1,26,0,0,1,7,18,31,23,8,0,644,4,4,0,0,711,0,8,14,679,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Monona Police Department,2013,Wisconsin,7763,WI01303,0,0,1,0,0,2,2,0,14,5,0,5,4,32,0,0,1,4,27,36,13,21,2,623,5,5,0,0,712,0,5,21,664,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Monona Police Department,2012,Wisconsin,7678,WI01303,0,0,1,0,0,0,0,0,3,0,0,0,3,26,0,1,0,2,23,28,14,13,1,480,8,5,2,1,545,0,3,6,516,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monona Police Department,2011,Wisconsin,7566,WI01303,0,0,0,0,0,0,0,0,4,0,0,1,3,26,0,0,0,5,21,24,19,5,0,431,7,5,0,2,492,0,5,9,462,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Monona Police Department,2010,Wisconsin,7533,WI01303,0,0,0,0,0,0,0,0,7,5,0,0,2,30,0,2,0,2,26,24,17,5,2,481,4,4,0,0,546,0,4,11,509,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Monona Police Department,2009,Wisconsin,7814,WI01303,0,0,0,0,0,2,2,0,5,3,0,0,2,29,1,1,1,2,24,20,10,10,0,426,7,7,0,0,489,0,5,12,453,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Monona Police Department,2008,Wisconsin,8047,WI01303,0,0,1,0,0,2,2,0,7,5,0,0,2,36,0,0,3,3,30,22,18,4,0,387,12,10,1,1,466,0,6,15,421,436,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,2,2,4
Monona Police Department,2007,Wisconsin,7924,WI01303,0,0,0,0,0,0,0,0,6,2,0,0,4,35,0,0,1,3,31,30,18,12,0,316,12,11,1,0,399,0,4,10,358,368,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,1,4,5
Monona Police Department,2006,Wisconsin,7744,WI01303,0,0,0,0,0,0,0,0,17,10,0,2,5,45,1,2,1,2,39,32,21,10,1,258,12,7,2,3,364,0,6,23,302,325,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,0,1,3,4
Monona Police Department,2005,Wisconsin,7856,WI01303,0,0,1,0,0,2,2,0,6,3,0,3,0,29,0,1,0,1,27,26,21,5,0,302,8,7,0,1,373,0,2,10,336,346,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,4,1,1,0,0,8,0,0,0,6,6
Monona Police Department,2004,Wisconsin,8041,WI01303,0,0,0,0,0,0,0,0,4,2,0,0,2,31,0,2,1,4,24,14,11,3,0,276,10,7,0,3,335,0,7,11,300,311,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,12,0,0,2,9,11
Monona Police Department,2003,Wisconsin,8078,WI01303,0,0,0,0,0,2,1,1,9,2,1,0,6,11,0,0,0,2,9,19,18,1,0,385,6,3,0,3,432,0,2,13,410,423,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,40,1,1,0,0,43,0,0,1,41,42
Monona Police Department,2002,Wisconsin,8134,WI01303,0,0,0,0,0,0,0,0,7,3,1,0,3,7,0,0,0,1,6,23,22,0,1,375,6,4,1,1,418,0,1,8,404,412,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,29,0,0,0,0,31,0,0,1,30,31
Monona Police Department,2001,Wisconsin,8075,WI01303,0,0,0,0,0,2,2,0,4,2,0,1,1,22,0,0,1,3,18,27,23,3,1,367,6,3,0,3,428,0,4,10,400,410,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,2,1,0,1,0,47,2,2,0,0,54,0,0,2,50,52
Monona Police Department,2000,Wisconsin,8018,WI01303,0,0,0,0,0,0,0,0,8,2,0,0,6,27,0,0,0,2,25,58,50,7,1,459,10,7,1,2,562,0,2,10,527,537,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,5,5,0,0,42,1,1,0,0,51,0,0,1,48,49
Monona Police Department,1999,Wisconsin,8842,WI01303,0,0,0,0,0,3,3,0,7,2,1,0,4,20,0,0,0,2,18,38,26,5,7,475,11,8,0,3,554,0,2,12,524,536,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,3,0,0,20,0,0,0,0,29,0,0,0,23,23
Monona Police Department,1998,Wisconsin,,WI01303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monona Police Department,1997,Wisconsin,8591,WI01303,0,0,0,0,0,0,0,0,8,3,1,0,4,26,0,0,0,0,26,63,39,16,8,510,21,21,0,0,628,0,0,8,594,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,6,6,0,0,14,0,0,0,14,14
Monona Police Department,1996,Wisconsin,8575,WI01303,0,0,0,0,0,1,1,0,5,1,0,1,3,31,0,1,1,0,29,50,25,14,11,492,15,13,1,1,594,0,2,8,557,565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,10,3,3,0,0,15,0,0,0,14,14
