agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Colby-abbotsford Police Department,2017,Wisconsin,4079,WI01004,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,1,1,0,0,25,3,2,0,1,41,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2016,Wisconsin,4078,WI01004,0,0,0,0,0,1,1,0,0,0,17,0,0,0,3,14,1,1,0,0,31,1,1,0,0,51,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,8,1,1,0,0,7,1,1,0,0,20,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2015,Wisconsin,4097,WI01004,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,8,5,0,37,3,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,1,0,1,0,15,1,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2014,Wisconsin,4120,WI01004,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,2,0,42,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Colby-abbotsford Police Department,2013,Wisconsin,4117,WI01004,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,5,1,2,2,43,2,2,0,0,54,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,1,0,0,1,15,1,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2012,Wisconsin,4181,WI01004,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,12,5,7,0,39,1,1,0,0,58,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,5,5,2,3,0,9,1,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2011,Wisconsin,4180,WI01004,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,6,13,9,3,1,40,1,1,0,0,62,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,5,2,0,1,1,8,1,1,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2010,Wisconsin,4162,WI01004,0,0,0,0,0,1,1,0,0,0,7,0,0,0,2,5,16,8,5,3,55,1,1,0,0,80,2,0,0,0,0,0,1,1,0,0,0,6,0,0,0,1,5,2,2,0,0,20,1,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Colby-abbotsford Police Department,2009,Wisconsin,3540,WI01004,0,0,0,0,0,1,0,0,0,1,9,0,0,0,2,7,9,5,2,2,59,2,2,0,0,80,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,6,0,0,0,0,13,1,1,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2008,Wisconsin,3563,WI01004,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,4,0,75,1,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,2,0,31,1,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby-abbotsford Police Department,2007,Wisconsin,3649,WI01004,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,5,2,2,1,72,5,4,0,1,88,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,1,0,1,0,18,1,1,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0
Colby-abbotsford Police Department,2006,Wisconsin,3578,WI01004,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,8,7,6,1,0,27,4,4,0,0,50,4,0,0,2,2,0,0,0,0,0,0,10,0,0,0,4,6,1,1,0,0,3,3,3,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
