agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Scott County Sheriff's Office,2017,Mississippi,19013,MS06200,0,0,0,3,1,0,0,0,2,2,0,0,0,99,8,3,5,4,79,85,49,16,20,89,31,28,2,1,310,0,20,25,205,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Scott County Sheriff's Office,2016,Mississippi,19044,MS06200,0,0,0,1,0,1,0,1,3,2,0,1,0,89,10,1,11,7,60,95,42,28,25,72,21,12,0,9,282,0,29,34,188,222,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,5,2,1,2,2,1,1,0,0,12,0,1,1,8,9
Scott County Sheriff's Office,2015,Mississippi,19205,MS06200,0,0,0,3,0,4,4,0,2,1,1,0,0,112,10,6,12,32,52,113,60,32,21,80,18,13,0,5,332,0,60,69,211,280,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,1,0,0,0,0,5,0,0,0,2,2
Scott County Sheriff's Office,2014,Mississippi,19061,MS06200,0,0,0,2,1,7,5,2,7,4,1,2,0,125,12,7,13,44,49,96,62,26,8,97,14,14,0,0,349,0,76,92,207,299,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,3,1,1,2,0,0,0,0,9,0,2,2,7,9
Scott County Sheriff's Office,2013,Mississippi,19089,MS06200,0,0,0,4,0,5,5,0,11,7,1,2,1,153,8,11,11,53,70,111,69,30,12,111,20,12,2,6,415,0,83,103,242,345,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,3,3,0,0,5,0,0,0,0,12,0,2,2,8,10
Scott County Sheriff's Office,2012,Mississippi,,MS06200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County Sheriff's Office,2011,Mississippi,19191,MS06200,0,0,0,2,0,2,1,1,3,1,0,0,2,148,14,2,11,13,108,126,65,32,29,219,31,21,0,10,531,0,40,47,376,423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,2,2
Scott County Sheriff's Office,2010,Mississippi,19118,MS06200,0,0,7,3,0,0,0,0,1,0,0,1,0,115,13,4,12,8,78,97,45,26,26,141,18,15,1,2,375,0,37,41,256,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Scott County Sheriff's Office,2009,Mississippi,19503,MS06200,0,0,1,2,0,1,1,0,6,4,0,1,1,164,24,5,3,5,127,108,57,31,20,117,32,20,2,10,430,0,37,46,257,303,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,5,0,0,1,2,3
Scott County Sheriff's Office,2008,Mississippi,,MS06200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County Sheriff's Office,2007,Mississippi,,MS06200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County Sheriff's Office,2006,Mississippi,,MS06200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
