agency,year,state,population,ORI,act_all_crimes,clr_18_all_crimes,clr_all_crimes,unfound_all_crimes,act_aggravated_assault,clr_18_aggravated_assault,clr_aggravated_assault,unfound_aggravated_assault,act_assault_total,clr_18_assault_total,clr_assault_total,unfound_assault_total,act_gun_assault,clr_18_gun_assault,clr_gun_assault,unfound_gun_assault,act_knife_assault,clr_18_knife_assault,clr_knife_assault,unfound_knife_assault,act_other_weapon_assault,clr_18_other_weapon_assault,clr_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,clr_18_simple_assault,clr_simple_assault,unfound_simple_assault,act_hand_feet_assault,clr_18_hand_feet_assault,clr_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,clr_18_burglary_total,clr_burglary_total,unfound_burglary_total,act_attempted_burglary,clr_18_attempted_burglary,clr_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,clr_18_burg_force_entry,clr_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,clr_18_burg_no_force_entry,clr_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,clr_18_manslaughter,clr_manslaughter,unfound_manslaughter,act_murder,clr_18_murder,clr_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,clr_18_rape_total,clr_rape_total,unfound_rape_total,act_attempted_rape,clr_18_attempted_rape,clr_attempted_rape,unfound_attempted_rape,act_force_rape,clr_18_force_rape,clr_force_rape,unfound_force_rape,act_robbery_total,clr_18_robbery_total,clr_robbery_total,unfound_robbery_total,act_gun_robbery,clr_18_gun_robbery,clr_gun_robbery,unfound_gun_robbery,act_knife_robbery,clr_18_knife_robbery,clr_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,clr_18_other_weapon_robbery,clr_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,clr_18_strong_arm_robbery,clr_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,clr_18_theft_total,clr_theft_total,unfound_theft_total,act_auto_theft,clr_18_auto_theft,clr_auto_theft,unfound_auto_theft,act_other_vhc_theft,clr_18_other_vhc_theft,clr_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,clr_18_truck_bus_theft,clr_truck_bus_theft,unfound_truck_bus_theft
Perry Township Police Department,1976,Ohio,30962,OH07623,1034,20,111,0,75,3,9,0,83,3,10,0,1,0,0,0,3,0,1,0,8,1,1,0,8,0,1,0,63,2,7,0,168,8,13,0,17,0,0,0,113,4,6,0,38,4,7,0,41,0,20,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,730,9,67,0,27,0,18,0,5,0,1,0,9,0,1,0
Perry Township Police Department,1977,Ohio,32102,OH07623,1045,28,181,0,60,2,15,0,80,2,18,0,1,0,0,0,3,1,2,0,11,0,4,0,20,0,3,0,45,1,9,0,148,7,16,0,13,0,1,0,105,7,13,0,30,0,2,0,65,2,44,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,1,0,1,0,0,0,16,1,4,0,7,0,0,0,3,0,1,0,0,0,0,0,6,1,3,0,734,15,98,0,46,2,33,0,8,0,4,0,11,0,7,0
Perry Township Police Department,1978,Ohio,31024,OH07623,936,54,169,0,54,5,15,0,64,5,15,0,2,1,1,0,6,1,3,0,4,0,1,0,10,0,0,0,42,3,10,0,236,15,39,0,17,0,4,0,167,10,29,0,52,5,6,0,88,3,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,21,2,6,0,7,1,2,0,6,1,1,0,0,0,0,0,8,0,3,0,525,29,83,0,64,3,22,0,10,0,0,0,14,0,2,0
Perry Township Police Department,1979,Ohio,29471,OH07623,1478,104,198,0,128,18,47,0,132,18,47,0,5,1,3,0,2,1,1,0,19,3,10,0,4,0,0,0,102,13,33,0,335,38,61,0,28,2,2,0,262,29,50,0,45,7,9,0,127,8,18,0,0,0,0,0,1,0,0,0,NA,NA,NA,8,1,5,0,3,1,1,0,5,0,4,0,20,0,3,0,11,0,3,0,1,0,0,0,3,0,0,0,5,0,0,0,855,39,64,0,89,8,16,0,18,0,1,0,20,0,1,0
Perry Township Police Department,1980,Ohio,32633,OH07623,1227,33,110,0,53,0,9,0,90,0,11,0,4,0,0,0,7,0,2,0,7,0,1,0,37,0,2,0,35,0,6,0,384,11,46,0,47,0,2,0,241,9,36,0,96,2,8,0,87,0,3,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,648,22,50,0,50,0,3,0,17,0,0,0,20,0,0,0
Perry Township Police Department,1982,Ohio,32706,OH07623,1017,81,161,0,107,1,19,0,144,3,22,0,4,0,2,0,7,0,0,0,12,0,1,0,37,2,3,0,84,1,16,0,268,33,48,0,32,0,0,0,172,28,41,0,64,5,7,0,66,0,3,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,528,45,87,0,33,0,1,0,19,0,2,0,14,0,0,0
Perry Township Police Department,1983,Ohio,32569,OH07623,893,61,159,6,101,6,28,1,108,6,28,1,4,1,2,0,5,0,2,0,12,0,3,0,7,0,0,0,80,5,21,1,243,38,64,1,33,0,0,0,144,37,60,1,66,1,4,0,48,2,9,2,1,0,1,0,2,0,1,0,2,0,0,2,1,2,0,1,1,2,0,1,0,0,0,7,1,5,1,1,1,1,0,1,0,1,1,1,0,0,0,4,0,3,0,482,13,49,1,19,0,4,1,17,0,3,0,12,2,2,1
Perry Township Police Department,1984,Ohio,32650,OH07623,976,36,95,8,120,4,13,0,120,4,13,0,3,1,1,0,2,1,1,0,28,2,3,0,0,0,0,0,87,0,8,0,207,15,22,3,37,0,0,1,113,13,16,1,57,2,6,1,50,2,16,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,591,15,42,2,31,0,12,3,8,0,2,0,11,2,2,0
Perry Township Police Department,1985,Ohio,32625,OH07623,1047,31,95,13,129,3,13,0,157,3,15,0,4,0,2,0,2,1,1,0,26,1,3,0,28,0,2,0,97,1,7,0,301,14,25,3,55,2,4,1,156,10,16,1,90,2,5,1,46,3,5,2,1,0,0,0,0,0,0,0,5,0,0,13,0,6,0,1,0,0,0,12,0,6,0,11,0,2,0,4,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,518,11,42,8,27,3,5,2,14,0,0,0,5,0,0,0
Perry Township Police Department,1986,Ohio,32652,OH07623,860,57,116,1,107,2,7,0,159,6,20,0,5,0,0,0,5,1,3,0,18,0,1,0,52,2,3,0,79,1,3,0,152,14,31,0,27,2,2,0,83,1,3,0,42,0,2,0,42,12,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,4,0,0,1,12,0,6,0,8,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,491,25,46,0,25,6,7,0,8,2,2,0,9,1,1,0
