agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Cudahy Police,2023,California,21594,CA01917,0,0,0,5,0,7,7,0,26,12,0,8,6,174,40,8,18,20,88,63,43,16,4,178,117,97,16,4,570,0,86,124,358,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
Cudahy Police,2022,California,21807,CA01917,0,0,0,2,0,10,8,2,35,17,0,6,12,218,35,14,25,36,108,68,48,10,10,117,105,82,21,2,555,0,110,157,290,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cudahy Police,2021,California,,CA01917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cudahy Police,2020,California,23543,CA01917,0,0,3,1,0,3,3,0,23,7,2,3,11,141,26,14,12,12,77,53,42,8,3,130,109,91,18,0,460,0,64,91,292,383,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2
Cudahy Police,2019,California,23828,CA01917,0,0,4,2,0,2,2,0,29,9,3,3,14,115,15,4,11,26,59,39,31,7,1,111,64,51,10,3,362,0,56,89,214,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cudahy Police,2018,California,24114,CA01917,0,0,3,4,0,5,5,0,32,12,3,5,12,112,12,4,12,21,63,26,18,8,0,88,73,64,9,0,340,0,49,90,187,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cudahy Police,2017,California,24146,CA01917,0,0,3,0,0,3,3,0,29,12,3,2,12,103,15,4,5,18,61,41,27,12,2,93,80,76,4,0,349,0,42,74,214,288,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,1,1,2
Cudahy Police,2016,California,24411,CA01917,0,0,6,3,0,9,9,0,25,4,2,2,17,107,10,5,12,12,68,41,25,14,2,127,78,72,5,1,390,0,39,76,246,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cudahy Police,2015,California,24410,CA01917,0,0,8,1,0,6,6,0,22,3,4,2,13,129,11,7,18,13,80,48,32,15,1,177,82,73,4,5,465,0,49,78,307,385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,4,0,0,0,3,3
Cudahy Police,2014,California,24175,CA01917,0,0,5,0,0,4,4,0,22,9,4,1,8,123,28,5,11,11,68,52,20,28,4,207,73,65,6,2,481,0,55,81,332,413,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,2,1,3
