agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Franklin Township Police,2017,New Jersey,16599,NJ00805,0,0,0,0,0,3,3,0,0,0,0,0,0,107,3,1,7,0,96,65,50,14,1,137,13,12,0,1,325,11,0,0,2,2,0,0,0,0,0,0,56,3,1,4,0,48,2,1,0,1,11,3,2,0,1,74,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,2,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Township Police,2016,New Jersey,16551,NJ00805,0,0,0,1,0,0,0,0,4,4,0,0,0,107,2,0,3,0,102,75,69,6,0,106,12,11,0,1,305,5,1,1,0,0,0,1,1,0,0,0,64,0,0,3,0,61,11,9,2,0,13,0,0,0,0,91,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,1,1,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,10,0,0,0,0,0,0,0,0,0,11,1
Franklin Township Police,2015,New Jersey,16642,NJ00805,0,0,3,0,0,1,1,0,5,1,0,2,2,60,0,0,0,1,59,73,54,19,0,148,11,10,1,0,298,1,0,0,4,4,0,3,1,0,0,2,52,0,0,0,1,51,4,3,1,0,13,1,0,1,0,77,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Township Police,2014,New Jersey,16746,NJ00805,0,0,0,0,0,0,0,0,3,2,1,0,0,71,0,0,2,0,69,80,68,12,0,192,4,4,0,0,350,2,0,0,0,0,0,0,0,0,0,0,43,0,1,2,2,38,6,3,3,0,20,0,0,0,0,69,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Township Police,2013,New Jersey,16740,NJ00805,0,0,0,1,0,0,0,0,2,0,0,0,2,94,0,3,6,0,85,95,62,28,5,239,10,6,3,1,441,9,1,0,0,0,0,1,0,0,0,1,117,0,5,10,0,102,90,60,26,4,173,7,3,3,1,389,15,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,25,0,0,0,0,4,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Franklin Township Police,2012,New Jersey,16952,NJ00805,0,0,1,0,0,2,2,0,5,2,2,0,1,172,5,3,10,2,152,120,65,47,8,224,21,8,7,6,544,20,0,0,0,0,0,2,1,0,0,1,77,1,1,2,2,71,28,18,8,2,49,7,1,3,3,163,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,1,0,1,0,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Franklin Township Police,2011,New Jersey,16876,NJ00805,0,0,1,0,0,1,1,0,3,1,0,0,2,130,0,3,3,4,120,116,73,34,9,194,10,5,3,2,454,10,0,0,0,0,0,1,0,0,0,1,54,0,2,3,3,46,12,7,4,1,17,1,1,0,0,85,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Township Police,2010,New Jersey,16820,NJ00805,0,0,3,0,0,0,0,0,10,4,3,1,2,179,1,2,5,4,167,139,61,59,19,208,16,2,11,3,552,12,0,1,0,0,0,1,1,0,0,0,76,0,0,5,2,69,8,3,4,1,9,3,0,3,0,98,7,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,13,1,0,1,0,1,1,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Township Police,2009,New Jersey,17499,NJ00805,0,0,5,0,0,1,1,0,5,1,0,1,3,159,3,6,7,3,140,101,61,29,11,220,16,3,4,9,502,19,0,0,1,1,0,0,0,0,0,0,65,3,3,5,3,51,4,1,2,1,22,2,0,2,0,94,14,0,0,0,0,0,0,0,0,0,0,24,0,0,1,1,22,1,0,1,0,5,1,0,1,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Township Police,2008,New Jersey,17288,NJ00805,0,0,4,0,0,3,3,0,7,4,0,1,2,175,4,2,7,6,156,141,86,45,10,242,28,6,13,9,596,19,0,0,2,2,0,2,2,0,0,0,64,0,0,4,3,57,31,21,9,1,23,6,0,4,2,128,7,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,15,8,4,3,1,8,2,0,2,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
