agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Goodview Police Department,2023,Minnesota,4076,MN08503,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,0,0,0,0,0,1,1,0,0,9,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodview Police Department,2022,Minnesota,4137,MN08503,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,1,1,1,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodview Police Department,2021,Minnesota,4138,MN08503,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,12,1,1,0,0,3,1,1,0,0,19,0,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodview Police Department,2020,Minnesota,4119,MN08503,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,1,1,2,13,6,1,4,1,47,3,2,0,1,74,0,4,5,56,61,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,1,2,1,3
Goodview Police Department,2019,Minnesota,4149,MN08503,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,23,10,6,4,0,36,4,3,0,1,76,0,3,3,50,53,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,3,0,1,2,2,0,0,16,0,0,0,6,6
Goodview Police Department,2018,Minnesota,4125,MN08503,0,0,0,0,0,2,2,0,0,0,0,0,0,25,0,1,0,1,23,25,12,9,4,41,8,6,0,2,101,0,2,4,74,78,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,4,5,3,2,0,3,2,2,0,0,15,0,0,1,10,11
Goodview Police Department,2017,Minnesota,4116,MN08503,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,15,9,5,1,33,2,2,0,0,78,0,0,0,50,50,0,0,2,2,0,1,0,0,1,0,6,0,0,0,0,6,2,1,1,0,5,0,0,0,0,16,0,0,3,7,10
Goodview Police Department,2016,Minnesota,4168,MN08503,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,1,0,1,23,12,5,7,0,45,7,4,2,1,89,0,2,2,64,66,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,3,0,3,0,4,0,0,0,0,23,0,0,0,7,7
Goodview Police Department,2015,Minnesota,4018,MN08503,0,0,0,0,0,1,1,0,0,0,0,0,0,50,0,2,2,2,44,10,6,3,1,60,7,4,2,1,128,0,6,7,77,84,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,2,0,2,0,5,1,1,0,0,27,0,0,0,8,8
Goodview Police Department,2014,Minnesota,4029,MN08503,0,0,0,0,0,2,2,0,0,0,0,0,0,33,0,2,0,0,31,10,8,2,0,41,4,4,0,0,90,0,2,4,55,59,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,2,1,1,0,3,0,0,0,0,13,0,0,0,5,5
