agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Temple Police Department,2023,Texas,93073,TX01407,0,0,0,7,0,99,96,3,47,25,1,4,17,1273,133,30,26,12,1072,249,167,78,4,1274,305,227,65,13,3254,0,201,354,1828,2182,6,0,58,57,1,14,8,0,1,5,761,38,21,6,7,689,24,15,9,0,199,13,10,3,0,1075,0,72,150,236,386,0,0,16,16,0,3,1,0,0,2,109,3,3,0,2,101,2,1,1,0,11,3,3,0,0,144,0,8,27,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2022,Texas,88484,TX01407,0,0,0,5,0,81,79,2,34,16,5,4,9,1151,139,24,13,10,965,191,132,50,9,1224,140,79,54,7,2826,0,186,306,1555,1861,3,0,38,38,0,8,2,1,1,4,671,21,8,5,5,632,21,11,9,1,214,13,8,4,1,968,0,39,88,248,336,0,0,9,9,0,3,1,0,0,2,70,2,2,0,0,66,1,1,0,0,9,2,1,1,0,94,0,4,16,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2021,Texas,82333,TX01407,0,0,0,6,0,65,62,3,23,12,4,2,5,1152,110,22,14,6,1000,228,124,102,2,1295,201,109,75,17,2970,0,152,246,1724,1970,6,0,32,31,1,7,3,1,2,1,692,20,9,5,2,656,18,12,6,0,223,11,6,5,0,989,0,36,81,252,333,0,0,7,6,1,1,1,0,0,0,42,5,1,0,0,36,1,0,1,0,10,3,1,2,0,64,0,6,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2020,Texas,79878,TX01407,1,0,0,8,0,68,64,4,30,17,5,4,4,1290,152,24,15,6,1093,289,176,99,14,1472,335,185,125,25,3492,0,197,303,2096,2399,2,0,33,32,1,7,4,0,2,1,800,29,14,8,3,746,37,21,11,5,198,23,11,11,1,1100,0,54,96,258,354,0,0,2,2,0,2,2,0,0,0,57,2,1,1,0,53,3,0,1,2,17,7,3,4,0,88,0,4,8,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2019,Texas,77558,TX01407,0,0,0,4,2,61,60,1,39,17,1,5,16,1215,64,24,23,2,1102,244,161,78,5,1276,198,115,67,16,3039,0,113,217,1718,1935,5,2,21,20,1,10,4,1,2,3,761,23,11,10,2,715,23,16,7,0,201,10,7,3,0,1033,0,46,82,234,316,0,0,4,4,0,2,0,0,1,1,53,1,1,3,1,47,10,7,3,0,12,6,5,1,0,87,0,6,12,28,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2018,Texas,75706,TX01407,0,0,0,12,1,72,71,1,52,39,2,3,8,1095,62,27,13,0,993,344,229,106,9,1430,193,89,89,15,3199,0,102,238,1967,2205,9,1,23,23,0,9,6,0,2,1,694,30,13,4,0,647,30,18,9,3,214,25,11,13,1,1005,0,47,88,269,357,1,0,6,6,0,2,1,0,1,0,67,5,2,2,0,58,5,3,1,1,15,10,5,5,0,106,0,9,18,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2017,Texas,74794,TX01407,0,0,0,5,4,67,63,4,61,26,5,10,20,1033,64,20,13,7,929,407,239,148,20,1492,239,133,96,10,3308,0,104,237,2138,2375,3,2,25,24,1,15,6,2,3,4,646,17,13,9,3,604,35,20,12,3,244,37,21,15,1,1007,0,42,85,316,401,2,0,2,2,0,3,2,0,0,1,43,0,0,1,0,42,7,4,3,0,28,15,8,7,0,100,0,1,8,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2016,Texas,73411,TX01407,0,0,0,9,0,36,35,1,85,42,9,8,26,1044,37,22,21,14,950,492,136,317,39,1649,184,87,89,8,3499,0,94,224,2325,2549,4,0,6,6,0,19,9,1,1,8,661,24,14,9,10,604,30,3,25,2,269,36,22,13,1,1025,0,57,86,335,421,0,0,0,0,0,1,0,0,0,1,50,6,0,0,1,43,4,0,4,0,24,10,6,4,0,89,0,7,8,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2015,Texas,71780,TX01407,0,0,0,2,0,16,16,0,72,39,8,7,18,1062,31,15,11,11,994,593,180,395,18,1998,157,76,72,9,3900,0,68,158,2748,2906,3,0,3,3,0,14,6,1,2,5,688,16,8,6,5,653,25,7,16,2,361,22,13,9,0,1116,0,35,55,408,463,0,0,1,1,0,0,0,0,0,0,57,2,3,0,1,51,4,2,2,0,43,5,2,3,0,110,0,6,7,52,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Police Department,2014,Texas,71049,TX01407,0,0,0,5,0,23,23,0,62,20,4,6,32,1152,29,18,26,15,1064,496,131,354,11,1832,124,62,51,11,3694,0,88,178,2452,2630,3,0,5,5,0,11,2,1,1,7,707,6,5,9,6,681,27,4,22,1,545,11,4,7,0,1309,0,26,45,583,628,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,45,0,0,0,0,85,1,1,0,0,132,0,1,1,86,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
