agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Spotsylvania County Sheriff's Office,2023,Virginia,149957,VA08800,0,0,0,2,0,53,49,4,24,10,0,2,12,1274,92,3,66,100,1013,90,47,24,19,572,47,44,2,1,2062,0,261,340,709,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2022,Virginia,147459,VA08800,0,0,0,3,0,33,31,2,14,6,0,1,7,944,83,3,44,71,743,64,33,25,6,526,83,69,8,6,1667,0,201,251,673,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2021,Virginia,139928,VA08800,0,0,0,3,0,26,25,1,16,10,1,0,5,715,21,11,22,52,609,47,6,37,4,620,71,54,7,10,1498,0,106,151,738,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2020,Virginia,137659,VA08800,0,0,0,5,0,33,33,0,11,3,1,0,7,700,13,25,15,55,592,43,7,33,3,666,73,53,5,15,1531,0,108,157,782,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2019,Virginia,134938,VA08800,0,0,0,4,0,31,31,0,32,10,1,2,19,812,11,12,18,60,711,69,5,57,7,671,63,53,4,6,1682,0,101,168,803,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2018,Virginia,134206,VA08800,0,0,0,1,0,37,36,1,35,11,4,4,16,1088,3,18,37,90,940,169,15,143,11,1202,87,72,9,6,2619,0,148,221,1458,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2017,Virginia,133378,VA08800,0,0,0,4,3,50,50,0,26,7,2,4,13,987,22,17,28,79,841,201,8,170,23,1530,130,106,11,13,2931,0,146,226,1861,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2016,Virginia,131256,VA08800,0,0,0,3,0,35,34,1,54,18,4,4,28,995,16,17,27,75,860,193,16,163,14,1417,84,62,10,12,2781,0,135,227,1694,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2015,Virginia,130392,VA08800,0,0,0,2,1,26,24,2,58,18,2,2,36,1129,11,13,32,100,973,209,20,165,24,1564,70,45,8,17,3059,0,156,242,1843,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County Sheriff's Office,2014,Virginia,128556,VA08800,0,0,0,3,1,22,21,1,44,15,2,2,25,1022,12,16,28,88,878,293,14,240,39,1631,51,33,7,11,3067,0,144,213,1975,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
