agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Saline Police Department,2023,Michigan,8883,MI81728,0,0,0,2,0,4,4,0,1,0,0,0,1,48,1,1,1,1,44,5,5,0,0,77,4,4,0,0,141,0,4,11,86,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2022,Michigan,8930,MI81728,0,0,0,0,0,2,2,0,1,1,0,0,0,64,4,2,3,2,53,5,4,1,0,56,5,5,0,0,133,0,11,14,66,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2021,Michigan,9402,MI81728,0,0,0,0,0,1,1,0,0,0,0,0,0,71,0,1,3,5,62,4,4,0,0,52,13,13,0,0,141,0,9,10,69,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2020,Michigan,9400,MI81728,0,0,0,0,0,2,2,0,0,0,0,0,0,44,1,1,3,3,36,4,2,1,1,51,3,3,0,0,104,0,8,10,58,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2019,Michigan,9431,MI81728,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,1,4,59,2,1,1,0,54,6,6,0,0,127,0,5,6,62,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2018,Michigan,9358,MI81728,0,0,0,0,0,3,3,0,2,1,0,0,1,47,1,1,1,5,39,5,3,2,0,69,2,2,0,0,128,0,8,13,76,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2017,Michigan,9207,MI81728,0,0,0,0,0,3,3,0,0,0,0,0,0,62,1,0,2,7,52,3,1,1,1,48,3,3,0,0,119,0,10,13,54,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2016,Michigan,9158,MI81728,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,3,3,1,56,8,2,3,3,39,6,6,0,0,119,0,10,10,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2015,Michigan,9246,MI81728,0,0,0,0,0,7,6,1,2,2,0,0,0,65,5,2,3,1,54,5,2,0,3,70,3,3,0,0,152,0,11,20,78,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2014,Michigan,9146,MI81728,0,0,0,0,0,7,7,0,1,0,0,1,0,70,1,4,1,1,63,13,9,2,2,81,3,2,1,0,175,0,7,15,97,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2013,Michigan,9028,MI81728,0,0,0,0,0,1,1,0,1,0,0,0,1,97,1,2,2,4,88,30,11,11,8,96,3,3,0,0,228,0,9,11,129,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2012,Michigan,8899,MI81728,0,0,0,0,0,1,1,0,3,1,0,1,1,93,4,1,6,3,79,22,15,6,1,121,5,3,0,2,245,0,14,18,148,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2011,Michigan,8803,MI81728,0,0,0,0,0,0,0,0,2,2,0,0,0,79,0,3,4,3,69,15,13,2,0,94,4,2,0,2,194,0,10,12,113,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline Police Department,2010,Michigan,8810,MI81728,0,0,0,0,0,0,0,0,1,0,0,0,1,85,0,1,7,4,73,17,8,8,1,150,10,2,0,8,263,0,12,13,177,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
