agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Roane State Police,1998,West Virginia,12988,WV044SP,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,3,7,27,20,18,2,0,54,6,2,1,3,120,0,13,13,80,93,0,0,0,0,0,0,0,0,0,0,40,3,0,3,8,26,7,6,1,0,7,1,1,0,0,55,0,14,14,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,3,3
Roane State Police,1997,West Virginia,12893,WV044SP,0,0,0,0,0,3,3,0,0,0,0,0,0,31,5,1,4,11,10,39,36,3,0,44,10,4,3,3,127,0,21,24,93,117,0,0,3,3,0,0,0,0,0,0,29,5,1,4,9,10,12,11,1,0,13,2,2,0,0,59,0,19,22,27,49,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,1,2,2,0,0,0,0,0,0,0,7,0,4,4,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,2,2
Roane State Police,1996,West Virginia,12965,WV044SP,0,0,0,0,0,2,1,1,0,0,0,0,0,15,0,1,3,2,9,41,36,5,0,28,23,11,6,6,109,0,6,8,92,100,0,0,1,0,1,0,0,0,0,0,9,0,0,3,1,5,5,4,1,0,7,4,1,2,1,26,0,4,5,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,2,1,1,0,5,0,0,0,3,3
Roane State Police,1995,West Virginia,12980,WV044SP,0,0,1,1,0,1,1,0,0,0,0,0,0,5,0,2,0,0,3,29,27,2,0,32,6,3,3,0,74,0,2,4,67,71,1,0,1,1,0,0,0,0,0,0,5,0,2,0,0,3,3,3,0,0,3,5,4,1,0,18,0,2,4,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,4,0,0,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roane State Police,1994,West Virginia,12908,WV044SP,0,0,0,0,0,2,2,0,1,0,0,0,1,10,0,3,0,0,7,38,34,4,0,29,7,2,2,3,87,0,3,6,74,80,0,0,2,2,0,0,0,0,0,0,8,0,2,0,0,6,11,11,0,0,8,2,1,0,1,31,0,2,4,21,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,5,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,3,3
Roane State Police,1993,West Virginia,12894,WV044SP,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,22,21,1,0,17,9,9,0,0,52,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,6,0,0,2,1,1,0,0,13,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roane State Police,1992,West Virginia,12972,WV044SP,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,2,57,49,8,0,29,14,2,5,7,107,0,5,5,100,105,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,2,15,15,0,0,2,4,1,2,1,26,0,3,3,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,2,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,4,0,2,2,2,4
Roane State Police,1991,West Virginia,12894,WV044SP,0,0,0,1,0,1,1,0,0,0,0,0,0,5,2,1,0,1,1,47,40,5,2,38,15,6,2,7,107,0,4,6,100,106,1,0,1,1,0,0,0,0,0,0,4,2,1,0,0,1,7,7,0,0,6,3,2,0,1,22,0,3,5,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Roane State Police,1990,West Virginia,12841,WV044SP,0,0,0,1,0,0,0,0,3,3,0,0,0,2,2,0,0,0,0,30,25,5,0,29,8,2,3,3,73,0,2,6,67,73,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,1,0,0,3,0,0,0,0,7,0,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roane State Police,1989,West Virginia,12566,WV044SP,0,0,0,3,0,1,1,0,2,1,1,0,0,3,2,0,0,1,0,33,30,3,0,53,8,3,1,4,103,0,3,9,94,103,3,0,1,1,0,2,1,1,0,0,3,2,0,0,1,0,1,1,0,0,11,2,0,1,1,23,0,3,9,14,23,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
