agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Hawaii (county) Police Department,2017,Hawaii,199033,HI00100,0,0,34,5,0,142,138,4,77,10,8,9,50,2072,51,60,112,61,1788,872,532,336,4,3770,731,386,234,111,7669,284,508,5373,5881,3,0,66,64,2,49,5,7,6,31,1190,44,38,69,20,1019,141,66,73,2,826,207,122,68,17,2482,171,289,1174,1463,0,0,3,3,0,0,0,0,0,0,55,0,1,1,2,51,7,4,3,0,57,6,3,2,1,128,4,7,70,77,0,0,4,4,0,0,0,0,0,0,19,0,1,0,0,18,1,0,1,0,33,6,5,1,0,63,1,5,40,45
Hawaii (county) Police Department,2016,Hawaii,196392,HI00100,0,0,24,9,0,115,115,0,69,5,8,7,49,2035,36,60,105,73,1761,823,468,339,16,3580,525,286,140,99,7156,274,467,4928,5395,8,0,48,48,0,30,2,4,3,21,1279,33,50,67,42,1087,128,57,66,5,871,167,119,33,15,2531,192,278,1166,1444,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,42,6,4,2,0,77,3,3,0,0,131,3,3,86,89,4,0,3,3,0,0,0,0,0,0,64,0,0,1,0,63,5,0,5,0,33,5,2,2,1,114,1,8,43,51
Hawaii (county) Police Department,2015,Hawaii,196167,HI00100,0,0,23,8,0,95,95,0,54,6,7,13,28,2368,35,42,73,94,2124,1061,605,447,9,4725,909,415,304,190,9220,244,401,6695,7096,6,0,56,56,0,28,5,4,4,15,1465,26,36,51,44,1308,152,82,70,0,1017,237,134,77,26,2961,157,247,1406,1653,0,0,8,8,0,2,0,0,0,2,117,0,2,1,3,111,15,10,5,0,113,8,3,5,0,263,6,16,136,152,0,0,3,3,0,0,0,0,0,0,24,0,0,0,0,24,6,1,5,0,47,12,8,3,1,92,0,3,65,68
Hawaii (county) Police Department,2014,Hawaii,192937,HI00100,0,0,14,3,0,103,102,1,78,13,10,14,41,2235,30,58,95,90,1962,1198,751,428,19,4795,732,351,236,145,9144,273,457,6725,7182,3,0,55,55,0,32,5,3,7,17,1458,26,47,73,59,1253,138,69,68,1,1140,167,103,50,14,2993,205,295,1445,1740,0,0,3,3,0,1,1,0,0,0,101,0,1,4,4,92,11,4,7,0,175,3,3,0,0,294,9,13,189,202,0,0,1,1,0,0,0,0,0,0,47,0,1,1,0,45,11,2,9,0,73,19,13,5,1,151,2,3,103,106
Hawaii (county) Police Department,2013,Hawaii,190767,HI00100,0,0,28,9,1,55,50,5,89,12,18,6,53,2036,38,69,146,141,1642,1138,661,434,43,3727,421,172,113,136,7476,394,547,5286,5833,7,0,13,11,2,46,8,10,1,27,1333,34,46,91,90,1072,116,65,50,1,924,81,42,24,15,2520,261,327,1121,1448,0,0,4,4,0,2,0,0,0,2,104,0,1,3,4,96,14,8,5,1,168,4,1,0,3,296,8,14,186,200,0,0,11,11,0,1,0,0,0,1,96,1,1,0,2,92,21,4,15,2,88,40,23,10,7,257,4,16,149,165
Hawaii (county) Police Department,2012,Hawaii,189115,HI00100,0,0,25,5,0,41,36,5,74,7,6,9,52,1840,21,52,94,134,1539,1184,703,431,50,3751,443,197,126,120,7338,301,421,5378,5799,5,0,10,8,2,40,1,3,7,29,1190,17,38,63,73,999,134,84,47,3,976,85,43,33,9,2440,191,246,1195,1441,0,0,5,5,0,1,0,0,0,1,123,0,0,1,9,113,12,9,3,0,171,4,2,0,2,316,10,16,187,203,0,0,5,5,0,2,1,0,0,1,74,0,1,3,1,69,19,4,15,0,85,36,21,12,3,221,5,12,140,152
Hawaii (county) Police Department,2011,Hawaii,187053,HI00100,0,0,19,2,1,63,61,2,62,7,4,6,45,2199,20,57,146,140,1836,946,551,352,43,3360,404,168,100,136,7037,363,490,4710,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,104,0,1,0,0,103,12,3,9,0,66,26,14,9,3,211,1,4,104,108
Hawaii (county) Police Department,2010,Hawaii,185079,HI00100,0,0,18,3,0,85,84,1,79,3,10,6,60,2230,20,64,134,129,1883,1141,605,479,57,3627,487,236,150,101,7652,347,514,5255,5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,1,236,0,1,0,1,234,12,1,11,0,100,25,16,5,4,380,2,9,137,146
Hawaii (county) Police Department,2009,Hawaii,178760,HI00100,0,0,27,5,0,66,62,4,67,8,5,10,44,2328,26,52,120,132,1998,1415,777,582,56,3855,473,189,114,170,8209,330,468,5743,6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,1,0,1,9,0,1,1,0,7,16,4,12,0,74,22,12,7,3,127,2,8,112,120
Hawaii (county) Police Department,2008,Hawaii,175691,HI00100,0,0,27,4,0,78,71,7,73,4,7,10,52,2537,14,63,98,111,2251,1208,721,426,61,3796,490,185,116,189,8186,286,441,5494,5935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,15,0,0,1,0,14,21,3,15,3,78,29,22,4,3,145,1,3,128,131
Hawaii (county) Police Department,2007,Hawaii,172613,HI00100,0,0,25,5,0,77,74,3,102,7,4,4,87,2490,27,63,71,105,2224,1381,834,487,60,3996,542,212,144,186,8593,266,450,5919,6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,1,0,0,3,22,0,0,2,1,19,14,1,12,1,77,36,24,4,8,156,3,10,127,137
Hawaii (county) Police Department,2006,Hawaii,168645,HI00100,0,0,40,3,0,65,57,8,88,10,7,7,64,2403,27,79,97,73,2127,1426,745,617,64,4293,608,273,190,145,8886,276,432,6327,6759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,19,0,1,0,1,17,11,3,7,1,53,16,11,5,0,101,2,4,80,84
Hawaii (county) Police Department,2005,Hawaii,164565,HI00100,0,0,57,5,0,18,16,2,93,9,6,7,71,2336,79,87,95,94,1981,1837,963,793,81,5211,759,443,163,153,10259,355,471,7807,8278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,10,10,5,5,0,55,39,28,6,5,115,1,1,104,105
Hawaii (county) Police Department,2004,Hawaii,159082,HI00100,0,0,32,3,0,86,73,13,53,9,5,4,35,2459,4,20,57,67,2311,1162,591,477,94,4335,432,231,121,80,8530,148,290,5929,6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,1,11,13,1,11,1,85,91,59,31,1,202,1,2,189,191
Hawaii (county) Police Department,2003,Hawaii,156374,HI00100,0,0,26,6,0,48,40,8,77,10,9,8,50,2395,12,27,62,63,2231,1437,780,564,93,4924,477,260,147,70,9364,164,295,6838,7133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,0,0,1,0,14,14,2,11,1,81,124,86,36,2,235,1,2,219,221
Hawaii (county) Police Department,2002,Hawaii,152771,HI00100,0,0,29,5,0,35,30,5,48,9,3,3,33,2344,7,29,52,45,2211,1539,794,656,89,4663,513,257,152,104,9147,133,221,6715,6936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,1,0,7,14,1,12,1,96,93,60,26,7,212,1,2,203,205
Hawaii (county) Police Department,2001,Hawaii,150255,HI00100,0,0,23,8,0,68,60,8,63,6,5,4,48,2316,7,31,58,42,2178,1538,838,598,102,4677,493,262,122,109,9163,138,277,6708,6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,1,0,0,1,12,0,1,1,0,10,22,8,14,0,84,87,61,24,2,211,2,8,193,201
Hawaii (county) Police Department,2000,Hawaii,148677,HI00100,0,0,28,4,0,53,46,7,54,9,5,4,36,2524,12,30,40,44,2398,1449,766,610,73,4355,384,215,96,73,8823,126,237,6188,6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,1,0,0,16,0,0,0,1,15,15,5,9,1,107,97,71,23,3,242,1,8,219,227
