agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Brazoria County Sheriff's Office,2023,Texas,132229,TX02000,0,0,0,5,0,51,49,2,21,10,1,3,7,1159,65,23,35,1,1035,237,144,89,4,940,204,96,100,8,2617,0,124,201,1381,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazoria County Sheriff's Office,2022,Texas,132797,TX02000,0,0,0,4,1,52,52,0,34,15,1,6,12,1136,85,29,27,2,993,211,113,93,5,1096,163,78,75,10,2697,0,143,233,1470,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazoria County Sheriff's Office,2021,Texas,122500,TX02000,0,0,0,3,0,40,39,1,28,19,1,2,6,1178,112,20,36,0,1010,187,112,70,5,752,142,59,77,6,2330,0,168,239,1081,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazoria County Sheriff's Office,2020,Texas,123459,TX02000,0,0,9,5,0,13,11,2,35,22,2,3,8,1202,104,28,45,4,1021,212,106,98,8,792,182,157,14,11,2441,0,181,234,1186,1420,0,0,0,0,0,0,0,0,0,0,97,4,0,3,2,88,0,0,0,0,5,1,1,0,0,103,0,9,9,6,15
Brazoria County Sheriff's Office,2019,Texas,120569,TX02000,0,0,3,4,0,13,13,0,34,18,1,3,12,1076,55,24,39,1,957,306,157,129,20,851,168,136,13,19,2452,0,119,170,1325,1495,0,0,0,0,0,0,0,0,0,0,99,2,0,0,1,96,3,2,1,0,7,3,3,0,0,112,0,3,3,13,16
Brazoria County Sheriff's Office,2018,Texas,120066,TX02000,0,0,6,0,0,20,20,0,35,21,0,2,12,1084,69,19,20,8,968,251,117,130,4,838,137,121,3,13,2365,0,116,171,1226,1397,0,0,1,1,0,0,0,0,0,0,81,1,1,0,0,79,4,0,4,0,10,5,5,0,0,101,0,2,3,19,22
Brazoria County Sheriff's Office,2017,Texas,120049,TX02000,0,0,6,4,0,15,15,0,27,13,1,2,11,1017,69,23,19,10,896,303,176,123,4,684,109,99,3,7,2159,0,121,167,1096,1263,0,0,1,0,1,2,0,1,0,1,37,0,0,0,0,37,3,0,3,0,7,3,3,0,0,53,0,0,3,13,16
Brazoria County Sheriff's Office,2016,Texas,117725,TX02000,0,0,8,6,0,8,8,0,36,21,6,1,8,1086,82,19,20,3,962,270,146,119,5,679,130,92,1,37,2215,0,124,174,1079,1253,1,0,1,1,0,0,0,0,0,0,46,0,0,1,0,45,0,0,0,0,9,3,3,0,0,60,0,1,3,12,15
Brazoria County Sheriff's Office,2015,Texas,117448,TX02000,0,0,5,1,0,17,16,1,20,11,2,1,6,1046,55,27,16,8,940,340,163,170,7,748,124,95,4,25,2296,0,106,144,1212,1356,0,0,3,2,1,0,0,0,0,0,31,0,0,0,0,31,1,0,1,0,5,4,4,0,0,44,0,0,3,10,13
Brazoria County Sheriff's Office,2014,Texas,116106,TX02000,0,0,6,0,0,16,15,1,24,12,2,1,9,1088,61,17,8,14,988,327,182,140,5,777,97,81,8,8,2329,0,100,140,1201,1341,0,0,3,3,0,0,0,0,0,0,45,0,0,0,1,44,6,2,4,0,9,4,4,0,0,67,0,1,4,19,23
