agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Milton Police Department,2023,Georgia,42190,GA06057,0,0,0,0,0,5,4,1,0,0,0,0,0,184,6,6,3,10,159,26,19,6,1,195,5,4,1,0,415,0,25,30,226,256,0,0,2,2,0,0,0,0,0,0,53,3,3,2,5,40,1,1,0,0,40,0,0,0,0,96,0,13,15,41,56,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,2,0,0,0,0,6,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Police Department,2022,Georgia,41330,GA06057,0,0,0,0,0,5,5,0,2,1,1,0,0,114,6,3,1,11,93,31,21,9,1,224,6,3,2,1,382,0,21,28,261,289,0,0,1,1,0,0,0,0,0,0,32,0,1,0,2,29,1,0,1,0,35,1,0,0,1,70,0,3,4,37,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Police Department,2021,Georgia,40781,GA06057,0,0,0,0,0,4,4,0,3,1,0,0,2,144,6,2,2,13,121,28,20,7,1,170,7,4,2,1,356,0,23,30,205,235,0,0,0,0,0,1,1,0,0,0,39,1,1,0,5,32,1,1,0,0,26,0,0,0,0,67,0,7,8,27,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Police Department,2020,Georgia,40368,GA06057,0,0,0,0,0,5,5,0,1,0,0,0,1,139,2,2,2,3,130,32,15,17,0,169,5,4,1,0,351,0,9,15,206,221,0,0,0,0,0,0,0,0,0,0,40,0,0,1,2,37,2,0,2,0,22,1,0,1,0,65,0,3,3,25,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Police Department,2019,Georgia,40067,GA06057,0,0,0,0,0,10,10,0,1,0,0,0,1,160,2,0,2,0,156,29,6,23,0,254,8,7,1,0,462,0,4,15,291,306,0,0,4,4,0,1,0,0,0,1,69,1,0,1,0,67,3,3,0,0,65,2,1,1,0,144,0,2,7,70,77,0,0,2,2,0,1,0,0,0,1,7,0,0,0,0,7,1,1,0,0,7,1,0,1,0,19,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,18,0,0,0,0,23,0,0,0,18,18
Milton Police Department,2018,Georgia,39848,GA06057,0,0,0,0,0,4,4,0,3,1,0,2,0,168,0,0,4,0,164,19,9,10,0,261,8,8,0,0,463,0,4,11,288,299,0,0,3,3,0,1,0,0,1,0,55,0,0,0,0,55,6,3,3,0,131,2,2,0,0,198,0,0,4,139,143,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,14,0,0,0,9,9,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,16,1,0,1,0,22,3,3,0,0,43,0,0,1,26,27
Milton Police Department,2017,Georgia,39388,GA06057,0,0,0,0,0,3,3,0,3,2,0,1,0,130,0,0,3,0,127,40,6,34,0,247,11,11,0,0,434,0,3,9,298,307,0,0,2,2,0,3,2,0,1,0,66,0,0,3,0,63,6,0,6,0,116,2,2,0,0,195,0,3,8,124,132,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,9,0,0,0,0,6,1,1,0,0,17,0,1,1,7,8,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,13,0,0,0,0,20,0,0,1,13,14
Milton Police Department,2016,Georgia,38551,GA06057,0,0,0,1,0,3,3,0,1,0,0,0,1,131,0,4,1,0,126,49,20,29,0,284,5,5,0,0,474,0,5,10,338,348,0,0,6,6,0,0,0,0,0,0,79,0,4,0,0,75,5,1,4,0,117,1,1,0,0,208,0,4,10,123,133,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,8,1,0,1,0,4,1,1,0,0,16,0,2,2,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,22,3,3,0,0,37,0,0,0,25,25
Milton Police Department,2015,Georgia,37665,GA06057,0,0,0,2,0,1,1,0,2,2,0,0,0,142,3,0,4,0,135,40,7,33,0,318,13,12,1,0,518,0,7,12,371,383,1,0,1,1,0,5,5,0,0,0,96,1,0,2,0,93,7,2,5,0,119,3,2,1,0,232,0,3,10,129,139,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,20,0,0,0,0,9,0,0,0,0,30,0,1,1,9,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,25,1,1,0,0,29,0,0,0,26,26
Milton Police Department,2014,Georgia,36702,GA06057,0,0,0,0,0,1,1,0,0,0,0,1,-1,114,0,2,4,0,108,53,10,43,0,312,0,0,0,0,480,0,6,7,365,372,1,0,0,0,0,1,0,0,0,1,71,0,0,4,0,67,11,1,10,0,105,0,0,0,0,189,0,4,6,116,122,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,2,0,2,0,7,0,0,0,0,19,0,0,0,9,9,0,0,1,1,0,2,0,0,0,2,14,0,0,0,0,14,0,0,0,0,16,0,0,0,0,33,0,0,3,16,19
