agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Littleton Police Department,2023,Colorado,44345,CO00302,0,0,0,0,0,23,22,1,18,10,2,4,2,266,15,8,12,12,219,189,102,80,7,790,263,229,17,17,1549,0,47,88,1242,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2022,Colorado,44821,CO00302,0,0,0,1,0,33,32,1,22,11,2,7,2,338,21,9,15,11,282,271,165,91,15,889,307,257,27,23,1861,0,56,112,1467,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2021,Colorado,46466,CO00302,0,0,0,0,0,15,15,0,19,10,1,5,3,274,14,11,11,5,233,265,136,116,13,827,348,315,17,16,1748,0,41,75,1440,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2020,Colorado,48805,CO00302,0,0,0,0,0,27,26,1,13,5,0,7,1,266,7,10,16,2,231,221,126,81,14,776,244,217,7,20,1547,0,35,75,1241,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2019,Colorado,48831,CO00302,0,0,0,0,0,20,20,0,13,8,0,5,0,268,1,0,9,0,258,211,109,83,19,974,187,150,15,22,1673,0,10,43,1372,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2018,Colorado,48632,CO00302,0,0,0,2,0,7,6,1,17,9,1,6,1,235,3,4,9,1,218,221,109,95,17,1140,205,165,14,26,1827,0,17,43,1566,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2017,Colorado,47112,CO00302,0,0,0,0,0,25,24,1,16,13,0,3,0,276,0,1,14,0,261,262,133,116,13,1002,171,155,7,9,1752,0,15,56,1435,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2016,Colorado,47288,CO00302,0,0,0,3,0,12,12,0,13,6,3,4,0,288,2,3,15,0,268,241,123,99,19,907,149,112,12,25,1613,0,20,48,1297,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2015,Colorado,45363,CO00302,0,0,0,0,0,19,19,0,9,4,0,5,0,282,1,2,12,0,267,200,101,74,25,773,112,84,9,19,1395,0,15,43,1085,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2014,Colorado,44859,CO00302,0,0,0,1,0,24,23,1,9,6,2,1,0,255,0,1,4,1,249,232,122,88,22,650,101,91,4,6,1272,0,6,40,983,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2013,Colorado,44375,CO00302,0,0,0,1,0,17,17,0,6,3,0,3,0,264,0,7,12,1,244,214,100,97,17,961,106,82,10,14,1569,0,20,44,1281,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2012,Colorado,43229,CO00302,0,0,0,4,1,21,19,2,15,4,1,7,3,273,1,1,12,3,256,256,118,107,31,915,81,68,4,9,1566,0,17,57,1252,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2011,Colorado,42464,CO00302,0,0,0,2,0,11,11,0,14,5,0,3,6,319,5,6,7,9,292,231,118,96,17,828,63,49,3,11,1468,0,27,54,1122,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton Police Department,2010,Colorado,41737,CO00302,0,0,3,1,0,3,3,0,22,5,3,0,14,262,2,4,3,18,235,238,122,78,38,851,96,61,7,28,1473,0,27,53,1185,1238,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,3,1,0,9,0,0,1,7,8
Littleton Police Department,2009,Colorado,40815,CO00302,0,0,2,0,0,5,5,0,18,7,2,3,6,317,8,10,7,15,277,215,110,84,21,933,101,72,10,19,1589,0,40,63,1249,1312,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,4,0,0,0,2,2
Littleton Police Department,2008,Colorado,40676,CO00302,0,0,2,0,0,9,8,1,24,14,2,2,6,283,7,8,4,12,252,217,99,98,20,916,134,88,13,33,1583,0,31,64,1267,1331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3
