agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Leesville Police Department,2017,Louisiana,6226,LA05801,0,0,4,0,0,9,9,0,4,1,1,0,2,205,5,5,25,11,159,49,14,35,0,301,13,12,0,1,581,46,59,363,422,0,0,4,4,0,3,0,1,0,2,145,2,4,11,6,122,13,3,10,0,101,0,0,0,0,266,23,30,114,144,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,7,2,2,0,0,7,0,0,0,0,20,4,4,9,13,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,2,3,1,4
Leesville Police Department,2016,Louisiana,6270,LA05801,0,0,1,1,0,7,7,0,3,2,0,0,1,165,15,3,21,6,120,74,36,36,2,356,7,7,0,0,613,45,56,437,493,1,0,3,3,0,0,0,0,0,0,101,4,2,12,5,78,14,7,7,0,146,3,3,0,0,268,23,27,163,190,0,0,2,2,0,0,0,0,0,0,6,0,0,1,0,5,1,0,1,0,9,0,0,0,0,18,1,3,10,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,2,2
Leesville Police Department,2015,Louisiana,6496,LA05801,0,0,11,2,0,4,4,0,6,2,2,1,1,180,3,5,24,8,140,91,52,35,4,394,17,15,2,0,694,40,52,502,554,2,0,2,2,0,6,1,4,1,0,108,1,0,10,2,95,20,9,11,0,177,6,5,1,0,321,13,23,203,226,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,10,1,1,0,0,9,0,0,0,0,21,0,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,3,0,0,3,3
Leesville Police Department,2014,Louisiana,6632,LA05801,0,0,3,4,0,6,6,0,8,4,0,2,2,132,1,3,11,7,110,54,31,23,0,425,18,17,1,0,647,22,40,497,537,2,0,0,0,0,0,0,0,0,0,55,0,1,2,2,50,2,0,2,0,141,1,1,0,0,201,5,7,144,151,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,20,0,0,0,0,23,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leesville Police Department,2013,Louisiana,6869,LA05801,0,0,0,0,0,1,1,0,4,2,1,0,1,119,4,2,6,12,95,13,4,9,0,230,7,7,0,0,374,24,29,250,279,0,0,0,0,0,3,2,1,0,0,60,3,1,4,6,46,1,1,0,0,70,1,1,0,0,135,14,17,72,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,2
Leesville Police Department,2012,Louisiana,6623,LA05801,0,0,2,0,0,3,3,0,1,1,0,0,0,121,1,6,15,4,95,8,2,6,0,274,3,0,3,0,410,26,30,285,315,0,0,1,1,0,1,1,0,0,0,48,0,2,4,3,39,1,0,1,0,63,0,0,0,0,114,9,11,64,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leesville Police Department,2011,Louisiana,6672,LA05801,0,0,6,0,0,2,2,0,3,2,0,0,1,103,10,4,13,3,73,26,18,8,0,288,6,5,0,1,428,30,35,320,355,0,0,1,1,0,2,1,0,0,1,61,5,4,7,2,43,3,2,1,0,83,2,1,0,1,152,18,21,88,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Leesville Police Department,2010,Louisiana,6612,LA05801,0,0,6,0,0,8,3,0,21,3,2,2,13,170,3,5,17,2,130,27,12,11,0,324,4,2,1,0,554,40,69,355,424,0,0,5,2,0,8,1,2,1,4,88,2,3,8,2,66,3,0,3,0,112,1,1,0,0,217,22,35,116,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3,1,1,2,3
Leesville Police Department,2009,Louisiana,5600,LA05801,0,0,8,0,0,3,2,1,6,3,1,1,1,147,6,5,7,10,119,41,29,11,1,383,5,3,2,0,585,28,37,429,466,0,0,0,0,0,2,1,1,0,0,86,6,2,1,6,71,5,4,1,0,150,0,0,0,0,243,15,17,155,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Leesville Police Department,2008,Louisiana,5867,LA05801,0,0,4,2,0,6,6,0,1,1,0,0,0,150,9,10,21,28,82,23,14,8,1,294,7,5,0,2,483,68,77,324,401,0,0,4,4,0,0,0,0,0,0,73,4,6,9,19,35,2,2,0,0,114,2,1,0,1,195,38,42,118,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
