agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Pevely Police Department,2023,Missouri,6020,MO05006,0,0,0,0,0,1,1,0,0,0,0,0,0,49,5,0,0,3,41,3,0,3,0,48,5,4,0,1,106,0,8,9,56,65,0,0,2,2,0,0,0,0,0,0,30,3,0,0,2,25,0,0,0,0,4,0,0,0,0,36,0,5,7,4,11,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2022,Missouri,5998,MO05006,0,0,0,0,0,4,4,0,0,0,0,0,0,74,3,0,4,3,64,13,7,5,1,107,21,20,1,0,219,0,10,14,141,155,0,0,2,2,0,0,0,0,0,0,28,3,0,1,1,23,3,2,1,0,14,4,4,0,0,51,0,5,7,21,28,0,0,1,1,0,0,0,0,0,0,8,0,0,1,0,7,0,0,0,0,2,0,0,0,0,11,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2021,Missouri,6042,MO05006,0,0,0,0,0,7,7,0,1,1,0,0,0,95,1,2,7,5,80,29,12,16,1,136,30,26,2,2,298,0,15,23,195,218,0,0,3,3,0,1,1,0,0,0,39,1,2,5,3,28,6,2,3,1,26,6,6,0,0,81,0,11,15,38,53,0,0,2,2,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2020,Missouri,6020,MO05006,0,0,0,0,0,5,5,0,0,0,0,0,0,166,6,6,18,5,131,56,41,13,2,147,29,27,1,1,403,0,35,40,232,272,0,0,1,1,0,0,0,0,0,0,74,4,5,10,5,50,11,9,0,2,17,7,6,1,0,110,0,24,25,35,60,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2019,Missouri,5917,MO05006,0,0,6,0,0,4,4,0,3,2,0,0,1,144,4,6,11,7,116,25,15,10,0,133,23,21,1,1,332,0,28,35,181,216,0,0,1,1,0,2,1,0,0,1,84,4,5,8,4,63,6,4,2,0,24,15,14,1,0,132,0,21,24,45,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2018,Missouri,5883,MO05006,0,0,4,0,0,5,5,0,4,3,0,0,1,143,11,2,4,8,118,20,12,8,0,131,15,14,1,0,318,0,25,34,166,200,0,0,1,1,0,2,1,0,0,1,69,6,0,4,5,54,4,3,1,0,15,14,13,1,0,105,0,15,18,33,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2017,Missouri,5748,MO05006,0,0,7,0,0,9,9,0,0,0,0,0,0,125,2,4,2,4,113,23,16,6,1,142,14,11,1,2,313,0,12,21,179,200,0,0,2,2,0,0,0,0,0,0,63,1,4,1,4,53,10,7,2,1,32,10,7,2,1,117,0,10,12,52,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2016,Missouri,5682,MO05006,0,0,4,0,0,1,1,0,3,1,1,0,1,92,2,2,0,1,87,16,6,10,0,106,7,6,1,0,225,0,5,9,129,138,0,0,0,0,0,0,0,0,0,0,52,0,2,0,1,49,2,1,1,0,18,7,6,1,0,79,0,3,3,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2015,Missouri,5646,MO05006,0,0,4,0,0,1,1,0,0,0,0,0,0,104,1,0,3,2,98,13,8,5,0,120,8,6,1,1,246,0,6,7,141,148,0,0,0,0,0,0,0,0,0,0,60,0,0,2,2,56,3,2,1,0,25,6,5,1,0,94,0,4,4,34,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevely Police Department,2014,Missouri,5587,MO05006,0,0,2,0,0,3,3,0,0,0,0,0,0,51,0,0,2,5,44,11,7,4,0,92,8,3,3,2,165,0,7,10,111,121,0,0,0,0,0,0,0,0,0,0,28,0,0,2,2,24,1,1,0,0,20,0,0,0,0,49,0,4,4,21,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
