agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Katy I.s.d. Police Department,2023,Texas,0,TX10167,0,0,0,0,0,0,0,0,3,2,0,0,1,380,1,0,4,10,365,0,0,0,0,122,1,1,0,0,506,0,15,18,123,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katy I.s.d. Police Department,2022,Texas,0,TX10167,0,0,0,0,0,0,0,0,2,0,0,0,2,482,2,6,18,34,422,3,0,3,0,210,0,0,0,0,697,0,60,62,213,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katy I.s.d. Police Department,2021,Texas,,TX10167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katy I.s.d. Police Department,2020,Texas,0,TX10167,0,0,0,0,0,6,1,5,2,0,1,0,1,30,0,2,1,0,27,1,0,1,0,119,0,0,0,0,158,0,3,11,120,131,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1
Katy I.s.d. Police Department,2019,Texas,0,TX10167,0,0,1,0,0,20,12,8,9,1,8,0,0,118,1,2,1,0,114,2,1,1,0,228,1,1,0,0,378,0,4,33,231,264,0,0,1,0,1,0,0,0,0,0,46,0,0,0,0,46,0,0,0,0,2,0,0,0,0,49,0,0,1,2,3
Katy I.s.d. Police Department,2018,Texas,0,TX10167,0,0,0,0,0,10,6,4,5,0,4,0,1,147,1,1,2,0,143,1,1,0,0,228,0,0,0,0,391,0,4,19,229,248,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,1,0,0,0,0,30,0,0,0,1,1
Katy I.s.d. Police Department,2017,Texas,0,TX10167,0,0,0,0,0,4,3,1,2,0,0,0,2,51,0,0,1,0,50,8,4,2,2,266,0,0,0,0,331,0,1,7,274,281,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,8,0,0,2,1,3
Katy I.s.d. Police Department,2016,Texas,0,TX10167,0,0,0,0,0,19,4,15,0,0,0,0,0,30,0,1,0,0,29,8,6,2,0,235,3,1,2,0,295,0,1,20,246,266,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,1,0,0,0,0,12,0,0,1,1,2
Katy I.s.d. Police Department,2015,Texas,0,TX10167,0,0,0,0,0,1,1,0,1,0,0,0,1,182,0,2,3,0,177,5,4,1,0,268,0,0,0,0,457,0,5,7,273,280,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,5,0,0,0,0,18,0,0,0,5,5
Katy I.s.d. Police Department,2014,Texas,0,TX10167,0,0,0,0,0,3,3,0,3,2,0,0,1,230,2,1,0,1,226,6,2,3,1,295,1,1,0,0,538,0,4,10,302,312,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,14,0,0,0,0,3,0,0,0,0,18,0,1,1,3,4
