agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Met Dist Comm Pd Milton,1977,Massachusetts,0,MA01129,0,0,0,2,0,6,4,2,6,1,2,0,3,17,17,1,2,6,8,0,10,10,0,0,40,23,20,1,2,104,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1978,Massachusetts,0,MA01129,0,0,5,0,0,4,3,1,9,2,1,3,3,14,14,0,0,3,11,0,5,5,0,0,71,24,17,7,0,127,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,2,1,5,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,9,4,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1979,Massachusetts,0,MA01129,NA,NA,NA,2,0,1,1,0,2,0,1,0,1,11,11,0,0,3,8,0,6,6,0,0,32,15,15,0,0,69,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1980,Massachusetts,0,MA01129,0,0,0,1,0,6,4,2,5,2,1,0,2,8,8,1,0,2,5,0,7,4,0,3,33,14,12,2,0,74,0,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1981,Massachusetts,0,MA01129,0,0,0,0,0,5,2,3,3,2,0,0,1,15,13,0,2,3,8,2,1,1,0,0,38,38,35,3,0,100,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1982,Massachusetts,0,MA01129,0,0,2,2,0,0,0,0,5,0,0,0,5,13,13,0,0,3,10,0,3,3,0,0,22,10,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1983,Massachusetts,0,MA01129,0,0,4,0,0,4,2,2,9,1,5,0,3,15,15,0,2,3,10,0,4,3,1,0,31,13,13,0,0,76,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9,2,9,2,0,0,1,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1984,Massachusetts,0,MA01129,0,1,0,1,0,5,2,3,0,0,0,0,0,8,8,1,1,0,6,0,3,3,0,0,16,33,33,0,0,66,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1985,Massachusetts,0,MA01129,0,0,4,0,0,3,3,0,4,1,1,0,2,10,8,1,0,5,2,2,6,5,1,0,29,31,31,0,0,83,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met Dist Comm Pd Milton,1986,Massachusetts,0,MA01129,0,0,2,0,0,3,2,1,4,0,0,3,1,14,11,1,0,5,5,3,3,2,0,1,20,24,23,1,0,68,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
