agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Neptune City Police,2023,New Jersey,4594,NJ01335,0,0,0,0,0,0,0,0,1,0,0,0,1,61,0,2,0,6,53,13,4,2,7,148,7,7,0,0,230,0,8,9,168,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptune City Police,2022,New Jersey,4620,NJ01335,0,0,0,0,0,1,1,0,2,0,0,0,2,59,0,0,1,11,47,5,1,3,1,80,3,2,0,1,150,0,12,15,88,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptune City Police,2021,New Jersey,4573,NJ01335,0,0,0,0,0,2,2,0,1,0,0,0,1,46,0,0,1,2,43,6,2,4,0,60,1,1,0,0,116,0,3,6,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptune City Police,2020,New Jersey,4573,NJ01335,0,0,0,0,0,1,1,0,4,1,0,0,3,62,0,4,4,6,48,9,1,5,3,111,4,3,0,1,191,0,14,19,124,143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2
Neptune City Police,2019,New Jersey,4625,NJ01335,0,0,0,0,0,0,0,0,2,1,0,0,1,50,0,0,1,8,41,6,4,2,0,112,0,0,0,0,170,0,9,11,118,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptune City Police,2018,New Jersey,4694,NJ01335,0,0,0,0,0,1,1,0,1,0,1,0,0,55,0,3,3,2,47,9,2,7,0,130,2,2,0,0,198,0,8,10,141,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptune City Police,2017,New Jersey,4725,NJ01335,0,0,2,0,0,1,1,0,4,2,1,0,1,58,1,2,1,4,50,15,6,5,4,124,5,5,0,0,207,0,8,13,144,157,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Neptune City Police,2016,New Jersey,4790,NJ01335,0,0,1,1,0,0,0,0,6,1,0,2,3,49,0,1,1,4,43,23,11,6,6,117,2,1,0,1,198,0,6,13,142,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Neptune City Police,2015,New Jersey,4817,NJ01335,0,0,5,0,0,1,1,0,3,1,0,0,2,54,0,1,0,6,47,18,6,5,7,130,7,6,1,0,213,0,7,11,155,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,2
Neptune City Police,2014,New Jersey,4831,NJ01335,0,0,0,0,0,0,0,0,5,4,0,0,1,40,0,1,3,5,31,27,13,11,3,153,3,3,0,0,228,0,9,14,183,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptune City Police,2013,New Jersey,4830,NJ01335,0,0,0,0,0,0,0,0,8,3,1,0,4,52,0,0,6,5,41,38,19,16,3,175,6,4,0,2,279,0,11,19,219,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
Neptune City Police,2012,New Jersey,4897,NJ01335,0,0,0,1,0,0,0,0,2,0,2,0,0,38,0,1,1,3,33,22,12,10,0,132,3,3,0,0,198,0,5,8,157,165,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,1,0,0,0,0,0,0,0,6,0,0,0,1,1
Neptune City Police,2011,New Jersey,4885,NJ01335,0,0,0,0,0,1,1,0,2,1,0,1,0,50,0,1,0,8,41,35,16,16,3,139,4,2,1,1,231,0,9,12,178,190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,0,4,0,0,0,3,3
Neptune City Police,2010,New Jersey,4869,NJ01335,0,0,1,0,0,2,2,0,9,2,3,0,4,70,1,1,2,2,64,33,12,16,5,166,9,6,3,0,289,0,6,17,208,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Neptune City Police,2009,New Jersey,5100,NJ01335,0,0,3,1,0,0,0,0,7,2,2,0,3,67,1,1,3,2,60,26,8,10,8,146,3,1,1,1,250,0,7,15,175,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Neptune City Police,2008,New Jersey,5120,NJ01335,0,0,3,0,0,0,0,0,1,1,0,0,0,90,1,1,1,6,81,29,7,13,9,150,5,3,2,0,275,0,9,10,184,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,2,2
