agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Dobbs Ferry Village Police Department,2017,New York,11127,NY05925,0,0,0,0,0,0,0,0,1,0,0,0,1,37,0,0,2,1,34,4,1,2,1,85,0,0,0,0,127,3,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,27,1,1,0,0,21,0,0,0,0,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2016,New York,11180,NY05925,0,0,0,0,0,1,1,0,3,0,0,0,3,19,0,1,0,2,16,20,12,5,3,71,1,0,0,1,115,3,0,0,0,0,0,2,0,0,0,2,13,0,1,0,2,10,5,4,1,0,13,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2015,New York,11151,NY05925,0,0,0,0,0,1,1,0,1,0,0,0,1,30,1,0,1,5,23,13,7,5,1,74,3,3,0,0,122,7,0,0,1,1,0,1,0,0,0,1,22,1,0,1,4,16,2,2,0,0,22,2,2,0,0,50,6,0,0,1,1,0,1,0,0,0,1,3,0,0,1,2,0,1,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2014,New York,11102,NY05925,0,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,2,0,30,11,5,3,3,81,4,4,0,0,129,2,0,0,0,0,0,1,0,0,0,1,27,0,0,2,0,25,1,0,1,0,25,2,2,0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2013,New York,11021,NY05925,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,30,13,9,4,0,89,2,2,0,0,135,1,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,26,4,4,0,0,21,1,1,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2012,New York,NA,NY05925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobbs Ferry Village Police Department,2011,New York,10924,NY05925,0,0,0,0,0,0,0,0,9,0,0,3,6,45,0,1,4,1,39,17,7,9,1,116,7,5,1,1,194,6,0,0,0,0,0,8,0,0,1,7,35,0,1,3,0,31,4,2,2,0,32,1,0,1,0,80,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2010,New York,10875,NY05925,0,0,0,0,0,0,0,0,5,2,0,0,3,62,0,0,1,1,60,21,11,10,0,112,2,1,0,1,202,2,0,0,0,0,0,1,0,0,0,1,49,0,0,1,1,47,9,4,5,0,28,2,1,0,1,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobbs Ferry Village Police Department,2009,New York,11187,NY05925,0,0,0,0,0,0,0,0,2,0,0,0,2,58,0,0,2,1,55,26,14,10,2,144,6,6,0,0,236,3,0,0,0,0,0,1,0,0,0,1,39,0,0,2,1,36,3,1,2,0,28,3,3,0,0,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Dobbs Ferry Village Police Department,2008,New York,11251,NY05925,0,0,0,0,0,1,1,0,1,0,0,0,1,37,0,1,2,1,33,16,12,4,0,109,3,3,0,0,167,4,0,0,0,0,0,0,0,0,0,0,30,0,1,2,1,26,6,5,1,0,25,0,0,0,0,61,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
