agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Williamson County Sheriff's Office,2023,Tennessee,66971,TN09400,0,0,0,0,0,12,12,0,3,2,0,0,1,1109,32,21,92,5,959,42,17,20,5,205,18,9,6,3,1389,0,150,165,265,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2022,Tennessee,66169,TN09400,0,0,0,1,0,16,16,0,3,1,0,0,2,826,36,20,54,6,710,56,27,27,2,224,10,3,6,1,1136,0,116,136,290,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2021,Tennessee,64570,TN09400,0,0,0,2,0,15,15,0,0,0,0,0,0,637,33,25,62,7,510,47,20,27,0,233,23,14,5,4,957,0,127,144,303,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2020,Tennessee,61974,TN09400,0,0,0,2,0,19,19,0,4,3,0,0,1,418,20,18,53,2,325,67,24,43,0,220,24,7,10,7,754,0,93,118,311,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2019,Tennessee,60845,TN09400,0,0,0,2,0,14,13,1,2,1,0,1,0,585,28,15,50,8,484,66,23,43,0,196,27,16,6,5,892,0,101,119,289,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2018,Tennessee,60095,TN09400,0,0,0,2,0,8,7,1,4,1,1,0,2,492,10,18,31,6,427,80,23,55,2,226,21,10,9,2,833,0,65,79,327,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2017,Tennessee,59265,TN09400,0,0,0,1,0,7,7,0,3,2,0,0,1,385,19,15,24,8,319,98,42,52,4,245,27,12,8,7,766,0,66,77,370,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2016,Tennessee,56091,TN09400,0,0,0,2,0,11,11,0,2,0,1,1,0,365,17,8,25,7,308,93,59,28,6,235,19,10,2,7,727,0,57,72,347,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2015,Tennessee,54232,TN09400,0,0,0,0,0,9,9,0,1,1,0,0,0,394,20,4,16,6,348,90,38,50,2,291,19,5,3,11,804,0,46,56,400,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2014,Tennessee,52179,TN09400,0,0,0,1,1,4,4,0,4,1,0,1,2,335,12,10,17,10,286,124,56,62,6,331,11,4,5,2,811,0,49,58,466,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2013,Tennessee,50544,TN09400,0,0,0,0,0,6,5,1,1,1,0,0,0,376,20,18,22,6,310,133,71,61,1,298,26,10,0,16,840,0,66,73,457,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2012,Tennessee,49860,TN09400,0,0,0,0,0,7,7,0,8,4,1,0,3,355,21,13,17,8,296,154,83,62,9,312,26,16,2,8,862,0,59,74,492,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2011,Tennessee,48473,TN09400,0,0,0,0,0,4,4,0,3,3,0,0,0,338,6,10,12,7,303,166,102,59,5,272,20,11,6,3,803,0,35,42,458,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2010,Tennessee,48041,TN09400,0,0,0,2,0,3,3,0,2,1,0,1,0,336,14,11,14,2,295,176,87,81,8,350,20,12,2,6,889,0,41,48,546,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2009,Tennessee,51499,TN09400,0,0,0,0,0,2,2,0,6,3,2,1,0,316,17,12,11,6,270,122,67,51,4,298,20,11,3,6,764,0,46,54,440,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County Sheriff's Office,2008,Tennessee,49321,TN09400,0,0,0,1,0,2,2,0,5,2,1,0,2,375,10,14,27,12,312,159,79,74,6,331,31,19,8,4,904,0,63,71,521,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
