agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Fort Bend County Sheriff's Office,2023,Texas,578695,TX07900,0,0,0,10,2,130,127,3,149,80,7,9,53,4899,254,141,147,21,4336,603,359,206,38,3850,503,330,157,16,10146,0,563,852,4956,5808,16,1,55,54,1,47,24,3,2,18,3222,98,120,92,11,2901,92,55,29,8,287,68,46,22,0,3788,0,321,439,447,886,1,0,17,17,0,8,4,1,0,3,536,3,21,10,0,502,9,6,3,0,20,21,15,6,0,612,0,34,60,50,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County Sheriff's Office,2022,Texas,564087,TX07900,0,0,0,10,0,116,116,0,129,66,8,7,48,4839,390,140,115,29,4165,818,480,212,126,4333,435,220,185,30,10680,0,674,929,5586,6515,10,0,47,47,0,27,13,3,0,11,3141,141,109,62,25,2804,103,47,38,18,306,57,34,22,1,3691,0,337,421,466,887,0,0,10,10,0,6,4,0,0,2,420,10,15,9,1,385,6,1,3,2,31,9,6,3,0,482,0,35,51,46,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County Sheriff's Office,2021,Texas,526388,TX07900,0,0,0,17,0,143,143,0,107,63,7,10,27,4452,464,111,108,19,3750,639,363,187,89,3637,421,235,145,41,9416,0,702,969,4697,5666,11,0,73,73,0,29,13,2,3,11,3066,149,88,70,14,2745,88,46,27,15,262,73,43,21,9,3602,0,321,434,423,857,0,0,13,13,0,4,3,0,1,0,388,4,10,3,1,370,4,2,1,1,17,12,9,3,0,438,0,18,35,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County Sheriff's Office,2020,Texas,507976,TX07900,0,0,0,11,3,148,146,2,117,57,7,5,48,4646,436,138,115,31,3926,675,419,200,56,3668,365,223,116,26,9633,0,720,996,4708,5704,9,2,70,69,1,32,13,2,5,12,3229,108,128,72,19,2902,143,88,42,13,354,63,55,8,0,3902,0,327,438,560,998,0,0,13,13,0,7,5,0,0,2,429,4,25,3,0,397,17,2,8,7,30,15,14,1,0,511,0,32,52,62,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County Sheriff's Office,2019,Texas,482965,TX07900,0,0,0,10,0,119,119,0,120,67,7,6,40,4465,331,132,89,40,3873,691,431,208,52,3653,299,189,96,14,9357,0,592,841,4643,5484,7,0,40,40,0,24,7,5,2,10,2957,112,100,62,20,2663,103,59,32,12,474,70,45,22,3,3675,0,294,365,647,1012,1,0,12,12,0,8,4,1,1,2,444,6,20,5,2,411,8,5,3,0,34,20,15,3,2,527,0,33,54,62,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County Sheriff's Office,2018,Texas,493696,TX07900,0,0,12,6,0,121,120,1,144,82,8,8,46,4050,266,95,158,38,3493,594,413,156,25,3165,209,121,73,15,8289,0,557,828,3968,4796,5,0,34,33,1,38,15,1,4,18,2486,76,71,98,15,2226,67,36,30,1,354,37,24,12,1,3021,0,260,337,458,795,0,0,4,4,0,11,7,0,0,4,299,6,14,7,0,272,6,5,1,0,31,6,4,1,1,357,0,27,42,43,85,1,0,27,27,0,0,0,0,0,0,113,2,3,5,1,102,14,2,10,2,86,15,12,3,0,256,0,11,39,115,154
Fort Bend County Sheriff's Office,2017,Texas,473445,TX07900,0,0,26,9,0,105,104,1,146,75,4,7,60,3899,226,66,238,29,3340,723,448,255,20,3049,246,140,92,14,8177,0,559,819,4018,4837,6,0,54,52,2,38,14,3,3,18,3087,98,65,180,19,2725,136,81,51,4,457,59,34,21,4,3837,0,362,460,652,1112,0,0,9,9,0,9,5,1,0,3,263,2,2,11,0,248,17,9,7,1,41,5,5,0,0,344,0,15,33,63,96,2,0,60,59,1,4,2,1,0,1,270,14,4,25,3,224,29,14,12,3,188,48,37,11,0,601,0,46,112,265,377
Fort Bend County Sheriff's Office,2016,Texas,451651,TX07900,0,0,15,18,1,83,78,5,141,77,4,5,55,2900,192,77,215,32,2384,1149,768,340,41,3006,264,147,84,33,7562,0,516,758,4419,5177,17,1,42,42,0,47,22,4,4,17,2460,102,56,168,28,2106,180,117,58,5,401,49,34,12,3,3197,0,354,460,630,1090,0,0,5,5,0,7,3,0,0,4,191,8,12,18,1,152,14,7,6,1,37,8,6,2,0,262,0,39,51,59,110,2,0,53,52,1,6,4,0,0,2,165,6,3,26,6,124,42,13,26,3,160,28,18,10,0,456,0,41,102,230,332
Fort Bend County Sheriff's Office,2015,Texas,438341,TX07900,0,0,51,8,0,69,65,4,130,67,4,4,55,2891,258,100,231,34,2268,1134,682,377,75,2851,248,118,88,42,7331,0,623,830,4233,5063,7,0,40,36,4,40,15,1,4,20,2361,99,90,173,30,1969,182,97,73,12,414,40,31,9,0,3084,0,392,479,636,1115,0,0,3,3,0,3,1,0,1,1,187,7,7,7,1,165,30,18,10,2,57,5,4,1,0,285,0,22,28,92,120,0,0,34,34,0,11,5,1,3,2,224,7,7,38,7,165,27,12,13,2,127,28,21,7,0,451,0,59,104,182,286
Fort Bend County Sheriff's Office,2014,Texas,408200,TX07900,0,0,98,3,0,91,84,7,163,86,6,11,60,2927,226,98,312,45,2246,1220,760,372,88,2493,216,132,68,16,7113,0,681,938,3929,4867,3,0,42,36,6,59,23,3,6,27,2512,99,89,296,33,1995,141,77,53,11,420,53,37,14,2,3230,0,517,621,614,1235,0,0,7,6,1,8,5,0,1,2,169,5,11,20,3,130,10,7,1,2,42,5,1,3,1,241,0,39,54,57,111,0,0,25,24,1,7,2,1,1,3,170,16,2,17,6,129,17,3,11,3,104,33,20,12,1,356,0,41,73,154,227
