agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Isabella County Sheriff's Office,2023,Michigan,42164,MI37137,0,0,0,0,0,11,11,0,2,2,0,0,0,296,7,5,15,11,258,30,23,4,3,252,36,31,5,0,627,0,38,51,318,369,0,0,4,4,0,1,1,0,0,0,89,4,2,4,9,70,3,1,1,1,46,3,3,0,0,146,0,19,24,52,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2022,Michigan,42172,MI37137,0,0,0,0,1,23,23,0,3,1,0,0,2,325,8,12,15,12,278,75,58,11,6,292,41,38,0,3,760,0,47,73,408,481,0,0,3,3,0,1,1,0,0,0,125,1,8,5,7,104,8,7,1,0,40,5,5,0,0,182,0,21,25,53,78,0,0,0,0,0,0,0,0,0,0,11,0,2,0,1,8,2,2,0,0,0,0,0,0,0,13,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2021,Michigan,44280,MI37137,0,0,0,0,0,20,19,1,2,1,0,0,1,232,8,11,3,10,200,38,30,5,3,268,33,31,1,1,593,0,32,54,339,393,0,0,1,1,0,0,0,0,0,0,80,6,5,4,3,62,2,2,0,0,41,5,5,0,0,129,0,18,19,48,67,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,1,1,1,0,0,10,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2020,Michigan,43374,MI37137,0,0,0,0,0,14,13,1,3,2,0,0,1,219,9,6,16,9,179,49,36,11,2,210,35,32,3,0,530,0,40,57,294,351,0,0,1,1,0,0,0,0,0,0,91,3,0,8,6,74,5,5,0,0,16,1,1,0,0,114,0,17,18,22,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2019,Michigan,43549,MI37137,0,0,0,0,0,20,20,0,3,2,0,0,1,254,1,4,5,14,230,51,30,18,3,186,19,9,10,0,533,0,24,47,256,303,0,0,5,5,0,1,1,0,0,0,105,0,3,1,9,92,10,2,8,0,45,4,2,2,0,170,0,13,19,59,78,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,1,1,1,0,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2018,Michigan,43923,MI37137,0,0,0,1,0,11,10,1,1,0,0,0,1,238,2,4,15,6,211,69,50,12,7,181,14,11,1,2,515,0,27,40,264,304,0,0,2,2,0,1,0,0,0,1,86,1,3,6,2,74,5,4,1,0,52,2,2,0,0,148,0,12,15,59,74,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,10,0,0,0,0,5,0,0,0,0,16,0,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2017,Michigan,43674,MI37137,0,0,0,0,0,31,28,3,1,0,0,0,1,228,6,6,13,10,193,98,67,26,5,207,14,8,4,2,579,0,35,67,319,386,0,0,11,10,1,0,0,0,0,0,108,4,1,7,3,93,13,12,1,0,73,5,3,2,0,210,0,15,26,91,117,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,0,5,3,2,1,0,17,0,0,1,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2016,Michigan,43120,MI37137,0,0,0,0,0,16,13,3,6,2,0,2,2,247,0,10,9,7,221,94,72,19,3,202,8,8,0,0,573,0,26,48,304,352,0,0,4,4,0,4,1,0,2,1,120,0,4,3,5,108,6,2,4,0,62,4,4,0,0,200,0,12,20,72,92,0,0,0,0,0,0,0,0,0,0,9,0,0,2,1,6,1,0,1,0,3,2,2,0,0,15,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2015,Michigan,43202,MI37137,0,0,0,0,0,4,4,0,3,0,2,0,1,216,12,6,6,9,183,68,47,15,6,184,8,5,3,0,483,0,33,40,260,300,0,0,0,0,0,1,0,0,0,1,102,9,3,2,6,82,4,3,1,0,72,2,2,0,0,181,0,20,21,78,99,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,8,0,0,0,0,5,0,0,0,0,15,0,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabella County Sheriff's Office,2014,Michigan,42730,MI37137,0,0,0,0,0,10,10,0,2,1,0,1,0,196,4,7,10,3,172,69,42,25,2,308,16,12,3,1,601,0,24,36,393,429,0,0,2,2,0,1,0,0,1,0,76,4,2,7,1,62,6,3,2,1,97,4,3,1,0,186,0,14,17,107,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
