agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Elberton Police Department,2023,Georgia,4868,GA05201,0,0,0,0,0,3,3,0,0,0,0,0,0,158,5,5,13,2,133,12,4,8,0,77,5,4,0,1,255,0,25,28,94,122,0,0,0,0,0,0,0,0,0,0,118,2,4,10,2,100,4,1,3,0,34,2,2,0,0,158,0,18,18,40,58,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,8,0,0,0,0,4,0,0,0,0,13,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elberton Police Department,2022,Georgia,4719,GA05201,0,0,0,0,0,7,7,0,0,0,0,0,0,147,17,3,11,2,114,22,12,9,1,113,7,6,1,0,296,0,33,40,142,182,0,0,2,2,0,0,0,0,0,0,85,12,0,10,0,63,10,6,3,1,36,2,1,1,0,135,0,22,24,48,72,0,0,2,2,0,0,0,0,0,0,8,5,0,0,0,3,1,1,0,0,0,0,0,0,0,11,0,5,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elberton Police Department,2021,Georgia,4328,GA05201,0,0,0,0,0,6,4,2,2,1,0,1,0,152,20,7,6,1,118,29,9,17,3,120,10,9,0,1,319,0,34,42,159,201,0,0,0,0,0,2,1,0,1,0,102,10,6,4,1,81,4,0,3,1,32,5,5,0,0,145,0,21,23,41,64,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,4,1,0,1,0,2,0,0,0,0,9,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elberton Police Department,2020,Georgia,4303,GA05201,0,0,0,0,0,7,7,0,6,1,1,1,3,180,7,11,6,4,152,31,14,11,6,118,8,6,0,2,350,0,28,41,157,198,0,0,2,2,0,4,0,1,1,2,115,5,9,3,3,95,6,2,4,0,49,4,3,0,1,180,0,20,26,59,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elberton Police Department,2019,Georgia,4321,GA05201,0,0,0,0,0,4,4,0,5,0,0,1,4,158,5,7,5,1,140,47,28,16,3,170,11,4,5,2,395,0,18,27,228,255,0,0,1,0,1,3,0,0,1,2,96,1,5,4,1,85,4,2,1,1,34,2,1,1,0,140,0,11,15,40,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elberton Police Department,2018,Georgia,4300,GA05201,0,0,0,0,0,2,1,1,4,2,0,1,1,99,9,4,9,11,66,44,26,9,9,170,5,2,0,3,324,0,33,39,219,258,0,0,0,0,0,1,0,0,0,1,40,5,2,4,1,28,3,2,1,0,38,0,0,0,0,82,0,12,13,41,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,5,5
Elberton Police Department,2017,Georgia,4397,GA05201,0,0,0,0,0,4,4,0,2,0,1,0,1,91,4,3,3,7,74,72,41,21,10,174,6,5,0,1,349,0,17,23,252,275,0,0,0,0,0,0,0,0,0,0,21,4,1,1,1,14,7,0,5,2,26,2,2,0,0,56,0,7,7,35,42,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,3,0,3,0,1,0,0,0,0,8,0,2,2,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,3,0,0,0,0,6,0,1,1,3,4
Elberton Police Department,2016,Georgia,4432,GA05201,0,0,0,1,0,2,2,0,2,1,0,1,0,133,15,6,12,13,87,61,39,19,3,204,10,8,1,1,413,0,46,51,275,326,0,0,0,0,0,0,0,0,0,0,39,8,3,3,0,25,7,7,0,0,34,1,1,0,0,81,0,14,14,42,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4
Elberton Police Department,2015,Georgia,4465,GA05201,0,0,0,0,0,0,0,0,5,0,0,0,5,143,10,5,8,20,100,58,34,23,1,206,11,7,0,4,423,0,43,48,275,323,0,0,0,0,0,0,0,0,0,0,35,1,2,1,0,31,7,5,2,0,37,7,6,1,0,86,0,4,4,51,55,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,3,1,0,5,1,1,0,0,16,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elberton Police Department,2014,Georgia,4500,GA05201,0,0,0,0,0,0,1,-1,7,2,0,0,5,110,0,5,5,20,80,50,25,17,8,262,8,6,0,2,437,0,30,37,320,357,0,0,0,0,0,1,0,0,0,1,17,0,0,1,0,16,7,3,4,0,43,2,2,0,0,70,0,1,2,52,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,5,0,0,0,0,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,1,0,0,0,0,5,0,1,1,1,2
Elberton Police Department,2013,Georgia,4476,GA05201,0,0,0,0,0,1,0,1,4,2,0,0,2,149,2,9,15,28,95,46,26,13,7,259,4,4,0,0,463,0,54,59,309,368,0,0,0,0,0,1,0,0,0,1,37,1,6,7,1,22,9,7,2,0,52,1,0,0,1,100,0,15,16,62,78,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,5,0,0,0,0,8,0,0,0,0,16,0,3,3,8,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2
Elberton Police Department,2012,Georgia,4638,GA05201,0,0,0,0,0,1,0,1,2,2,0,0,0,158,7,8,9,16,118,77,53,21,3,222,7,7,0,0,467,0,40,43,306,349,0,0,0,0,0,2,1,0,0,1,46,5,4,1,2,34,13,3,10,0,34,2,2,0,0,97,0,12,14,49,63,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,3,2,2,0,0,5,0,0,0,0,12,0,2,2,7,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,4,4
Elberton Police Department,2011,Georgia,4714,GA05201,0,0,0,0,0,1,1,0,8,4,0,2,2,131,6,8,14,7,96,124,60,46,18,234,1,1,0,0,499,0,35,44,359,403,0,0,0,0,0,0,0,0,0,0,42,1,5,9,2,25,16,6,10,0,46,3,3,0,0,107,0,17,17,65,82,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,7,3,0,3,0,3,0,0,0,0,16,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3
