agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Inglewood Police Department,2023,California,101790,CA01933,0,0,0,15,0,36,34,2,327,82,27,66,152,1280,126,62,131,79,882,371,242,95,34,2347,1104,952,146,6,5480,0,398,776,3822,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inglewood Police Department,2022,California,102879,CA01933,0,0,0,17,0,54,50,4,293,104,20,36,133,1005,166,41,85,28,685,312,219,84,9,1569,1102,907,161,34,4352,0,320,684,2983,3667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,15,3,1,20,0,0,0,19,19
Inglewood Police Department,2021,California,,CA01933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inglewood Police Department,2020,California,107986,CA01933,0,0,16,14,0,43,38,5,264,88,21,32,123,995,172,60,85,41,637,337,244,78,15,1269,889,807,68,14,3811,0,358,679,2495,3174,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,10,0,0,2,8,10
Inglewood Police Department,2019,California,109386,CA01933,0,0,6,2,0,51,51,0,358,91,33,54,180,878,101,42,83,34,618,308,189,112,7,1356,657,625,22,10,3610,0,260,671,2321,2992,0,0,0,0,0,3,1,0,1,1,14,0,0,1,1,12,1,1,0,0,2,7,7,0,0,27,0,2,5,10,15
Inglewood Police Department,2018,California,110726,CA01933,0,0,23,15,0,51,51,0,312,95,23,36,158,956,123,51,99,32,651,450,321,123,6,1636,658,648,3,7,4078,0,305,683,2744,3427,1,0,1,1,0,2,1,0,0,1,14,0,1,0,0,13,1,0,1,0,4,6,6,0,0,29,0,1,5,11,16
Inglewood Police Department,2017,California,110811,CA01933,0,0,3,13,0,46,45,1,389,128,16,48,197,870,128,58,99,52,533,492,376,109,7,1466,802,786,12,4,4078,0,337,785,2760,3545,0,0,1,1,0,1,0,0,0,1,11,0,2,4,0,5,0,0,0,0,0,2,2,0,0,15,0,6,8,2,10
Inglewood Police Department,2016,California,112059,CA01933,0,0,1,16,0,56,56,0,406,144,21,55,186,821,160,37,105,50,469,437,258,176,3,1229,790,544,219,27,3755,0,352,830,2456,3286,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,4,4,0,0,10,0,1,4,4,8
Inglewood Police Department,2015,California,112450,CA01933,0,0,9,7,0,44,44,0,358,111,24,34,189,932,124,57,125,60,566,523,301,213,9,1406,683,412,251,20,3953,0,366,775,2612,3387,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,8,1,0,10,0,1,1,9,10
Inglewood Police Department,2014,California,111997,CA01933,0,0,46,20,0,32,30,2,371,122,19,31,199,1003,109,64,126,61,643,582,339,200,43,1461,697,427,240,30,4166,0,360,783,2740,3523,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,4,1,0,10,0,0,3,7,10
Inglewood Police Department,2013,California,111672,CA01933,0,0,47,14,0,29,27,2,326,110,19,19,178,1043,179,50,91,50,673,637,384,201,52,1441,640,454,170,16,4130,0,370,739,2718,3457,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,6,4,2,0,12,0,1,2,10,12
Inglewood Police Department,2012,California,111488,CA01933,0,0,42,14,0,27,26,1,373,127,24,20,202,1049,131,57,117,61,683,646,400,197,49,1389,638,444,175,19,4136,0,366,780,2673,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,3,1,0,6,0,1,1,5,6
Inglewood Police Department,2011,California,110962,CA01933,0,0,36,13,0,33,31,2,343,130,13,20,180,1054,164,66,120,69,635,568,350,175,43,1459,555,359,178,18,4025,0,419,808,2582,3390,0,0,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,10,4,0,18,0,1,4,14,18
Inglewood Police Department,2010,California,109673,CA01933,0,0,45,20,0,32,31,1,381,149,24,29,179,1081,152,57,128,73,671,627,371,214,42,1342,703,506,185,12,4186,0,410,843,2672,3515,2,0,3,3,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,22,15,7,0,31,0,1,6,24,30
Inglewood Police Department,2009,California,112712,CA01933,0,0,56,27,0,32,28,4,485,224,29,41,191,1186,241,51,147,56,691,685,387,267,31,1615,730,466,247,17,4760,0,495,1039,3030,4069,1,0,2,2,0,3,1,0,0,2,8,1,0,4,0,3,2,0,2,0,2,8,8,0,0,26,0,5,11,12,23
Inglewood Police Department,2008,California,113454,CA01933,0,0,58,13,0,30,28,2,494,213,25,63,193,1199,139,69,165,76,750,710,374,317,19,1515,855,575,259,21,4816,0,449,986,3080,4066,3,0,6,6,0,0,0,0,0,0,7,1,0,1,0,5,0,0,0,0,0,3,2,1,0,19,0,2,11,3,14
Inglewood Police Department,2007,California,115223,CA01933,0,0,4,19,0,19,18,1,518,223,31,48,216,1148,165,77,160,78,668,851,484,351,16,1212,924,648,252,24,4691,0,480,1036,2987,4023,2,0,3,3,0,3,1,0,0,2,5,1,0,0,2,2,0,0,0,0,4,8,6,2,0,25,0,3,11,12,23
Inglewood Police Department,2006,California,115498,CA01933,0,0,8,36,0,36,35,1,486,246,15,49,176,1200,234,54,144,61,707,675,400,268,7,1194,1057,786,249,22,4684,0,493,1051,2926,3977,2,0,3,3,0,1,0,0,0,1,4,0,0,2,0,2,1,1,0,0,5,3,2,1,0,19,0,2,8,9,17
