agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Mount Kisco Village Police Department,2014,New York,11112,NY05920,0,0,0,0,0,2,2,0,8,2,0,2,4,48,0,7,6,5,30,23,15,8,0,91,3,3,0,0,175,18,28,117,145,0,0,4,4,0,7,2,0,2,3,47,0,7,5,5,30,24,13,10,1,102,4,4,0,0,188,17,28,130,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Mount Kisco Village Police Department,2013,New York,11028,NY05920,0,0,0,0,0,1,1,0,6,0,0,1,5,53,0,4,2,4,43,10,4,6,0,98,0,0,0,0,168,10,17,108,125,0,0,1,1,0,7,1,1,1,4,51,0,3,2,4,42,6,1,5,0,76,0,0,0,0,141,9,17,82,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Kisco Village Police Department,2012,New York,11016,NY05920,0,0,2,0,0,0,0,0,5,2,1,0,2,67,2,6,5,9,45,9,2,6,1,110,4,4,0,0,195,22,27,123,150,0,0,0,0,0,4,1,1,0,2,60,2,4,4,7,43,8,2,5,1,91,1,1,0,0,164,17,21,100,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Mount Kisco Village Police Department,2011,New York,10926,NY05920,0,0,0,0,0,1,1,0,12,1,2,3,6,61,2,6,6,6,41,14,5,6,3,144,5,5,0,0,237,20,33,163,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Mount Kisco Village Police Department,2010,New York,10877,NY05920,0,0,0,0,0,1,0,1,6,0,3,1,2,57,1,4,6,9,37,25,16,6,3,134,5,5,0,0,228,20,27,164,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Kisco Village Police Department,2009,New York,10434,NY05920,0,0,0,0,0,0,0,0,18,4,6,1,7,59,3,6,12,1,37,45,21,11,13,161,7,7,0,0,290,22,40,213,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2
Mount Kisco Village Police Department,2008,New York,10484,NY05920,0,0,0,0,0,0,0,0,4,1,1,0,2,67,0,0,3,1,63,16,7,6,3,93,1,1,0,0,181,4,8,110,118,0,0,0,0,0,1,0,0,0,1,54,0,0,2,1,51,12,6,5,1,45,0,0,0,0,112,3,4,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,4,0,0,4,4
Mount Kisco Village Police Department,2007,New York,10505,NY05920,0,0,0,0,0,0,0,0,3,0,0,0,3,45,0,1,0,1,43,14,7,6,1,115,1,1,0,0,178,2,5,130,135,0,0,0,0,0,0,0,0,0,0,43,0,2,0,1,40,6,2,3,1,70,0,0,0,0,119,3,3,76,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,6
Mount Kisco Village Police Department,2006,New York,10359,NY05920,0,0,0,1,0,0,0,0,5,0,2,0,3,43,0,2,4,2,35,13,4,8,1,140,2,2,0,0,204,8,14,155,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Mount Kisco Village Police Department,2005,New York,10071,NY05920,0,0,0,0,0,2,1,1,2,0,0,0,2,59,2,9,1,1,46,13,8,4,1,60,4,4,0,0,140,13,17,77,94,0,0,2,1,1,0,0,0,0,0,50,0,4,1,1,44,8,6,2,0,38,2,2,0,0,100,6,8,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,2,2
Mount Kisco Village Police Department,2004,New York,10054,NY05920,0,0,0,1,0,1,1,0,8,1,1,0,6,62,0,4,2,6,50,24,16,8,0,146,8,8,0,0,250,12,22,178,200,0,0,1,1,0,3,0,0,0,3,47,0,2,2,6,37,11,7,4,0,56,2,2,0,0,120,10,14,69,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,1,2,3
Mount Kisco Village Police Department,2003,New York,10081,NY05920,0,0,0,0,0,0,0,0,12,1,3,0,8,27,0,2,6,19,0,32,19,11,2,200,7,3,3,1,278,27,39,239,278,0,0,0,0,0,3,0,2,0,1,18,0,1,4,13,0,9,5,4,0,80,3,1,1,1,113,18,21,92,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Mount Kisco Village Police Department,2002,New York,10078,NY05920,0,0,0,0,0,0,0,0,13,0,0,1,12,25,1,2,4,18,0,24,13,10,1,213,20,18,1,1,295,25,38,257,295,0,0,0,0,0,4,0,0,0,4,16,1,0,2,13,0,7,3,3,1,94,9,8,1,0,130,16,20,110,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,4,0,0,4,4
Mount Kisco Village Police Department,2001,New York,10001,NY05920,0,0,0,0,0,1,1,0,4,0,1,0,3,31,1,3,7,20,0,29,19,7,3,226,17,16,0,1,308,31,36,272,308,0,0,1,1,0,1,0,0,0,1,22,0,2,4,16,0,7,3,4,0,91,4,3,0,1,126,22,24,102,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,3,3
Mount Kisco Village Police Department,2000,New York,9983,NY05920,0,0,0,0,0,0,0,0,10,0,2,0,8,25,0,4,4,16,1,22,11,10,1,170,17,17,0,0,244,24,34,209,243,0,0,0,0,0,0,0,0,0,0,17,0,3,2,12,0,1,1,0,0,38,3,3,0,0,59,17,17,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
