agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Delaware County,2019,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3,0,0,0,0,2,1,0,1,0,8,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2018,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,7,0,0,0,0,4,0,0,0,0,12,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2017,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,4,5,1,1,0,0,7,3,1,2,0,24,0,8,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2016,Indiana,0,IN318SP,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,12,7,7,0,0,22,0,1,2,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2015,Indiana,0,IN318SP,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,1,2,1,1,0,0,15,0,0,0,0,21,0,2,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2014,Indiana,0,IN318SP,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,0,1,3,2,1,1,0,22,0,0,0,0,30,0,1,3,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2013,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,2,8,0,0,0,0,14,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2012,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,3,6,4,2,0,12,2,1,1,0,26,0,3,3,20,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
State Police: Delaware County,2011,Indiana,0,IN318SP,0,0,0,0,0,4,2,2,0,0,0,0,0,7,0,0,1,5,1,1,1,0,0,15,2,2,0,0,29,0,6,10,18,28,0,0,1,1,0,0,0,0,0,0,3,1,0,0,1,1,1,1,0,0,6,1,1,0,0,12,0,2,3,8,11
State Police: Delaware County,2010,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,24,0,0,0,0,30,0,3,3,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2009,Indiana,0,IN318SP,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,3,2,11,11,0,0,44,0,0,0,0,62,0,3,5,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
State Police: Delaware County,2008,Indiana,0,IN318SP,0,0,0,0,0,2,2,0,0,0,0,0,0,9,0,0,0,2,7,3,3,0,0,39,1,1,0,0,54,0,2,4,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2007,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,2,2,2,0,0,16,0,0,0,0,25,0,5,5,18,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
State Police: Delaware County,2006,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,1,1,0,0,22,3,2,1,0,34,0,5,5,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2005,Indiana,0,IN318SP,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,2,3,3,0,0,18,0,0,0,0,25,0,0,2,21,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2
State Police: Delaware County,2004,Indiana,0,IN318SP,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,2,0,1,1,0,0,13,8,6,1,1,26,0,3,4,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Delaware County,2003,Indiana,0,IN318SP,0,0,0,0,0,1,1,0,2,1,0,0,1,4,0,0,2,2,0,4,4,0,0,19,1,1,0,0,31,0,4,7,24,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2
