agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Gardiner Police Dept,2023,Maine,6173,ME00602,0,0,0,0,0,3,2,1,0,0,0,0,0,30,0,0,1,1,28,3,3,0,0,44,4,4,0,0,84,0,2,5,51,56,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,16,2,2,0,0,19,1,1,0,0,39,0,1,1,22,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardiner Police Dept,2022,Maine,6102,ME00602,0,0,0,0,0,3,3,0,0,0,0,0,0,44,1,0,0,0,43,2,1,1,0,67,4,3,1,0,120,0,1,4,73,77,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,21,1,0,1,0,22,1,1,0,0,46,0,0,1,24,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardiner Police Dept,2021,Maine,5675,ME00602,0,0,0,0,0,4,4,0,1,1,0,0,0,36,0,0,0,0,36,4,2,2,0,42,6,5,1,0,93,0,0,5,52,57,0,0,0,0,0,1,1,0,0,0,15,0,0,0,0,15,1,1,0,0,7,1,1,0,0,25,0,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardiner Police Dept,2020,Maine,5639,ME00602,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,11,6,3,3,0,26,2,2,0,0,47,0,1,2,34,36,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,10,4,2,2,0,5,1,1,0,0,22,0,1,2,10,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0,0,0,24,0,0,2,11,13
Gardiner Police Dept,2019,Maine,5645,ME00602,0,0,0,1,0,0,0,0,1,0,1,0,0,18,0,0,0,2,16,2,1,1,0,37,3,3,0,0,62,0,2,4,42,46,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2,11,1,0,1,0,12,1,1,0,0,28,0,2,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,1,0,10,1,1,0,0,8,1,1,0,0,24,0,1,4,10,14
Gardiner Police Dept,2018,Maine,5673,ME00602,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,8,5,0,5,0,43,2,1,0,1,59,0,0,1,50,51,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,2,1,1,0,15,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,4,0,0,0,0,26,0,0,4,4,8
Gardiner Police Dept,2017,Maine,5592,ME00602,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0,15,18,11,7,0,66,1,1,0,0,102,0,2,2,85,87,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,10,5,4,1,0,22,1,1,0,0,39,0,1,1,28,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,0,1,0,0,0,0,5,0,0,0,4,4,0,0,2,2,0,0,0,0,0,0,21,0,0,0,2,19,1,1,0,0,5,0,0,0,0,29,0,2,4,6,10
Gardiner Police Dept,2016,Maine,5558,ME00602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,12,23,10,12,1,103,4,4,0,0,145,0,3,3,130,133,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,11,5,1,4,0,39,3,3,0,0,61,0,3,3,47,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,4,0,0,0,0,8,0,0,0,5,5,0,0,3,3,0,1,0,0,0,1,19,0,0,0,4,15,4,1,3,0,11,0,0,0,0,38,0,4,8,15,23
Gardiner Police Dept,2015,Maine,5646,ME00602,0,0,0,0,0,3,3,0,1,0,0,0,1,21,0,0,1,0,20,19,9,10,0,159,6,6,0,0,209,0,1,5,184,189,0,0,1,1,0,1,0,0,0,1,16,0,0,1,0,15,3,1,2,0,27,6,6,0,0,54,0,1,3,36,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,25,0,0,0,1,24,2,0,2,0,6,0,0,0,0,35,0,1,3,8,11
Gardiner Police Dept,2014,Maine,5669,ME00602,0,0,0,1,0,2,2,0,2,0,0,0,2,38,1,0,0,1,36,19,6,13,0,130,0,0,0,0,192,0,2,7,149,156,1,0,0,0,0,2,0,0,0,2,24,1,0,0,1,22,5,3,2,0,49,0,0,0,0,81,0,2,5,54,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,14,0,0,0,0,8,1,1,0,0,24,0,0,1,9,10
