agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,tot_clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,tot_clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,tot_clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,tot_clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,tot_clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,tot_clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,tot_clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,tot_clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,tot_clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,tot_clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,tot_clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,tot_clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,tot_clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,tot_clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,tot_clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,tot_clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,tot_clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,tot_clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,tot_clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,tot_clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,tot_clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,tot_clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,tot_clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,tot_clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,tot_clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,tot_clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Edgerton Police Department,2017,Wisconsin,5574,WI05403,128,35,9,1,3,3,1,0,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,3,3,1,0,8,2,1,0,0,0,0,0,3,0,0,0,5,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,103,17,3,1,1,1,0,0,0,0,0,0,1,1,0,0
Edgerton Police Department,2016,Wisconsin,5554,WI05403,112,51,8,1,6,6,0,0,19,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,0,6,6,0,0,6,2,0,0,2,1,0,0,2,0,0,0,2,1,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,29,3,1,0,0,0,0,3,1,0,0,1,0,0,0
Edgerton Police Department,2015,Wisconsin,5536,WI05403,103,69,5,6,3,3,0,0,14,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,1,3,3,0,0,9,2,0,0,0,0,0,0,3,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,52,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Edgerton Police Department,2014,Wisconsin,5535,WI05403,150,83,14,3,3,3,0,0,18,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,2,0,3,3,0,0,21,2,0,0,1,0,0,0,1,0,0,0,19,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,106,59,12,3,2,1,0,0,0,0,0,0,0,0,0,0
Edgerton Police Department,2013,Wisconsin,5515,WI05403,158,64,11,2,2,2,2,0,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,2,2,2,0,12,3,0,1,0,0,0,0,1,0,0,0,11,3,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,130,47,8,1,4,3,0,0,1,1,0,0,0,0,0,0
Edgerton Police Department,2012,Wisconsin,5468,WI05403,160,102,11,1,2,2,1,0,25,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,5,0,2,2,1,0,20,11,0,0,2,2,0,0,6,4,0,0,12,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,110,63,5,1,1,1,0,0,0,0,0,0,1,1,0,0
Edgerton Police Department,2011,Wisconsin,5485,WI05403,142,56,12,0,0,0,0,0,22,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,6,0,0,0,0,0,14,5,2,0,2,1,1,0,5,1,1,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,31,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Edgerton Police Department,2010,Wisconsin,5461,WI05403,86,39,9,0,0,0,0,0,20,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,7,0,0,0,0,0,29,6,0,0,5,0,0,0,12,2,0,0,12,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,31,11,2,0,4,2,0,0,0,0,0,0,0,0,0,0
Edgerton Police Department,2009,Wisconsin,5374,WI05403,113,57,13,0,1,1,0,0,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,2,0,1,1,0,0,32,10,6,0,0,0,0,0,18,7,5,0,14,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,58,26,5,0,3,2,0,0,0,0,0,0,0,0,0,0
Edgerton Police Department,2008,Wisconsin,5281,WI05403,66,34,7,0,2,2,0,0,25,24,4,0,0,0,0,0,0,0,0,0,1,1,0,0,23,22,4,0,1,1,0,0,8,1,0,0,0,0,0,0,5,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0
