agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Sp: Oxford County,2016,Maine,0,ME009SP,1,0,1,1,0,0,0,0,0,0,11,0,0,0,0,11,12,9,3,0,22,3,3,0,0,50,0,1,0,1,1,0,0,0,0,0,0,11,0,0,0,0,11,3,1,2,0,9,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0
Sp: Oxford County,2015,Maine,0,ME009SP,0,0,0,0,0,0,0,0,0,0,30,2,0,0,3,25,7,3,4,0,18,2,1,0,1,57,5,0,0,0,0,0,0,0,0,0,0,27,2,0,0,3,22,1,1,0,0,5,1,1,0,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,0
Sp: Oxford County,2014,Maine,0,ME009SP,1,0,0,0,0,0,0,0,0,0,23,5,0,1,2,15,11,7,4,0,23,1,0,1,0,59,8,1,0,1,1,0,1,0,0,0,1,22,5,0,1,2,14,7,5,2,0,10,1,0,1,0,43,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Sp: Oxford County,2013,Maine,0,ME009SP,0,0,2,2,0,1,0,0,0,1,58,2,2,2,2,50,66,47,19,0,100,8,2,6,0,235,8,0,0,1,1,0,0,0,0,0,0,52,2,2,1,1,46,18,13,5,0,35,3,2,1,0,109,6,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,1,0,5,0,0,0,0,10,0
Sp: Oxford County,2012,Maine,0,ME009SP,0,0,4,4,0,1,1,0,0,0,69,0,1,1,2,65,87,46,39,2,96,9,4,4,1,266,4,0,0,3,3,0,1,1,0,0,0,60,0,1,0,2,57,10,4,6,0,23,7,3,3,1,104,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,2,0,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,0,1,0,5,2,2,0,0,12,1
Sp: Oxford County,2011,Maine,0,ME009SP,0,0,0,0,0,2,1,0,0,1,71,0,2,3,3,63,100,64,36,0,133,14,7,1,6,320,8,0,0,1,1,0,1,1,0,0,0,64,0,2,3,3,56,17,13,4,0,23,3,1,0,2,109,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,1,0,0,12,1,0,0,1,24,0
Sp: Oxford County,2010,Maine,0,ME009SP,0,0,2,2,0,1,0,0,0,1,64,0,1,3,1,59,95,68,22,5,101,15,6,2,7,278,5,0,0,1,1,0,0,0,0,0,0,64,0,1,3,0,60,14,11,3,0,18,6,2,1,3,103,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,4,0,7,0,0,0,0,14,0
Sp: Oxford County,2009,Maine,0,ME009SP,0,0,1,1,0,0,0,0,0,0,94,3,0,2,3,86,89,68,20,1,101,8,4,1,3,293,8,0,0,0,0,0,0,0,0,0,0,83,3,0,2,3,75,14,11,3,0,20,5,2,1,2,122,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,1,0,8,2,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,2,1,8,2,1,1,0,15,0
Sp: Oxford County,2008,Maine,0,ME009SP,2,0,1,1,0,0,0,0,0,0,72,4,2,3,1,62,120,90,26,4,91,9,4,3,2,295,10,2,0,0,0,0,0,0,0,0,0,67,4,2,3,1,57,32,25,7,0,13,3,2,0,1,117,10,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,3,3,0,0,2,1,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,1,1,0,0,9,0
Sp: Oxford County,2007,Maine,0,ME009SP,0,0,1,1,0,0,0,0,0,0,81,0,1,5,1,74,89,46,38,5,104,11,5,5,1,286,7,0,0,0,0,0,0,0,0,0,0,74,0,1,4,1,68,14,8,5,1,18,6,2,3,1,112,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,2,0,3,1,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,8,2,0,2,0,1,1,1,0,0,14,1
