agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Fallsburg Town Police Department,2023,New York,14152,NY05254,0,0,0,0,0,3,3,0,2,1,0,0,1,38,1,2,5,0,30,15,11,4,0,43,2,2,0,0,103,0,8,13,60,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2022,New York,,NY05254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallsburg Town Police Department,2021,New York,,NY05254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallsburg Town Police Department,2020,New York,,NY05254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallsburg Town Police Department,2019,New York,,NY05254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallsburg Town Police Department,2018,New York,12207,NY05254,0,0,0,0,0,1,1,0,2,1,0,0,1,69,1,4,6,1,57,41,24,16,1,66,2,1,0,1,181,0,12,15,109,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2017,New York,12042,NY05254,0,0,0,0,0,2,2,0,2,1,0,0,1,85,0,9,0,0,76,47,18,27,2,56,4,3,1,0,196,0,9,13,107,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2016,New York,11966,NY05254,0,0,0,0,0,1,1,0,2,1,0,0,1,68,0,6,2,4,56,34,21,12,1,62,3,1,2,0,170,0,12,15,99,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2015,New York,12054,NY05254,0,0,0,0,0,3,3,0,2,0,1,1,0,46,2,5,2,3,34,42,23,16,3,66,5,1,4,0,164,0,12,17,113,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2014,New York,12169,NY05254,0,0,0,0,0,2,2,0,1,0,0,0,1,49,3,3,3,1,39,55,35,19,1,50,2,2,0,0,159,0,10,13,107,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2013,New York,12109,NY05254,0,0,0,1,0,0,0,0,0,0,0,0,0,109,1,9,10,1,88,65,43,22,0,96,1,1,0,0,272,0,21,22,162,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2012,New York,11996,NY05254,0,0,0,0,0,0,0,0,2,1,0,0,1,103,0,3,5,3,92,82,45,36,1,126,6,6,0,0,319,0,11,13,214,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2011,New York,12077,NY05254,0,0,0,1,0,0,0,0,1,0,1,0,0,150,3,7,3,4,133,86,51,35,0,161,5,2,0,3,404,0,17,19,252,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2010,New York,12023,NY05254,0,0,0,2,0,2,2,0,1,0,1,0,0,163,0,11,11,3,138,63,31,32,0,135,9,6,3,0,375,0,25,30,207,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2009,New York,12385,NY05254,0,0,0,0,0,3,3,0,2,0,0,1,1,123,0,5,7,5,106,93,61,30,2,136,3,2,1,0,360,0,17,22,232,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2008,New York,12283,NY05254,0,0,0,0,1,3,3,0,2,0,1,1,0,91,0,4,6,1,80,66,38,28,0,141,10,5,5,0,314,0,11,16,217,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2007,New York,12082,NY05254,0,0,0,0,0,1,1,0,2,0,0,0,2,132,0,9,6,5,112,67,30,36,1,141,14,7,6,1,357,0,20,23,222,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallsburg Town Police Department,2006,New York,11772,NY05254,0,0,0,0,0,2,2,0,3,1,0,0,2,99,0,9,8,2,80,87,61,26,0,116,10,7,3,0,317,0,19,24,213,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
