agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Everman Police Department,2023,Texas,5929,TX22010,0,0,0,1,0,3,3,0,2,1,0,0,1,49,8,1,2,0,38,20,12,6,2,57,22,20,1,1,154,0,11,17,99,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everman Police Department,2022,Texas,5993,TX22010,0,0,0,0,0,1,1,0,2,1,0,1,0,35,3,0,2,1,29,8,4,4,0,40,5,5,0,0,91,0,6,9,53,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everman Police Department,2021,Texas,6136,TX22010,0,0,0,0,0,6,5,1,5,2,0,1,2,38,7,0,2,1,28,6,2,4,0,45,10,9,0,1,110,0,10,21,61,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everman Police Department,2020,Texas,6220,TX22010,0,0,0,0,1,6,5,1,8,4,1,1,2,40,10,4,4,2,20,10,8,1,1,69,11,10,0,1,145,0,20,34,90,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everman Police Department,2019,Texas,6275,TX22010,0,0,0,0,0,4,4,0,14,10,1,0,3,25,1,0,1,12,11,29,15,11,3,55,9,9,0,0,136,0,14,32,93,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everman Police Department,2018,Texas,6382,TX22010,0,0,3,1,0,7,6,1,9,6,0,3,0,49,7,1,4,6,31,13,9,4,0,72,16,13,0,3,167,0,18,35,101,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,0,2,2
Everman Police Department,2017,Texas,6417,TX22010,0,0,3,0,0,0,0,0,7,5,0,0,2,46,4,0,7,5,30,32,16,15,1,91,14,10,3,1,190,0,16,23,137,160,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,6,0,2,3,3,6
Everman Police Department,2016,Texas,6399,TX22010,0,0,1,1,0,1,1,0,4,3,0,0,1,47,4,6,4,2,31,36,15,20,1,138,19,16,1,2,246,0,16,22,193,215,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,1,0,0,5,0,0,1,2,3
Everman Police Department,2015,Texas,6364,TX22010,0,0,0,0,0,3,2,1,7,3,0,2,2,65,4,2,2,5,52,60,25,34,1,98,14,11,2,1,247,0,13,23,172,195,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,1,1,2
Everman Police Department,2014,Texas,6307,TX22010,0,0,0,0,0,6,6,0,8,5,0,0,3,64,3,1,6,4,50,45,16,28,1,102,5,4,1,0,230,0,14,28,152,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
