agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Oyster Creek Police Department,2023,Texas,1210,TX02029,0,0,0,0,0,1,1,0,1,0,0,0,1,31,0,0,1,0,30,12,6,6,0,4,1,1,0,0,50,0,1,3,17,20,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,20,1,0,1,0,3,1,1,0,0,26,0,0,1,5,6,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,1,1,0,0,6,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Creek Police Department,2022,Texas,1196,TX02029,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,33,8,2,6,0,12,3,1,2,0,58,0,2,2,23,25,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,25,0,0,0,0,5,0,0,0,0,31,0,1,1,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Creek Police Department,2021,Texas,1222,TX02029,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,18,5,4,1,0,10,2,1,0,1,37,0,2,2,17,19,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,9,1,0,1,0,1,0,0,0,0,12,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Creek Police Department,2020,Texas,1203,TX02029,0,0,0,0,0,4,4,0,0,0,0,0,0,15,1,0,2,3,9,1,0,1,0,10,4,3,1,0,34,0,6,10,15,25,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,5,0,0,0,0,0,2,2,0,0,9,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Creek Police Department,2019,Texas,1170,TX02029,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,3,10,7,7,4,3,0,19,3,3,0,0,51,0,15,15,29,44,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,1,0,0,0,0,1,0,0,0,0,8,0,6,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Creek Police Department,2018,Texas,1163,TX02029,0,0,1,0,0,0,0,0,1,1,0,0,0,22,1,1,1,12,7,6,2,4,0,16,5,4,0,1,50,0,15,16,27,43,0,0,0,0,0,0,0,0,0,0,17,1,1,1,8,6,0,0,0,0,3,1,1,0,0,21,0,11,11,4,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
Oyster Creek Police Department,2017,Texas,1129,TX02029,0,0,1,0,0,0,0,0,1,0,0,0,1,23,0,0,2,12,9,13,3,10,0,27,3,3,0,0,67,0,14,15,43,58,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,9,0,0,0,0,3,1,1,0,0,21,0,8,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2
Oyster Creek Police Department,2016,Texas,1136,TX02029,0,0,0,0,0,1,1,0,0,0,0,0,0,36,0,1,5,12,18,9,3,6,0,22,3,3,0,0,71,0,18,19,34,53,0,0,1,1,0,0,0,0,0,0,26,0,1,2,9,14,0,0,0,0,3,0,0,0,0,30,0,12,13,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Creek Police Department,2015,Texas,1138,TX02029,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,2,1,7,15,14,4,9,1,19,8,5,2,1,67,0,10,11,41,52,0,0,0,0,0,0,0,0,0,0,18,0,1,0,6,11,2,1,1,0,5,0,0,0,0,25,0,7,7,7,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Oyster Creek Police Department,2014,Texas,1118,TX02029,0,0,0,0,0,1,1,0,0,0,0,0,0,31,0,2,1,8,20,9,3,6,0,22,5,3,2,0,68,0,11,12,36,48,0,0,0,0,0,0,0,0,0,0,24,0,1,1,6,16,0,0,0,0,3,0,0,0,0,27,0,8,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
