agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Pocahontas Police Department,2023,Arkansas,7620,AR06101,0,0,0,2,0,9,9,0,1,1,0,0,0,136,5,3,4,9,115,21,8,8,5,148,13,12,1,0,330,0,21,33,182,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2022,Arkansas,7657,AR06101,0,0,0,0,0,18,17,1,0,0,0,0,0,172,4,0,8,8,152,34,14,18,2,180,11,10,0,1,415,0,20,38,225,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2021,Arkansas,6781,AR06101,0,0,0,0,0,7,6,1,0,0,0,0,0,138,3,3,5,5,122,34,17,14,3,135,19,16,0,3,333,0,16,23,188,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2020,Arkansas,6647,AR06101,0,0,0,1,0,15,14,1,1,0,0,0,1,152,4,4,13,5,126,41,23,16,2,201,18,15,1,2,429,0,26,43,260,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2019,Arkansas,6647,AR06101,0,0,0,0,0,21,21,0,1,1,0,0,0,134,3,1,9,8,113,31,11,17,3,171,14,14,0,0,372,0,21,43,216,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2018,Arkansas,6478,AR06101,0,0,0,0,0,12,12,0,1,0,0,0,1,152,2,0,8,10,132,39,25,11,3,231,23,19,1,3,458,0,20,33,293,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2017,Arkansas,6447,AR06101,0,0,0,0,0,3,3,0,0,0,0,0,0,103,3,2,9,2,87,46,30,15,1,227,10,9,0,1,389,0,16,19,283,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2016,Arkansas,6405,AR06101,0,0,0,0,1,13,13,0,1,0,0,1,0,134,1,0,9,3,121,37,19,15,3,249,10,7,3,0,445,0,13,27,296,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2015,Arkansas,6442,AR06101,0,0,0,0,0,8,8,0,3,1,1,0,1,125,0,0,3,4,118,52,25,21,6,273,15,10,5,0,476,0,7,18,340,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas Police Department,2014,Arkansas,6514,AR06101,0,0,0,0,0,5,5,0,0,0,0,0,0,121,1,1,0,7,112,45,31,11,3,241,6,5,0,1,418,0,9,14,292,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
