agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Cleveland Police Department,2023,Ohio,358146,OHCLP00,0,0,0,139,0,428,424,4,1605,21,1,8,1575,19556,2017,352,1187,372,15628,3203,2005,1193,5,8865,5168,5065,31,72,38964,0,3928,6100,17236,23336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2022,Ohio,363764,OHCLP00,0,0,0,146,0,476,470,6,1551,7,3,6,1535,20902,1902,403,993,435,17169,3011,1756,1250,5,8824,3999,3920,31,48,38909,0,3733,5906,15834,21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2021,Ohio,379313,OHCLP00,0,0,0,166,0,481,474,7,1348,14,3,4,1327,22291,2409,427,1240,379,17836,3066,1830,1234,2,8597,3006,2919,31,56,38955,0,4455,6450,14669,21119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2020,Ohio,379121,OHCLP00,1,0,0,161,0,443,434,9,1598,0,0,0,1598,20795,2321,478,1124,251,16621,3755,2429,1326,0,9096,2992,2914,38,40,38840,0,4174,6376,15843,22219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2019,Ohio,381829,OHCLP00,0,0,0,92,0,479,473,6,1895,0,0,0,1895,19835,1439,512,1066,308,16510,4311,2841,1470,0,9968,2778,2716,27,35,39358,0,3325,5791,17057,22848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2018,Ohio,384666,OHCLP00,0,0,0,86,1,498,494,4,2113,0,0,0,2113,18497,1425,507,988,341,15236,4666,3148,1499,19,9451,2984,2908,47,29,38296,0,3261,5958,17101,23059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2017,Ohio,385351,OHCLP00,0,0,0,106,1,544,543,1,2270,0,0,0,2270,18730,1288,396,615,409,16022,5867,4116,1745,6,9807,3410,3372,18,20,40735,0,2708,5628,19084,24712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2016,Ohio,386227,OHCLP00,0,0,0,131,0,488,487,1,2994,15,0,3,2976,19714,1558,408,525,442,16781,6516,4539,1972,5,10070,4222,4193,8,21,44135,0,2933,6546,20808,27354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2015,Ohio,387921,OHCLP00,0,0,0,78,0,376,373,3,2458,1070,56,293,1039,16659,694,274,385,241,15065,4525,2689,1825,11,8261,2751,2617,69,65,35108,0,1594,4506,15537,20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Police Department,2014,Ohio,388655,OHCLP00,0,0,0,63,0,495,493,2,2992,1141,75,362,1414,18374,612,302,437,304,16719,6963,4231,2709,23,10403,3850,3706,62,82,43140,0,1655,5205,21216,26421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
