agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Emanuel County Sheriff's Office,2018,Georgia,12020,GA05300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48,26,22,0,145,23,7,5,11,218,0,0,1,216,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2017,Georgia,12170,GA05300,0,0,0,0,0,1,0,1,2,1,0,0,1,11,1,0,0,0,10,89,46,43,0,125,26,10,4,12,254,0,1,4,240,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2016,Georgia,12237,GA05300,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,6,3,8,94,46,36,12,149,17,9,2,6,278,0,9,10,260,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2015,Georgia,12843,GA05300,0,0,0,0,0,0,0,0,6,3,0,1,2,27,0,0,4,8,15,96,54,39,3,142,24,4,4,16,295,0,12,18,262,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,3,0,0,0,3,3
Emanuel County Sheriff's Office,2014,Georgia,12671,GA05300,0,0,0,0,0,1,1,0,2,2,0,0,0,19,0,0,0,8,11,90,36,47,7,102,11,3,2,6,225,0,8,11,203,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Emanuel County Sheriff's Office,2013,Georgia,12548,GA05300,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,3,2,124,68,51,5,166,26,8,9,9,323,0,3,5,316,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2012,Georgia,12693,GA05300,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,90,45,40,5,242,34,14,8,12,369,0,3,3,366,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2011,Georgia,12741,GA05300,0,0,0,0,0,1,1,0,6,3,0,0,3,29,3,1,4,4,17,177,96,68,13,165,24,13,3,8,402,0,12,19,366,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2010,Georgia,12576,GA05300,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,4,1,5,235,74,148,13,130,32,12,13,7,409,0,6,7,397,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2009,Georgia,11999,GA05300,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,7,9,8,176,66,103,7,99,19,9,3,7,319,0,16,17,294,311,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,5,1,0,1,0,0,0,0,0,0,8,0,2,2,1,3
Emanuel County Sheriff's Office,2008,Georgia,11883,GA05300,0,0,0,1,0,0,0,0,2,0,1,0,1,12,1,1,1,2,7,116,59,49,8,103,25,14,7,4,259,0,5,8,244,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Emanuel County Sheriff's Office,2007,Georgia,12120,GA05300,0,0,0,0,0,2,2,0,7,3,0,0,4,19,0,4,3,1,11,179,108,63,8,151,36,14,14,8,394,0,8,17,366,383,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2
Emanuel County Sheriff's Office,2006,Georgia,12403,GA05300,0,0,0,0,0,0,0,0,1,0,1,0,0,11,1,1,3,1,5,167,82,82,3,68,22,11,4,7,269,0,6,7,257,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County Sheriff's Office,2005,Georgia,12325,GA05300,0,0,0,1,0,0,0,0,4,2,1,0,1,28,1,6,7,3,11,120,39,68,13,101,31,17,7,7,285,0,17,22,252,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
