agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Worcester County Sheriff's Office,2017,Maryland,21382,MD02400,0,0,7,0,0,2,2,0,1,0,0,0,1,111,4,5,2,4,96,39,16,17,6,155,14,7,2,5,322,15,0,0,0,0,0,1,0,0,0,1,102,3,4,2,4,89,10,3,6,1,54,6,4,2,0,173,13,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,24,2,0,2,0,5,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worcester County Sheriff's Office,2016,Maryland,21260,MD02400,0,0,8,2,1,2,2,0,5,3,1,0,1,101,2,1,0,1,97,63,31,27,5,178,8,3,4,1,360,4,2,0,0,0,0,1,1,0,0,0,97,2,1,0,1,93,12,4,6,2,58,3,1,2,0,173,4,0,0,0,0,0,1,1,0,0,0,17,0,0,0,0,17,0,0,0,0,8,0,0,0,0,26,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0
Worcester County Sheriff's Office,2015,Maryland,21508,MD02400,0,0,3,0,0,2,2,0,3,1,1,0,1,82,1,3,3,1,74,41,21,17,3,193,6,4,1,1,327,8,0,0,0,0,0,0,0,0,0,0,74,0,3,2,0,69,4,1,3,0,84,4,2,1,1,166,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,11,1,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Worcester County Sheriff's Office,2014,Maryland,21684,MD02400,0,0,5,0,0,1,1,0,2,0,0,0,2,80,2,0,1,2,75,65,28,35,2,185,7,7,0,0,340,5,0,0,1,1,0,2,0,0,0,2,68,3,0,1,2,62,21,9,12,0,64,3,3,0,0,159,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,4,1
Worcester County Sheriff's Office,2013,Maryland,21744,MD02400,0,0,4,0,0,1,1,0,2,0,0,0,2,72,2,3,2,8,57,48,30,18,0,157,10,8,0,2,290,15,0,0,1,1,0,3,1,0,0,2,67,3,2,2,6,54,15,11,4,0,57,4,3,0,1,147,13,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,7,0,0,0,0,11,1,0,0,1,21,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5,0
Worcester County Sheriff's Office,2012,Maryland,22009,MD02400,0,0,7,1,0,2,2,0,3,1,1,0,1,103,1,9,2,12,79,42,24,18,0,122,1,1,0,0,274,24,1,0,2,2,0,2,1,0,0,1,98,1,10,3,10,74,18,9,9,0,52,1,1,0,0,174,24,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,8,0,0,0,0,2,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2,0,0,0,0,5,1
Worcester County Sheriff's Office,2011,Maryland,22077,MD02400,0,0,3,1,0,2,2,0,3,1,0,0,2,186,6,10,11,31,128,68,43,21,4,185,3,2,0,1,448,58,1,0,2,2,0,3,2,0,0,1,175,6,10,9,29,121,23,17,5,1,83,2,2,0,0,289,54,0,0,0,0,0,2,2,0,0,0,17,0,2,3,1,11,0,0,0,0,7,0,0,0,0,26,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,0,0,4,0,0,0,0,8,0
Worcester County Sheriff's Office,2010,Maryland,21870,MD02400,0,0,1,2,0,2,1,1,4,1,0,1,2,212,14,9,9,34,146,56,49,6,1,129,8,5,0,3,413,66,3,0,2,1,1,3,1,0,0,2,212,14,9,9,34,146,31,28,3,0,58,5,5,0,0,314,66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Worcester County Sheriff's Office,2009,Maryland,21213,MD02400,0,0,0,0,0,3,3,0,4,1,1,0,2,194,6,3,15,47,123,51,46,4,1,124,17,8,1,8,393,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worcester County Sheriff's Office,2008,Maryland,20894,MD02400,0,0,2,2,0,1,1,0,0,0,0,0,0,207,13,4,6,29,155,41,36,4,1,110,12,7,1,4,373,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
