agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Billings Police Department,2023,Montana,121365,MT05601,0,0,0,9,0,101,101,0,150,26,21,20,83,2211,258,79,201,280,1393,420,207,210,3,3305,643,595,25,23,6839,0,818,1078,4368,5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2022,Montana,117866,MT05601,1,0,0,13,1,94,93,1,145,28,15,28,74,2356,284,126,169,278,1499,674,394,278,2,3627,808,753,34,21,7718,0,857,1109,5109,6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2021,Montana,110274,MT05601,0,0,0,6,1,122,122,0,128,29,14,23,62,2562,244,91,248,354,1625,627,303,322,2,3639,1037,944,55,38,8122,0,937,1193,5303,6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2020,Montana,110157,MT05601,0,0,0,14,0,101,101,0,125,28,11,27,59,2099,149,75,187,316,1372,718,308,406,4,3750,826,772,26,28,7633,0,727,967,5294,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2019,Montana,110198,MT05601,0,0,0,3,0,75,75,0,98,19,10,20,49,1691,58,44,158,239,1192,608,303,302,3,3266,625,581,27,17,6366,0,499,675,4499,5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2018,Montana,110397,MT05601,0,0,0,9,0,55,55,0,108,26,14,20,48,1493,67,52,128,184,1062,727,308,409,10,3809,797,732,33,32,6998,0,431,603,5333,5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2017,Montana,111317,MT05601,0,0,0,2,0,85,85,0,60,16,4,12,28,1575,50,56,154,133,1182,779,345,432,2,4471,842,761,49,32,7814,0,393,540,6092,6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2016,Montana,111447,MT05601,0,0,0,0,1,62,62,0,81,27,8,17,29,1473,48,36,137,151,1101,723,296,427,0,3706,797,715,48,34,6843,0,372,515,5226,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2015,Montana,109997,MT05601,0,0,0,9,1,66,66,0,67,19,6,16,26,1220,33,43,135,132,877,603,274,328,1,3842,758,676,39,43,6566,0,343,485,5203,5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2014,Montana,110245,MT05601,0,0,0,10,0,72,72,0,54,13,9,14,18,1196,31,30,94,129,912,634,312,299,23,3765,562,485,15,62,6293,0,284,420,4961,5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings Police Department,2013,Montana,107802,MT05601,0,0,0,4,0,41,41,0,85,33,6,9,37,1154,29,35,105,127,858,989,484,466,39,4081,544,456,29,59,6898,0,296,426,5614,6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
