agency,year,state,population,ORI,act_all_crimes,clr_18_all_crimes,clr_all_crimes,unfound_all_crimes,act_aggravated_assault,clr_18_aggravated_assault,clr_aggravated_assault,unfound_aggravated_assault,act_assault_total,clr_18_assault_total,clr_assault_total,unfound_assault_total,act_gun_assault,clr_18_gun_assault,clr_gun_assault,unfound_gun_assault,act_knife_assault,clr_18_knife_assault,clr_knife_assault,unfound_knife_assault,act_other_weapon_assault,clr_18_other_weapon_assault,clr_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,clr_18_simple_assault,clr_simple_assault,unfound_simple_assault,act_hand_feet_assault,clr_18_hand_feet_assault,clr_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,clr_18_burglary_total,clr_burglary_total,unfound_burglary_total,act_attempted_burglary,clr_18_attempted_burglary,clr_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,clr_18_burg_force_entry,clr_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,clr_18_burg_no_force_entry,clr_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,clr_18_manslaughter,clr_manslaughter,unfound_manslaughter,act_murder,clr_18_murder,clr_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,clr_18_rape_total,clr_rape_total,unfound_rape_total,act_attempted_rape,clr_18_attempted_rape,clr_attempted_rape,unfound_attempted_rape,act_force_rape,clr_18_force_rape,clr_force_rape,unfound_force_rape,act_robbery_total,clr_18_robbery_total,clr_robbery_total,unfound_robbery_total,act_gun_robbery,clr_18_gun_robbery,clr_gun_robbery,unfound_gun_robbery,act_knife_robbery,clr_18_knife_robbery,clr_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,clr_18_other_weapon_robbery,clr_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,clr_18_strong_arm_robbery,clr_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,clr_18_theft_total,clr_theft_total,unfound_theft_total,act_auto_theft,clr_18_auto_theft,clr_auto_theft,unfound_auto_theft,act_other_vhc_theft,clr_18_other_vhc_theft,clr_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,clr_18_truck_bus_theft,clr_truck_bus_theft,unfound_truck_bus_theft
Cortlandt Pd Croton-on-hudson,1983,New York,26702,NY05974,14,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Cortlandt Pd Croton-on-hudson,1984,New York,27269,NY05974,33,0,2,3,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cortlandt Pd Croton-on-hudson,1989,New York,27492,NY05974,587,24,263,49,0,0,0,0,170,0,85,14,0,0,0,0,1,0,0,0,0,0,0,0,161,0,80,12,8,0,5,2,79,2,8,21,19,0,0,5,49,2,6,12,11,0,2,4,13,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,322,22,166,6,13,0,3,4,0,0,0,0,0,0,0,0
Cortlandt Pd Croton-on-hudson,1990,New York,28369,NY05974,553,15,239,53,0,0,0,0,183,0,71,11,0,0,0,0,2,0,2,0,5,0,5,0,168,0,59,10,8,0,5,1,40,1,11,25,6,0,0,0,23,1,10,21,11,0,1,4,15,0,2,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,310,13,153,10,13,0,2,7,2,0,0,0,0,0,0,0
Cortlandt Pd Croton-on-hudson,1991,New York,28475,NY05974,702,23,197,54,0,0,0,0,330,5,86,30,3,2,2,0,1,0,1,1,4,0,2,1,300,0,59,27,22,3,22,1,88,3,11,14,7,1,1,2,60,0,7,5,21,2,3,7,11,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,270,15,99,7,11,0,0,3,0,0,0,0,0,0,0,0
Cortlandt Pd Croton-on-hudson,1992,New York,28571,NY05974,620,21,122,75,0,0,0,0,255,3,46,21,0,0,0,0,1,0,1,0,10,0,6,0,200,0,17,8,44,3,22,13,88,4,12,22,25,0,1,11,36,4,10,4,27,0,1,7,14,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,0,3,1,1,0,0,0,4,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,254,14,61,24,14,0,0,3,0,0,0,3,0,0,0,0
Cortlandt Pd Croton-on-hudson,1993,New York,28709,NY05974,563,19,103,67,0,0,0,0,207,5,21,8,1,1,1,0,3,0,1,0,3,1,1,1,162,0,4,0,38,3,14,7,64,4,10,24,18,0,0,6,28,4,7,6,18,0,3,12,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,12,1,2,4,3,0,0,1,0,0,0,0,0,0,0,1,9,1,2,2,266,9,70,28,6,0,0,3,5,0,0,0,1,0,0,0
Cortlandt Pd Croton-on-hudson,1994,New York,28664,NY05974,457,8,40,22,0,0,0,0,193,5,21,4,0,0,0,0,1,0,0,0,2,0,0,0,153,0,11,0,37,5,10,4,58,0,4,10,11,0,0,2,32,0,3,0,15,0,1,8,9,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,192,3,14,6,8,0,0,2,1,0,0,0,0,0,0,0
Cortlandt Pd Croton-on-hudson,1995,New York,28611,NY05974,485,12,40,27,0,0,0,0,229,4,23,5,1,1,1,0,1,0,0,0,2,0,1,0,189,0,9,0,36,3,12,5,49,4,7,6,11,0,0,3,18,4,5,1,20,0,2,2,11,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,4,9,8,11,0,0,5,0,0,0,0,0,0,0,0
Cortlandt Pd Croton-on-hudson,1996,New York,28688,NY05974,393,23,44,15,0,0,0,0,158,7,18,0,0,0,0,0,0,0,0,0,2,2,2,0,126,0,3,0,30,5,13,0,54,6,8,3,15,0,0,1,21,3,4,1,18,3,4,1,5,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,172,10,18,4,2,0,0,5,3,0,0,1,0,0,0,0
