agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Stanton Police Department,1983,Texas,2381,TX15901,0,0,0,0,0,0,0,0,3,1,1,0,1,10,9,0,2,0,7,1,14,7,5,2,19,2,1,0,1,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,7,4,7,4,0,0,2,2,0,0,5,2,0,0,6,5,3,3,3,2,0,0,3,0,2,1,1,1,0,0,1,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanton Police Department,1984,Texas,2716,TX15901,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,1,5,16,10,6,0,22,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,1,0,5,0,7,3,5,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
Stanton Police Department,1985,Texas,2781,TX15901,0,0,0,0,0,1,0,1,0,0,0,0,0,9,2,1,1,0,0,7,16,11,3,2,30,1,1,0,0,57,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,2,0,1,0,1,0,0,0,0,0,6,1,2,1,2,1,0,0,0,0,9,6,1,0,1,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2
Stanton Police Department,1986,Texas,2800,TX15901,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,0,2,7,25,8,16,1,36,1,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,1,0,0,0,2,0,7,0,4,1,1,1,3,0,0,0,15,3,1,0,1,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,1,0,0,6
Stanton Police Department,1987,Texas,2667,TX15901,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,6,10,4,5,1,19,3,2,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,1,0,0,0,6,1,3,0,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,5
Stanton Police Department,1988,Texas,2549,TX15901,0,0,1,0,0,1,1,0,0,0,0,0,0,15,6,0,3,1,2,9,13,9,4,0,26,2,2,0,0,57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,3,0,1,0,2,0,9,0,6,1,3,0,3,1,0,0,9,1,0,0,0,0,0,0,0,0,31,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Stanton Police Department,1989,Texas,2634,TX15901,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,1,0,6,11,6,4,1,16,1,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,1,0,1,0,0,0,6,1,3,0,0,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanton Police Department,1990,Texas,NA,TX15901,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,4,13,8,5,0,14,2,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,4,0,3,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stanton Police Department,1991,Texas,2630,TX15901,0,0,0,0,0,1,0,1,0,0,0,0,0,12,4,1,2,0,1,8,8,7,1,0,13,0,0,0,0,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,1,0,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanton Police Department,1992,Texas,2676,TX15901,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,12,13,6,6,1,32,1,1,0,0,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,3
