agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Sp: Androscoggin County,2016,Maine,0,ME001SP,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,1,22,18,13,5,0,29,2,2,0,0,74,3,0,0,0,0,0,0,0,0,0,0,24,0,1,1,1,21,1,1,0,0,8,1,1,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0
Sp: Androscoggin County,2015,Maine,0,ME001SP,0,0,0,0,0,1,1,0,1,0,0,0,1,46,2,0,7,2,35,15,6,9,0,48,3,1,1,1,114,11,0,0,0,0,0,1,0,0,0,1,43,2,0,6,2,33,6,4,2,0,18,3,1,1,1,71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0
Sp: Androscoggin County,2014,Maine,0,ME001SP,0,0,3,0,0,1,1,0,1,1,0,0,0,48,1,0,2,1,44,41,24,16,1,50,3,1,1,1,144,4,0,0,2,2,0,1,1,0,0,0,44,1,0,2,1,40,15,11,4,0,17,1,1,0,0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Androscoggin County,2013,Maine,0,ME001SP,0,0,0,1,1,1,1,0,1,0,0,0,1,35,0,1,1,1,32,36,26,10,0,65,8,2,2,4,148,3,1,1,0,0,0,1,0,0,0,1,32,0,1,1,0,30,13,7,6,0,8,7,1,2,4,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0
Sp: Androscoggin County,2012,Maine,0,ME001SP,0,0,3,0,1,0,0,0,1,1,0,0,0,46,0,0,3,0,43,51,31,20,0,77,12,5,0,7,188,3,0,1,0,0,0,0,0,0,0,0,45,0,0,2,0,43,16,10,6,0,13,2,2,0,0,77,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,1,0,0,1,1,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,3,0,0,0,0,8,1
Sp: Androscoggin County,2011,Maine,0,ME001SP,0,0,1,1,0,2,2,0,0,0,0,0,0,53,0,1,4,1,47,47,33,11,3,71,9,3,1,5,183,6,0,0,1,1,0,0,0,0,0,0,48,0,1,4,1,42,7,4,3,0,18,2,1,1,0,76,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,5,1,0,1,0,3,0,0,0,0,10,0
Sp: Androscoggin County,2010,Maine,0,ME001SP,0,0,0,1,0,0,0,0,1,1,0,0,0,56,2,2,0,6,46,42,21,16,5,62,10,2,1,7,172,10,1,0,0,0,0,1,1,0,0,0,51,1,2,0,5,43,18,9,6,3,15,1,1,0,0,87,8,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,5,1,1,0,0,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,6,0
Sp: Androscoggin County,2009,Maine,0,ME001SP,0,0,2,0,0,0,0,0,3,1,0,0,2,71,1,1,5,5,59,31,16,13,2,58,9,5,3,1,172,12,0,0,0,0,0,2,0,0,0,2,64,1,1,5,2,55,12,8,4,0,11,6,4,2,0,95,9,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,12,2,0,2,0,2,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0
Sp: Androscoggin County,2008,Maine,0,ME001SP,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,4,0,43,40,21,19,0,60,20,3,6,11,168,5,0,0,0,0,0,0,0,0,0,0,45,0,1,3,0,41,8,5,3,0,17,5,2,3,0,75,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,0,1,0,2,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,1,1,2,3,0,0,0,0,11,0
Sp: Androscoggin County,2007,Maine,0,ME001SP,0,0,0,0,0,1,1,0,0,0,0,0,0,52,2,2,1,0,47,42,20,22,0,72,8,4,3,1,175,5,0,0,0,0,0,0,0,0,0,0,49,1,2,1,0,45,5,3,2,0,13,2,1,1,0,69,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,2,1,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,1,0,4,0,0,0,0,12,0
